Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5
Class_1,0,0.1566013506655104,0.6779216111154857,0.6767682753746939,0.28794666776061784,0.9496969946315159
Class_1,1,0.19395434475081985,0.750408223682747,0.5747395480497396,0.5901651423418283,0.8900143798477844
Class_1,2,0.21027444433751485,0.3899600300491607,0.33230883967479585,0.3695925832630754,0.8415125634232649
Class_1,3,0.6537895108718261,0.7311587080417821,0.25925656330026703,0.27428626872911255,0.4781866386354705
Class_1,4,0.4891225919738039,0.6100149780726605,0.5919704029518694,0.8169098597074064,0.7920225191724914
Class_1,5,0.3208555333820867,0.31729863640917455,0.20752742534979496,0.7586389005481234,0.2455080631401072
Class_1,6,0.5597742719182754,0.7628021004617442,0.316093279189788,0.3629414969160323,0.8586383287393285
Class_1,7,0.21413546714228104,0.32677419124272,0.6183263898805311,0.9874502874042533,0.2414715700713631
Class_1,8,0.3470971034845515,0.5516253971946102,0.6492277638700703,0.10266387732853821,0.7693883374789021
Class_1,9,0.918964153127129,0.6364912781886688,0.366876013293414,0.9863535899682536,0.010327055276610264
Class_1,10,0.012565885631299789,0.6970993387973597,0.6130670718563285,0.32866422728377265,0.0364252739612172
Class_1,11,0.21750812966457223,0.8436428217621836,0.5595174295038449,0.9412746931101053,0.930085163253035
Class_1,12,0.00924688699768228,0.8877964623895583,0.11332711815416252,0.5595545377422738,0.789543161548079
Class_1,13,0.3697099023533821,0.6768241302619797,0.9760474590628628,0.3881043614777693,0.34596112187993444
Class_1,14,0.3433980026375585,0.6353033117167335,0.04733664275773464,0.029696560842576325,0.511643445234657
Class_1,15,0.49462057211490074,0.1246291842801438,0.1232457405964722,0.7654053942898881,0.8666625644190606
Class_1,16,0.5894886667526267,0.4345002546914798,0.20214054598253184,0.38637109179246865,0.9719389904526675
Class_1,17,0.7840153990582202,0.9543650005061683,0.7255516558258983,0.2748374341585873,0.6012153603670025
Class_1,18,0.6580989900610927,0.30726752327721196,0.6250353328216804,0.6728800856977877,0.41137122952078176
Class_1,19,0.6078733667935292,0.5305094643326758,0.46538044443161,0.7213870506044235,0.012385955901053736
Class_1,20,0.6001733174742099,0.3810203519735147,0.25171466945055865,0.21185594516049155,0.17749568471913446
Class_1,21,0.4730238060550066,0.4211393872337189,0.9735758463571269,0.8743153209816439,0.5722702027229807
Class_1,22,0.8201115171706129,0.12737158360716838,0.6168040380632983,0.41902572255728854,0.8503487928944922
Class_1,23,0.0034658495749755325,0.7134674174852565,0.6054884942139003,0.45954727565887976,0.35146702620111225
Class_1,24,0.2659406177697514,0.5938206688648887,0.22582431579318618,0.1287229749349359,0.5920507079231182
Class_1,25,0.8081210335579597,0.7126657197545763,0.6437793037058019,0.4277250634857196,0.8337682136331078
Class_1,26,0.34720092163852956,0.8138029244208583,0.6179909983313544,0.7815622941271908,0.21475913325857077
Class_1,27,0.1767795610769406,0.4402698608585245,0.7970323971470212,0.8551473968926551,0.6049113178627824
Class_1,28,0.20821446731763804,0.31696426432160185,0.7302991389569675,0.973026873887082,0.8458243903021418
Class_1,29,0.8385691938586112,0.20171663194538947,0.3435059284298837,0.14626909493786944,0.5512364430066412
Class_1,30,0.3422106601905204,0.5995332455964609,0.022758826579856506,0.878522594949739,0.20548942680589577
Class_1,31,0.5733545692131732,0.2821691606831691,0.9598589066236688,0.9884055455210243,0.9597522498599668
Class_1,32,0.4846225351079524,0.6996548358553171,0.033252753844731475,0.0231081278616746,0.3592388097561007
Class_1,33,0.7821383538580943,0.3340444267520789,0.21160058858805786,0.33697304476233914,0.5259737419297417
Class_1,34,0.9641211936456926,0.8781601086497524,0.8922315234076988,0.6481265263173268,0.4000587514664793
