ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8
0,0.8549363597417816,0.8374957415722484,0.8209591099581939,0.808851473583984,0.19431202331483707,0.1832424023897245,0.18599310767533214,0.08368265157855415
1,0.890506325473057,0.8749020407637318,0.8944026648583369,0.9083372314782562,0.06243442508626951,0.17398356477848204,0.17409118846410387,0.12750606326931052
2,0.8857433695801208,0.9505479265109118,0.9541063344101216,0.9192790215504574,0.07279887754609524,0.05582520703075379,0.04142791597729011,0.05555361914530545
3,0.8489119066048489,0.9343304167352483,0.8127787673164623,0.9366143804340042,0.10029808805023127,0.15407587379860693,0.06935858146746263,0.0728102708972315
4,0.9649151857961367,0.9394372383129959,0.9073290756883211,0.9442801124665928,0.07366503346906914,0.07426690264556782,0.0827988800004554,0.07275215252363318
5,0.8188333601511922,0.8223158697894262,0.8787990182395155,0.8988043660444751,0.1205204246049282,0.1845266287368681,0.12063249625569523,0.11648646740547008
6,0.8291345912381969,0.9344231152456122,0.8925474069425517,0.8610160663827563,0.15379794517213158,0.1512271270627087,0.17161129471780276,0.11035278253523054
7,0.9091944940615403,0.8209708182530396,0.8755307616763293,0.9606697282611276,0.16421632307783388,0.17564494481423648,0.04983346958336203,0.12475549788332822
8,0.9580506178424855,0.9668276590527635,0.9536345663951252,0.9096306726056549,0.11755805663330555,0.06109510102742635,0.03797829999411556,0.18045300104355824
9,0.8572547282766174,0.8065262292552482,0.9420150956478868,0.9420116137694234,0.0629361721408431,0.10682552552233691,0.03989779207975333,0.13571404412920257
10,0.8302721101193916,0.9416086156929663,0.8391999872491582,0.853486607847131,0.17058067162482687,0.062264152859890676,0.07268177698687059,0.13399026113074247
11,0.903647245565233,0.9694802571805405,0.9212729132448371,0.9361179221505745,0.04708698353838998,0.17998062695629743,0.119046173210031,0.17049154226441948
12,0.9385245378216717,0.8148934980316838,0.8269474748616517,0.9275556381716151,0.15595814780443296,0.18360399642480288,0.09565359345256719,0.11306410772670217
13,0.8196184293858629,0.9425434776757315,0.8752778630810139,0.956266068522822,0.14890518549436513,0.10399817579110411,0.07458916128127965,0.1504627683363648
14,0.91382544633721,0.9205345866572463,0.8310947122869407,0.9332667562979815,0.13448666894237427,0.16492255088490934,0.07706245495537987,0.1401592907792476
15,0.828562618630561,0.9608408656045442,0.953767684876821,0.8535178363074996,0.07776875444628611,0.08116724391359079,0.07070541573241253,0.12798192673532732
16,0.951669436792483,0.9042424322038783,0.9544850986364014,0.8482408701837102,0.08895805982980487,0.042453855964246286,0.11158108428212136,0.18117632809108006
17,0.9079722854823888,0.9349075616450986,0.9156164376513583,0.8774185871082538,0.12813366031529566,0.13059314204877415,0.12225804497529144,0.09694841614061278
18,0.9557596025289417,0.8929729916267933,0.849706103419721,0.8482038219853539,0.14879541774458954,0.05700567132989584,0.15966842274293316,0.19720597788140284
19,0.8224874919174132,0.9184810357085033,0.9464938474239741,0.9551725162738823,0.18343368852312064,0.1344712417824755,0.07480428066374104,0.17390101647012857
20,0.8686078339633827,0.9474494017182987,0.882184281731957,0.9323501139197151,0.09090166065544453,0.09167762411396882,0.15544699242882137,0.07107368764420657
21,0.8534386880834611,0.8910620359327965,0.8589955971726425,0.8536057014388375,0.1494476341744212,0.15915865119652237,0.14451688267532975,0.07320892854966334
22,0.9683914791122838,0.9535969253346475,0.8945170042392808,0.8284655248228893,0.07809404602562273,0.153798879361285,0.17136011180481242,0.15883799225137796
23,0.8680714006818211,0.8818757056739036,0.8377497101499377,0.8744122503312928,0.12428699673446501,0.053124900863403185,0.0887482511528831,0.1242925688104827
24,0.8989026302295691,0.8246544681725422,0.8424278906648944,0.8691006016904147,0.1817610358311658,0.13407485076714848,0.10517607372864743,0.0954438505573619
25,0.9618704000352339,0.8227777589467351,0.9524984170411646,0.9486730864988432,0.09664268833351243,0.059855400753199096,0.08032429554408965,0.061767226179585015
26,0.9721927334787701,0.8173440400196569,0.8792014279050098,0.9639932344830349,0.07861850902012182,0.13785739550208437,0.08124377234127259,0.17714988182249083
27,0.9455417230206451,0.8616915480285948,0.9381942091648053,0.8117303166024455,0.14037692940400393,0.18361535480304403,0.08319061799422715,0.09200741467549667
28,0.8532468866795477,0.7988445947962489,0.8267413555241209,0.8236959709302024,0.07463462787537845,0.15114122750880543,0.04835935712816489,0.15010373034733174
29,0.9287280067219559,0.8529576703861748,0.8451691670827683,0.8701782371941164,0.096672802910888,0.12206934603039471,0.16461412114087098,0.04836663814805208
30,0.9028755671770795,0.8492447813391879,0.8873029264723102,0.9438490548180003,0.0505681593019623,0.12991236073570606,0.06675418812286917,0.09241419524871361
31,0.8271000717968269,0.9174626148284523,0.8416688650222675,0.9416857819059996,0.1910863463267397,0.13265918529856408,0.1615092030906922,0.053335177765621765
32,0.9163267459711404,0.9536967332703885,0.9020766880833436,0.9529723875798474,0.10936618801511389,0.1735712030336594,0.14998206871685804,0.10562711454265088
33,0.8418423379452785,0.8170073309664353,0.9084068205300352,0.8810713627910647,0.09943796349588291,0.07629636441633182,0.15693883709920953,0.09485115076381467
34,0.8608147699764098,0.8059556021130212,0.9071038682621809,0.8576579433318541,0.12861686820350854,0.15885705615768203,0.1726530634098022,0.08150301361126103
35,0.9362898674600235,0.8766283029261289,0.827560950171947,0.8440207790627997,0.1898358002726541,0.11442183956531139,0.057887724548419534,0.14233105618514413
36,0.9447591959894961,0.8323951484178999,0.887362209355976,0.952570774437922,0.13768227809454026,0.051968240848406885,0.16586170601638683,0.058525488230554326
37,0.9322267665370461,0.9456018256711027,0.9033397929878859,0.8889358057513314,0.1314201812598513,0.07989355625811909,0.06127400470376433,0.12130966912721868
38,0.9411957542305012,0.8345048879612961,0.8685351700372084,0.823809958283881,0.1240211908956741,0.052764243011844576,0.13428769891314074,0.1068879116994723
39,0.9745760270433057,0.9733755141269913,0.8875868333988634,0.8215386794299593,0.12187607729642982,0.1665842411770045,0.17452613845831536,0.06874946962922326
40,0.8648701379343768,0.914104593900628,0.9009153823973461,0.8330833310709527,0.19610594717651045,0.15312147521472771,0.1320674187837308,0.11416996384268303
41,0.9906151814071824,0.8331485615728017,0.8415783160428193,0.8151224480363556,0.15562333529960343,0.12833887237460714,0.037458653229776734,0.19619903116897044
42,0.8370610109996305,0.8281336857439505,0.9568242675313725,0.8970361178924873,0.057425102370310344,0.17527016103770834,0.1233200470022223,0.12897734984791306
43,0.9453472112715684,0.8241142040987435,0.8419932327822035,0.8641638614490228,0.19673078848848277,0.1790141006671047,0.11434243583362602,0.12870945506995668
44,0.9626492786378954,0.8827978114632511,0.878197796593471,0.8336000694897274,0.14071825939355473,0.18505850340148916,0.14171170146887616,0.11324987379063155
45,0.4348733423678445,0.44589523141040016,0.30459504212532446,0.3643682381980186,0.3486513279705478,0.3820866554696253,0.5925628645704587,0.6390863946719902
46,0.2748010245583084,0.35051603278100313,0.3019867019185636,0.39778067174385345,0.300661284184233,0.34223662590882825,0.6182754110296784,0.695288292412897
47,0.3772153360087778,0.3017514968267851,0.41586767610122083,0.30869068609039674,0.3651301425844985,0.4244071423869304,0.6643896027345254,0.6605383101161592
48,0.3441770907259372,0.2984485601319087,0.27488688289967805,0.391585968579098,0.4284557953697802,0.4074128238769159,0.6901982890281088,0.6560757952332567
49,0.42509653792756674,0.4480639427458321,0.34254255834716585,0.26439304197733465,0.30999010997982956,0.41762712769271015,0.7272059949453281,0.723699324534938
50,0.3591919976450389,0.298474571802938,0.3133828604331777,0.3504528616532667,0.41051090020056435,0.3763747013742066,0.6780725155953621,0.559914336714704
51,0.3991126267211128,0.3244958412767192,0.4117134611409747,0.3600184227884011,0.418274436984193,0.38436942698824217,0.5937692451156213,0.6066939301598754
52,0.2925278625376656,0.2965811946579581,0.3120887262306741,0.29260402440594485,0.3108404220711517,0.34838719444444455,0.6612121785362914,0.6170951799159321
53,0.30505055133406495,0.3652785949243157,0.3271083610448712,0.3045327192199664,0.2817115302268462,0.3503974945386982,0.6396618629256041,0.7025809144852744
54,0.2938278225944208,0.3537782431804803,0.4164715235348404,0.30254192987247186,0.3643414761186491,0.3612965123568754,0.6998515913862966,0.675616389600374
55,0.30413385270576543,0.3089274973002877,0.42003919911913234,0.2957914942402389,0.3691582303951356,0.3245937294248088,0.7458601009858986,0.6097082391822859
56,0.3577369765531853,0.35755961432064803,0.2965033679292677,0.33383315101263267,0.2944458775878654,0.3622521962420912,0.6565150871246159,0.6271752793363656
57,0.4193564384501015,0.41429433112371716,0.27284532859179694,0.2466044014630683,0.28401220488947976,0.35196321969022143,0.7282812486613763,0.6808931811356937
58,0.4495712373507766,0.3114351403934981,0.32702592924112917,0.37368203105511666,0.3902169773462182,0.39552963538034125,0.6135398997375368,0.6305772161534122
59,0.3052760324915821,0.3208649330308321,0.32974329182976453,0.35144059745184675,0.37258392644534444,0.34499466730658856,0.5869214292982028,0.5761819427955959
60,0.36503820839787987,0.41882596916599835,0.3867965422473703,0.38476319773407214,0.4222578681457131,0.4207876620690358,0.7405015136595381,0.6090401053174697
61,0.3452708837928483,0.43027024237419076,0.2960366514027079,0.26372241208749864,0.2868240261925837,0.363313658542019,0.7606264742627535,0.6875074336498573
62,0.4496187890847733,0.363355986450093,0.44498020048984294,0.3769092680091692,0.42850078829320526,0.42171181095454024,0.6130655420930349,0.7399555910325805
63,0.27453591676687994,0.37408980115559654,0.41090207117706806,0.24794303947375396,0.4258798515619353,0.3890687942100796,0.7590416170823484,0.6017787671125256
64,0.31109862928532983,0.42320570392087603,0.4242305693247882,0.3464232083076451,0.32778084988461403,0.4102247903216922,0.5964182621613553,0.577400193103703
65,0.402242499302239,0.41818944439374395,0.39884626984520155,0.2448614667484908,0.2882084026689643,0.4150241603697439,0.6136310913843148,0.6033246976552374
66,0.38369820991566383,0.3373065876260503,0.32054340139655924,0.2917559042300378,0.3356013124432779,0.3695259629206665,0.6758291601953377,0.7203768175239887
67,0.35171606052147725,0.3712210741990055,0.43793007663837547,0.38500344752547333,0.2795984634380707,0.3277096076847869,0.6788912024540301,0.6442682159275609
68,0.4520879744083044,0.39129066405362584,0.3226888834863451,0.2883055531775612,0.42443983544621916,0.3476880474028706,0.7045291971603939,0.6252822822344115
69,0.3460131190291252,0.4296767206208555,0.30630085278309577,0.2533088986336623,0.4317037588888335,0.369930799497952,0.752122737472241,0.6320071025594691
70,0.40199979424307164,0.4486612584005993,0.36419391188849237,0.33664090889337495,0.3086454326817995,0.3509706630949,0.7678320915012788,0.695613534834328
71,0.3206219592177879,0.3625115721141827,0.35064194436112006,0.25961388843553534,0.43431215416473795,0.41435404863150366,0.6496586182229649,0.5648953933677031
72,0.41428369109706,0.3783200581283643,0.33969581000865195,0.24743776823927732,0.3286205212536182,0.4088032087811817,0.7418526396876044,0.7109927826061412
73,0.43383387706072996,0.3131838452334267,0.42435158557565467,0.3120336677244735,0.396572493450108,0.4068024699739977,0.6235421716282712,0.7432181282619412
74,0.3223838833444389,0.44461197325051777,0.36867109586139585,0.3510050373232961,0.2886401625080614,0.42122884184200693,0.6966867850903085,0.7294165040727231
75,0.31361866355388585,0.3839114358055692,0.35084270197455814,0.2605519767437545,0.3085088054503826,0.3803071449447202,0.6538607308033285,0.6364724937292192
76,0.3752352504818277,0.3900993192215117,0.43352983390229827,0.35562304850040205,0.39784770726597407,0.3527278356205961,0.6475395713954281,0.7210371920732732
77,0.4404611897476479,0.365476857479775,0.3713008681636137,0.376206606866474,0.30326715708090074,0.42770703421682343,0.6124753588255917,0.7474370642944854
78,0.32735022865088004,0.3728722724871951,0.3021144235609744,0.2825103836808748,0.4080215934441275,0.3873643015154006,0.6723405522475259,0.6827407582170474
79,0.41090096749594096,0.33850907718519535,0.4129383399948475,0.36078824493037803,0.3329265107240252,0.3606438362857841,0.6872998150404096,0.6097797944732951
80,0.4625885304187901,0.3402856998810589,0.31282275085626354,0.3556477718242559,0.29653865020006753,0.4037626920035521,0.6344888992351335,0.6069185149269377
81,0.33533341696021945,0.387834264946192,0.35734862586356286,0.3933330874770371,0.3971694708542072,0.3393739595523382,0.7541847591178809,0.7061454621067313
82,0.3044809597289177,0.4461344156196123,0.35499610411450877,0.26764659910232885,0.37851729420803193,0.4312827088204735,0.6081822229739747,0.7178717931903748
83,0.2759464457221712,0.33093858381745955,0.28844625152038933,0.30402005416263694,0.40563291879010616,0.405771671387408,0.7432214689601195,0.5597176014323845
84,0.46819444966050466,0.3440906966669362,0.38595842878250963,0.39014469267049534,0.31931845741388254,0.37621064837287677,0.7029897525027008,0.6925513678237367
85,0.3638834036235251,0.41426123916226865,0.3509006491796724,0.2894821469345102,0.4186898008855518,0.3578393211409485,0.7083972061666512,0.6446656606836423
86,0.3806507955452817,0.33653352582482654,0.4391531093452775,0.32100530181472486,0.36547135560436467,0.3158259383395709,0.7298399550162333,0.6241750130829227
87,0.426897991137634,0.37529404222984847,0.3106726256289362,0.242584192501076,0.3297494036829473,0.42774851873484876,0.7189233609930619,0.566328884826943
88,0.4263488766796141,0.28871476300869325,0.4091775793096294,0.34892408105258926,0.4179890829301913,0.2888756212906084,0.7618616116831654,0.613606815343638
89,0.3744947819462191,0.3399239965406591,0.44573606840311886,0.393601796196923,0.39685071132611643,0.3678869531673525,0.6178056869028499,0.5694028274540124
90,0.08188467551147646,0.031362310903620336,0.19528681705278675,0.08491299663159148,0.9321838700127083,0.886223035783689,0.8809680097074954,0.8588113610018017
91,0.17132824934921817,0.013521960702874192,0.16703149985092305,0.1298766824916766,0.9232270291752578,0.8903972206938551,0.873551038690695,0.9665201281458056
92,0.018911662934660754,0.17434220497552608,0.08002350058411209,0.08238962024396035,0.8572024832960009,0.936329546690962,0.8579767293362102,0.8237517513042942
93,0.1178677744231592,0.061125441969074525,0.09127392696602404,0.14996644113049423,0.9584234212882219,0.9038416402637741,0.8552866029563447,0.8817125770472702
94,0.044518592353472164,0.1963078218666591,0.1806268909122576,0.17060862503495938,0.9228751449561731,0.9369360750289593,0.917601615858773,0.8497091261419346
95,0.1647207516405787,0.05478243778762605,0.061996883651495444,0.064577198782664,0.858912340016283,0.8037065394268185,0.8672879802963449,0.9163160363768734
96,0.12421144273139369,0.19203168234280515,0.0768241363597219,0.1570589670681554,0.8646053955003908,0.849395977708438,0.8920001474379955,0.8570945059215715
97,0.019050374414680153,0.1542006979480794,0.14343992951829515,0.049242357303573056,0.8364824606986281,0.869981827572983,0.9303323717910008,0.959170309783376
98,0.1714086352916663,0.16419741111115768,0.18866150967762302,0.128981299188259,0.8899346497799193,0.9312318527566394,0.844256069922151,0.8782442108787263
99,0.17692757646449916,0.14439463562817664,0.1154269963103222,0.05296299017558699,0.9200170257072247,0.825439246329958,0.9369005008018177,0.9318971974183176
100,0.034199535571559594,0.020518166585397353,0.1619928314303689,0.12214061749930179,0.9156962961139504,0.8063459064447738,0.8135982202688612,0.8778316942486895
101,0.16112012887762672,0.042796487711919205,0.12271588670876213,0.09725801683002688,0.9248512776157074,0.8484919456568618,0.8691556537812055,0.938656318393509
102,0.07391296175664605,0.028962761641733212,0.15009702094463767,0.1598270077399551,0.88921204707445,0.8696516077553901,0.8781891409886001,0.8981777907800892
103,0.17584624760148584,0.0789498570894433,0.18113651146132995,0.18472649772953345,0.8840694501274033,0.887635977807503,0.8514786126051405,0.8367324844806803
104,0.04014709097331996,0.019905505520862076,0.1891702780855788,0.16085692812401625,0.8063905236373914,0.7977030444038895,0.8931318321961572,0.8810483853771767
105,0.10315162655654676,0.14993918139772397,0.17234347827207294,0.16032133698143203,0.9085411725873861,0.8802318820981919,0.9053234034287885,0.8179732423281311
106,0.05422678322632532,0.017523338413924096,0.19400130393058077,0.05620746702646828,0.7959853798208028,0.8134162002508146,0.8142651006677468,0.9263055086927736
107,0.17924927953245862,0.19810326574222592,0.14967302746139183,0.10749671373571898,0.9596532001004845,0.9359034963552462,0.8714636811153709,0.9092719754369816
108,0.10799929827406521,0.09546769998060856,0.10826849408938209,0.11716127151322013,0.8029983348661893,0.8239785582740796,0.8435648478038706,0.9486664726279708
