Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5
Class_1,150,0.400139277955141,0.089228112893079,0.904601668956097,0.216407894722716,0.921644596402098
Class_1,151,0.236908046541139,0.802840458220127,0.028529824113689,0.099437175878258,0.238792349258646
Class_1,152,0.460026641587113,0.989218757785975,0.265318189252228,0.835927022489442,0.970337116717329
Class_1,153,0.083491028233176,0.265915436559135,0.470201321633271,0.323133486790684,0.047736739751634
Class_1,154,0.340644227124739,0.107432914432837,0.317557228750434,0.432000405219767,0.970652286323306
Class_1,155,0.436989689027333,0.293427970247618,0.910760866117096,0.921347970482402,0.698439581851168
Class_1,156,0.206067718090611,0.375232277110567,0.905279565998371,0.152127442959987,0.328098556236967
Class_1,157,0.71884228362446,0.995370226578968,0.690388937409758,0.358473257039417,0.984539440796452
Class_1,158,0.253441939036075,0.450653385786622,0.794218346115432,0.472851711018471,0.020951190447875
Class_1,159,0.172709848102252,0.700306401670744,0.160680557640847,0.709272583744474,0.40496573057417
Class_1,160,0.079580597725898,0.099894538259085,0.114290053076763,0.722592380999843,0.134834744946077
Class_1,161,0.592718435808802,0.358357360639182,0.551943205529408,0.228604020483898,0.238123699158005
Class_1,162,0.171527215109722,0.875897903984909,0.096852037698344,0.980847982343746,0.836933998557705
Class_1,163,0.752434342538442,0.046628456954143,0.574822752487033,0.048484355587659,0.320090654915644
Class_1,164,0.943572589634362,0.901898042661438,0.515430248338401,0.180910610679565,0.384800763487942
Class_1,165,0.984084608865088,0.05357085528395,0.239041257490559,0.823215114857278,0.614217364973943
Class_1,166,0.772127761140905,0.106477312529493,0.948093960792857,0.142401090133918,0.572222422077691
Class_1,167,0.386592292481591,0.573213800844336,0.33014857527492,0.441301795232836,0.644179998558401
Class_1,168,0.915554995839713,0.858387880745055,0.365293412136208,0.45116288805987,0.11612356459521
Class_1,169,0.290230465326242,0.621080678850338,0.713632746015926,0.542743278336813,0.374100125818383
Class_1,170,0.916725590600441,0.982332220023217,0.847959638112822,0.994559892810775,0.822460450970492
Class_1,171,0.532338574430464,0.548131664113552,0.756572793520139,0.78074233469246,0.19787421867189
Class_1,172,0.580492858924594,0.609828623353536,0.274376450589864,0.222860538366985,0.639640127571094
Class_1,173,0.725440694503006,0.900112976921941,0.995445371673704,0.697403689421488,0.776000072925833
Class_1,174,0.295853891692115,0.131639566717185,0.226279257088777,0.030636962367042,0.63488047182816
Class_1,175,0.464733890957975,0.285711099404627,0.013036568395772,0.033581151888671,0.60324111530535
Class_1,176,0.873364828210701,0.71004763967156,0.878449535707118,0.490063711443037,0.497473046897253
Class_1,177,0.530378395261619,0.082015475324363,0.799104479231705,0.944376927733541,0.366346426585084
Class_1,178,0.123035816713895,0.811189927068895,0.303511101628751,0.490391482114285,0.884096552666362
Class_1,179,0.811045438969657,0.939706979239525,0.59306040584103,0.265169538559166,0.460282606765375
Class_1,180,0.677750143936764,0.100997092840308,0.074581778362449,0.880051038592406,0.041754685705346
Class_1,181,0.394115756924794,0.138467993556022,0.980178871569962,0.880369047404874,0.967197664696058
Class_1,182,0.534145626833141,0.774941221935534,0.740897107758641,0.720784979221022,0.955805635956208
Class_1,183,0.035747333226481,0.386325874524809,0.426531355002688,0.740906919492393,0.098416979933503
Class_1,184,0.039399284625054,0.06431595565862,0.221633960302879,0.263515134722057,0.321762892313727
Class_1,185,0.807348605124755,0.921599456901919,0.285911646903652,0.899927742091491,0.58057903766125
Class_1,186,0.591636851871519,0.773318330730234,0.275181146019013,0.775553248245172,0.993554520140951
Class_1,187,0.896026579053966,0.045042849852681,0.841549002451073,0.473049089873514,0.897595278867486
Class_1,188,0.77753356991437,0.385562173105188,0.397411979486828,0.18610906877077,0.046833036064863
Class_1,189,0.363182688108093,0.030524290413557,0.106588781646595,0.954310058586526,0.236126894163959
