@RELATION generatedArff

@ATTRIBUTE Dimension_1 NUMERIC
@ATTRIBUTE Dimension_2 NUMERIC
@ATTRIBUTE Dimension_3 NUMERIC
@ATTRIBUTE Dimension_4 NUMERIC
@ATTRIBUTE Dimension_5 NUMERIC
@ATTRIBUTE class {Class_2,Class_1,Class_4,Class_3}

@data
0.7952127914511243,0.9163199561273545,0.8905066087032808,0.025597963797261813,0.8387600641480237,Class_1
0.762396989824554,0.9073733935594086,0.8457604503423035,0.0936533136252263,0.9815790027507763,Class_1
0.8638000112410894,0.8712552173791853,0.8750369321078353,0.10729914510198083,0.8035776055728258,Class_1
0.8431985466828701,0.8628149707817641,0.9716222376450806,0.03879672130242419,0.9101882004435616,Class_1
0.9726304977902521,0.888617402371031,0.7862088239013829,0.20499610321361023,0.7575005666214599,Class_1
0.9442729455125696,0.898961290563564,0.9688758288826422,0.15441220865838623,0.8786999070858432,Class_1
0.9014908607482819,0.9819979787870807,0.8866167819927783,0.04367781975015799,0.9586665292653772,Class_1
0.9667727642963202,0.8983591890041915,0.8802457923006206,0.014378637619250957,0.978647106051395,Class_1
0.8295270212148527,0.8324909117941993,0.9382717781012953,0.15709357149356448,0.9741627992015022,Class_1
0.9325782877646889,0.8961016875932326,0.8939792303454797,0.2054117087009633,0.8978702733220804,Class_1
0.922885693594116,0.8729135089462474,0.9454736266019259,0.09753762105799509,0.9867944726011422,Class_1
0.9618659718642404,0.9165253057769991,0.7569170127636928,0.06891293339769328,0.9133076949066383,Class_1
0.9111311979286472,0.9593038344563658,0.8297785003632488,0.04817516787849396,0.7709244359629169,Class_1
0.9443041564811117,0.8493441858731894,0.8814175012189759,0.2089005781475634,0.895971622453469,Class_1
0.9691889308434678,0.8696369136680813,0.8076492430607667,0.20512721151856253,0.9486387220018363,Class_1
0.9374097415513225,0.9428932455706067,0.9007303080766035,0.07252985112846407,0.8993051118873241,Class_1
0.7890148575394339,0.8905139679845662,0.7948440296427524,0.06269437244141451,0.93237474574615,Class_1
0.7799210027672037,0.999256592063947,0.7713763963824599,0.03222897746214713,0.9462785121640992,Class_1
0.9947789401757084,0.954126324118302,0.8671379299241853,0.1854873049899923,0.8641897113970702,Class_1
0.8390391753217596,0.8429827273347905,0.8415969454893806,0.18863757061459327,0.877084492791153,Class_1
0.9201120417377906,0.9894714440264729,0.8426275505826984,0.24268753433059426,0.835405570383898,Class_1
0.975141340365989,0.7660525785739558,0.8743135263175322,0.22191241797231295,0.9542726711427066,Class_1
0.9688622774147257,0.8847481740848532,0.9455962498489121,0.19149831132315384,0.8240440645037163,Class_1
0.8503129063287211,0.9506074207908726,0.9926419022136723,0.10585053987735955,0.8460758022543391,Class_1
0.8149898351751004,0.8948605829687,0.9256326894124938,0.03075370121519051,0.860751167646469,Class_1
0.97758106074884,0.9332259824533238,0.8547046445748466,0.02760799970711008,0.8037781951618603,Class_1
0.859613369939403,0.7864739643270766,0.8072382776306359,0.05523901875350867,0.8487596256041776,Class_1
0.7762856561906756,0.9301884831910981,0.7599521649236132,0.049604100224229467,0.9071191660750508,Class_1
0.9300049300436293,0.8398149043624269,0.7902535863703787,0.0026966184150616847,0.9039743540730829,Class_1
0.916121862829002,0.8748413976436906,0.8989245721312462,0.013362034516188013,0.9300271412079338,Class_1
0.893234051777823,0.9039079636671377,0.9257728791944957,0.20120764509919561,0.9950854626628771,Class_1
0.8949520339669579,0.775132283978297,0.9278375637656755,0.01300558430632686,0.7788272644883828,Class_1
0.8769988753853573,0.9933691289746188,0.9041957353955989,0.03447795825848479,0.770064578122445,Class_1
0.8059825176675125,0.8649669435580963,0.7962317691762647,0.1483033206688841,0.7777696033317956,Class_1
0.835970303664305,0.8712923920781154,0.9843358715969022,0.16716945429335991,0.9001960955958965,Class_1
0.8922232606870372,0.8038091016457568,0.8692867291250318,0.0160466980679339,0.8530591587704363,Class_1
