id,d1,d7,d4,d2,d5,d6,d3,d8
1,0.4328358208955194,0.30855018587360594,0.2523364485981309,0.437593984962406,0.3517857142857146,0.03409090909090909,1.0,0.0
2,0.2835820895522261,0.2230483271375464,0.3333333333333334,0.47518796992481205,0.5214285714285722,0.2727272727272727,0.8017817371937639,0.0
3,0.22080772607550614,0.21840148698884754,0.3894080996884737,0.42105263157894735,0.5678571428571413,0.2215909090909091,0.7906458797327394,0.0
4,0.2857769973661135,0.25929368029739774,0.3115264797507789,0.3729323308270678,0.5,0.32386363636363635,0.821826280623608,0.0
5,0.27524143985952776,0.24535315985130113,0.29595015576323996,0.38195488721804494,0.5839285714285705,0.31250000000000006,0.8062360801781737,0.0
6,0.21115013169446684,0.24535315985130113,0.41433021806853587,0.30977443609022526,0.564285714285715,0.36363636363636365,0.8040089086859687,0.5098039215686274
7,0.2756804214222939,0.25464684014869887,0.26479750778816197,0.38646616541353396,0.5857142857142872,0.3295454545454545,0.8017817371937639,0.0
8,0.2813871817383671,0.26115241635687725,0.23676012461059195,0.3639097744360902,0.6124999999999989,0.32386363636363635,0.8040089086859687,0.0
9,0.35250219490781376,0.266728624535316,0.3364485981308412,0.4977443609022556,0.40535714285714164,0.3181818181818182,0.7973273942093541,0.0
10,0.28094820017558675,0.2760223048327137,0.3333333333333334,0.34135338345864663,0.5678571428571413,0.32386363636363635,0.8017817371937639,0.2156862745098039
11,0.20017559262510076,0.24721189591078063,0.39563862928348925,0.299248120300752,0.6053571428571427,0.38068181818181823,0.7706013363028953,0.4705882352941176
12,0.28446005267778673,0.2908921933085502,0.30529595015576333,0.3112781954887218,0.571428571428573,0.3409090909090909,0.8151447661469933,0.0
13,0.20807726075504718,0.24349442379182162,0.34579439252336447,0.3233082706766919,0.6196428571428569,0.3920454545454546,0.7639198218262806,0.4705882352941176
14,0.2778753292361671,0.2741635687732342,0.30529595015576333,0.3203007518796992,0.6071428571428559,0.3068181818181818,0.7928730512249442,0.33333333333333337
