id,d3,d5,d2,d4,d1,d6,d7
1,0.10132520229858098,0.19292604501607719,0.08238144686742817,0.21076233183856502,0.7816593886462883,0.42857142857142855,0.7000000000000001
2,0.7754192564794183,0.5080385852090032,0.1142263759086189,0.2825112107623319,0.8777292576419212,0.2142857142857143,0.055555555555555546
3,0.7962941245455611,0.39871382636655955,0.14295604015230184,0.2825112107623319,0.8777292576419212,0.2142857142857143,0.09999999999999998
4,0.08162307962941247,0.1961414790996785,0.10695742471443405,0.38565022421524664,0.9017467248908299,0.976190476190476,0.39999999999999997
5,0.1105898909346781,0.29581993569131837,0.1692627206645898,0.41255605381165916,0.8493449781659387,1.0,0.15555555555555553
6,0.5630350650873696,0.6430868167202572,0.2869505019037729,0.6412556053811659,0.9148471615720523,0.16666666666666669,0.5555555555555556
7,0.5719479301043744,0.7041800643086817,0.29941156109380407,0.3632286995515695,0.9148471615720523,0.14285714285714285,0.3
8,0.7039990618036825,0.18649517684887462,0.49498096227068183,0.4618834080717489,0.8973799126637555,0.8452380952380951,0.2
9,0.8029787733083148,0.35048231511254024,0.4399446175147109,0.29596412556053814,0.8864628820960697,0.5714285714285714,0.5555555555555556
10,0.8100152456901607,0.662379421221865,0.2962962962962963,0.3004484304932735,0.9192139737991268,0.2976190476190476,0.39999999999999997
11,0.8100152456901607,0.5016077170418007,0.2962962962962963,0.3004484304932735,0.9192139737991268,0.42857142857142855,0.7555555555555555
12,0.8269027794065908,0.54983922829582,0.245067497403946,0.9955156950672646,0.9257641921397378,0.2738095238095238,0.39999999999999997
13,0.7709628239709159,0.47588424437299043,0.23676012461059187,0.017937219730941704,0.2860262008733625,0.6785714285714286,0.7000000000000001
14,0.7958250263867714,0.6141479099678457,0.4295604015230183,0.29596412556053814,0.8842794759825331,0.32142857142857145,0.2
15,0.811187991087135,0.7781350482315113,0.45309795777085493,0.3946188340807174,0.9279475982532751,0.07142857142857145,0.45555555555555555
16,0.8279582502638677,0.6655948553054662,0.4804430598823121,0.6053811659192825,0.9366812227074236,0.3452380952380952,0.5555555555555556
17,0.0854931394394277,0.414790996784566,0.11561093804084457,0.33183856502242154,0.9017467248908299,0.14285714285714285,0.5555555555555556
18,0.7696728040342442,0.46623794212218655,0.10522672204915196,0.11659192825112108,0.7532751091703057,0.380952380952381,0.5000000000000001
19,0.07376568546968454,0.4405144694533763,0.08826583592938733,0.2645739910313901,0.8471615720524021,0.23809523809523808,0.39999999999999997
20,0.10460888941010907,0.22829581993569137,0.08653513326410522,0.21076233183856502,0.7838427947598253,0.3452380952380952,0.45555555555555555
21,0.8029787733083148,0.5176848874598072,0.4399446175147109,0.29596412556053814,0.8864628820960697,0.2976190476190476,0.25555555555555554
22,0.8401548023924006,0.5434083601286175,0.26341294565593626,0.3946188340807174,0.9039301310043669,0.2738095238095238,0.25555555555555554
24,0.6209686876979008,0.5562700964630225,0.37556247836621665,0.26008968609865474,0.868995633187773,0.3333333333333333,0.6
25,0.6875806262460421,0.6913183279742765,0.4742125302872966,0.8923766816143498,0.941048034934498,0.20238095238095238,0.6
