"class","dimension 1","dimension 2","dimension 3","dimension 4","dimension 5"
1,0.847942231688648,0.922108566621318,0.321496692951769,0.267516212537885,0.0591972570400685
1,0.910092139849439,0.590085641248152,0.630571987247095,0.238921345910057,0.612374897114933
1,0.587058110162616,0.295749753480777,0.3243587189354,0.306292022811249,0.825241267448291
1,0.48237162688747,0.396162257064134,0.28080155653879,0.243793930858374,0.059945363085717
1,0.613936552777886,0.562840201891959,0.815497903386131,0.640654628165066,0.777618760010228
1,0.290809362428263,0.188856288092211,0.366745731327683,0.464834000216797,0.0748636706266552
1,0.87582068843767,0.619389977073297,0.354091344634071,0.311253099003807,0.818210502155125
1,0.610190292354673,0.650560484500602,0.126488537993282,0.17982890503481,0.516243499703705
1,0.938676831312478,0.791824226034805,0.778965371428058,0.361124394694343,0.908521329052746
1,0.983184085926041,0.0537654880899936,0.654167489148676,0.563250315142795,0.0100717092864215
1,0.45892304670997,0.0296134355012327,0.72044264478609,0.853925148025155,0.157150309067219
1,0.549001189647242,0.717964108567685,0.730085317976773,0.601981162792072,0.121601581806317
1,0.682101630372927,0.563568323617801,0.472108934540302,0.0631123473867774,0.351355719612911
1,0.924547908594832,0.524696243694052,0.0277898623608053,0.58715904969722,0.525814175140113
1,0.310208690119907,0.583834131713957,0.387366649694741,0.230896505527198,0.674420994473621
1,0.47693161922507,0.761102249613032,0.210730220424011,0.706888593966141,0.40441823285073
1,0.626911458792165,0.00287209544330835,0.194820107659325,0.751889233943075,0.659565568203107
1,0.0929844069760293,0.41903899027966,0.0854336372576654,0.0372860338538885,0.926784380804747
1,0.332119126338512,0.634717627661303,0.298333248822019,0.876412806333974,0.585327515378594
1,0.636826752219349,0.713646941818297,0.560015614842996,0.163335292367265,0.521645750384778
1,0.49334338796325,0.320440552197397,0.0832430731970817,0.353308615507558,0.251348899211735
1,0.618215132970363,0.0968394381925464,0.152619458734989,0.988288994412869,0.0541972022037953
1,0.517059310805053,0.348794993245974,0.931348340585828,0.414437012281269,0.592092176433653
1,0.556119254557416,0.957744030049071,0.693602574057877,0.159358276287094,0.627262499183416
1,0.722862546565011,0.358076747739688,0.831107242498547,0.235226209275424,0.203510749386624
1,0.811375492019579,0.173745800275356,0.91807225975208,0.0397735028527677,0.72507242183201
1,0.357498903991655,0.118732412811369,0.822504142299294,0.556350284954533,0.955944944405928
1,0.525037448387593,0.56802748539485,0.787014275090769,0.915881494758651,0.365991420345381
1,0.0558898490853608,0.45825960743241,0.260774845490232,0.184867295436561,0.0145368033554405
1,0.498246547067538,0.459848619997501,0.999220822937787,0.436541430419311,0.0964018870145082
1,0.380833479575813,0.690698686987162,0.818053120281547,0.969996648607776,0.450903645018116
1,0.589053650386631,0.507153687765822,0.212268425850198,0.443613970186561,0.244630995672196
1,0.482513959985226,0.23040634766221,0.975617673248053,0.221918424824253,0.789566385094076
1,0.601265918463469,0.773304549511522,0.812154349405318,0.880873002810404,0.421825360041112
1,0.223571049282327,0.941600193968043,0.0530798677355051,0.271764993434772,0.634172115940601
1,0.934873634018004,0.593559562927112,0.216922094579786,0.784253207035363,0.633337268605828
1,0.608016111655161,0.0849016634747386,0.816673508146778,0.853883502539247,0.321429634699598
1,0.131231591571122,0.619775531347841,0.450879096752033,0.348358090268448,0.917740770848468
1,0.706834712531418,0.582825963851064,0.0972469730768353,0.336583058582619,0.205833530984819
