"class","dimension 1","dimension 2","dimension 3","dimension 4","dimension 5","dimension 6","dimension 7","dimension 8"
1,0.154591524871066,0.397003137040883,0.0526265857322142,0.406376230053138,0.0977115849242546,0.874234207745176,0.0818150631524622,0.898687375301961
1,0.128086005505174,0.36853712922195,0.139806170309894,0.395103358326014,0.0325632726633921,0.965418336640578,0.141850516581908,0.87777785642771
1,0.000563329707365483,0.399975252018776,0.028070916775614,0.440313327230979,0.0767081922455691,0.836149204811081,0.165284340267535,0.84787023589015
1,0.110924332041759,0.343379231926519,0.0868767337035388,0.40957065570401,0.157641250130255,0.857170160938986,0.108709719756152,0.945524191563018
1,0.0803186270548031,0.440477905028965,0.168905486227013,0.360526704681106,0.117821983047761,0.858943068736698,0.0596693822205998,0.899723945865408
1,0.0851633792393841,0.36366506149061,0.0653256012476049,0.413728888712358,0.0113090238184668,0.979021626010071,0.0488721548789181,0.900970206672791
1,0.0556894188630395,0.299220494464971,0.110001670697238,0.317239083182067,0.137718011003453,0.889040871087927,0.0645274529280141,0.958866246968973
1,0.105594354444183,0.289014978101477,0.0241606162278913,0.322561189027038,0.0443552475981414,0.864467934353743,0.0810449161240831,0.840319595623296
1,0.112798446181696,0.315164113561623,0.000824248208664358,0.333552168130409,0.0864054123777896,0.8688992673764,0.0758550842292607,0.997909539402463
1,0.0256144609255716,0.338173937671818,0.151911526541226,0.390464958106168,0.146470924371388,0.986226684874855,0.067865141381044,0.911351826922037
1,0.0935380726191215,0.309812496164814,0.137174414468464,0.357978427985217,0.0878474043635652,0.841416260555852,0.0843786122184247,0.961186616288032
1,0.0212958440650255,0.407046194784343,0.157217195655685,0.322731630108319,0.0872368838009425,0.917351674453821,0.0767184296878986,0.843115335544571
1,0.116509633257519,0.434025124295149,0.137438641760964,0.295961034947541,0.035847849228885,0.880376614048146,0.024107427354902,0.970302220392041
1,0.0361886195349507,0.417836299566552,0.0266758447117172,0.395508886736352,0.165453230557032,0.879358631018549,0.0572160755703226,0.896228742129169
1,0.121585867358372,0.347380395731889,0.0290016741794534,0.322199887670577,0.094761922901962,0.834937254975084,0.110157488619443,0.99189253001241
1,0.153934151674621,0.285860300336499,0.149391239103861,0.288533234964125,0.0623243896476924,0.872053123000078,0.11857875602087,0.867579802863765
1,0.112965401068795,0.355117699478287,0.0416728986985982,0.342358559432905,0.0639994193287566,0.95525161651196,0.0370754717988893,0.900746494943742
1,0.110501400604844,0.434892791071907,0.0323204478411935,0.366463111252524,0.0210474248346873,0.864706781541463,0.0401893406640738,0.911700182412751
1,0.0187839652202092,0.302348299161531,0.132478205377702,0.380809859940782,0.0516652181209065,0.861834898297675,0.0814242424862459,0.835669044605456
1,0.0402215295284987,0.397558038563002,0.154934732825495,0.300285271746106,0.111921522468328,0.855473683862947,0.127039231024683,0.862713380956557
1,0.0655175559828058,0.292851859859657,0.100216145797167,0.422714252746664,0.069525837993715,0.931501971308608,0.157527540756855,0.930533104008064
1,0.0724030084162951,0.293912741716486,0.0528384302626364,0.290153281753883,0.15870902097784,0.984802572077606,0.0692412423691712,0.999981046735775
1,0.131233373570722,0.430474971747026,0.0620303744473495,0.384735177995171,0.150190521781333,0.884133685918059,0.00020157459191978,0.971781984963454
1,0.0609023632947356,0.370286321423482,0.155544024351984,0.298866242640652,0.0560753390588798,0.959694344529416,0.0833627927768976,0.847974474865478
1,0.0190004142723046,0.336683719742578,0.0672602873435244,0.446768448362127,0.0963252706779167,0.936635021346156,0.13695426564198,0.921128202110995
1,0.163813594235107,0.363101775045507,0.0926778308814392,0.36028191663092,0.165836054948159,0.884979335844982,0.0129390243324451,0.855471874368377
1,0.122969579536002,0.386784642434213,0.119256780752912,0.405589449417312,0.0587668011756614,0.877015072137583,0.161707480219193,0.997465575896204
1,0.112606536608655,0.429572938624769,0.108543008570559,0.445001495240722,0.124594131300692,0.956514697512612,0.159530207698699,0.854616560214199
1,0.127436773451045,0.330352449838538,0.0695659774169326,0.41534680737881,0.112921740105376,0.977761455455329,0.156556570071261,0.844228830882348
1,0.136018350806553,0.348802473025862,0.0919227183400653,0.303250107779168,0.0690662517840974,0.889368565860204,0.104612166918814,0.955742528715637
2,0.442493903476279,0.0616729657445103,0.682628188675735,0.060761784336064,0.199655394158326,0.0182671890710481,0.946306296610273,0.951152033000253
2,0.281752742794342,0.0450285038631409,0.702381318293046,0.132658049410675,0.128879768156912,0.142533699180931,0.822147130779922,0.936785345831886
2,0.32326159867458,0.0448045553988777,0.717393293050118,0.00863713627215475,0.180265620280988,0.0896706817043014,0.824179145214148,0.890321598104201
2,0.306575347189792,0.137151059615426,0.717617204110138,0.130037854013499,0.175038950669114,0.0486289833649062,0.954372627204284,0.881122835937422
2,0.430116679433268,0.0756221095868386,0.563838206541259,0.0786509514437057,0.143780555655248,0.120169080290943,0.828091702279635,0.979626461246517
2,0.381762276142836,0.122716732909903,0.593503901185468,0.145569887547754,0.0890194844524376,0.157317814058624,0.967432421417907,0.872364764465019
2,0.326874131446239,0.103832027020399,0.633948754863814,0.0961732866312377,0.130798068107106,0.0226833665673621,0.8556811084738,0.877228810826782
2,0.411780935034622,0.116655216785148,0.624086920677219,0.0740256158332341,0.159239848901052,0.12546345870709,0.889120747847483,0.861026766567957
2,0.311882510890719,0.149437309177592,0.602506714793854,0.103940016869456,0.098549452482257,0.0111870775162242,0.947881003292277,0.912348107376602
2,0.377420181094203,0.0481697371182963,0.561656046493445,0.11936173646478,0.0689188116695732,0.0118525178381242,0.882045572944917,0.953453297063243
2,0.431943883032072,0.126302187859546,0.648899994946551,0.0359366632881574,0.143183606578968,0.012706167048309,0.972364084427245,0.853084262630437
2,0.281246573696844,0.164929444100708,0.699077498728875,0.117754147266969,0.119584231080953,0.0700464132661,0.939354627751745,0.979142679241486
2,0.320261092688888,0.0952954825921916,0.657308813661803,0.024601641620975,0.0842312507121824,0.0371661357255653,0.832523128991015,0.892428471802268
2,0.284778073283378,0.145166749327909,0.700002164386679,0.0892080849874765,0.169058800726198,0.084722025282681,0.862568028932437,0.929744168610778
2,0.326802552193403,0.0693764515826479,0.701775470529683,0.0291914019966498,0.0716784881218337,0.111750838833395,0.879647282795049,0.909820857525337
2,0.35016944832867,0.00777356812963262,0.639543630219996,0.0708046436985023,0.0964721897244453,0.096833422279451,0.936990276011638,0.961112368272152
2,0.295197025737725,0.0501033925591037,0.578623657403514,0.140303877142724,0.178453685885761,0.00755694583058357,0.931545675187372,0.957737833908759
2,0.344875857103616,0.00290518307359889,0.643902696662117,0.0656411893549375,0.11575483036926,0.118192972578108,0.831710069128312,0.999455343321897
2,0.437993015423417,0.145519243865274,0.560303240353242,0.143251104722731,0.070094026660081,0.0682004905655049,0.944538784278557,0.854913423322141
2,0.315299865156412,0.0532945560058579,0.591624392759986,0.0253626130521297,0.144218389180023,0.105003866762854,0.827668418223038,0.945458013403695
2,0.404549021981657,0.027739972861018,0.666767353243195,0.117603296430316,0.0683111687400378,0.138549827772658,0.827554835597984,0.972516831094399
2,0.342746245109011,0.107340744493995,0.615239554431755,0.0296881734067574,0.093478626164142,0.0714526220178232,0.980711330566555,0.876791663165204
2,0.322908127114642,0.00920946595491842,0.700031971095596,0.0459624893916771,0.111934146785643,0.0361948313703761,0.86595529682003,0.896397474212572
2,0.355690999771468,0.040347065133974,0.680443992095534,0.104363470184617,0.188162001501769,0.0316687341639772,0.908749832939357,0.837009314426687
