ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8
10,0.5868410053497106,0.2963477140217965,0.3786845773301166,0.3392531585680974,0.6908418154867805,0.3382289014003988,0.2329350257934527,0.5251121658152902
14,0.11168055877349184,0.5611405097363111,0.8142119610822892,0.9390140722145217,0.5262108397648513,0.17697705099276467,0.16982947967077466,0.06879533745059507
30,0.8195752544510511,0.976963650654894,0.5828925524015629,0.6510241677925862,0.9473582916654018,0.9426084631577382,0.17835934076704973,0.9017545262505267
1,0.6722177528205799,0.4057734857137234,0.42435061263740137,0.36338743465748424,0.6933342368479953,0.3186749923115181,0.579747141397625,0.5031962394502526
4,0.6514787717313049,0.4043154553634899,0.4180143979189844,0.3192817055218212,0.6691685977445696,0.36947617256756393,0.33295323434299195,0.23036177714942319
31,0.8023233685818684,0.9771026141325094,0.6753261983744885,0.6220101240447888,0.9448334727523089,0.9013456172020364,0.06559992015441474,0.6126801079179154
13,0.19272307887275353,0.47081055444705083,0.9562172827638047,0.9605111669566864,0.5078862168850752,0.14563072527613202,0.5232621162068313,0.20206106998619433
48,0.762171846200306,0.521746784042115,0.7555384194056493,0.8253292258767536,0.09782532347749395,0.5573527889365751,0.36639614618620664,0.40266481750564853
28,0.8329842131481331,0.9698853620134806,0.6623776138529802,0.6285120697220642,0.929225601262401,0.8799240848112067,0.45417713994485076,0.598233416544395
3,0.5742004382640017,0.26960682494158583,0.37672672341415164,0.40594631735080067,0.6510446548748535,0.38498665741481863,0.9580274203986359,0.60304837312306
33,0.4443831190431936,0.019934915385286037,0.12481967405902594,0.13175028360110494,0.15733146914935325,0.5863815931058436,0.22902476609018785,0.3069564413196435
39,0.34778590690082223,0.14137137138983277,0.06562348372949203,0.14843484640076032,0.21480082522747257,0.6927657377706056,0.46211731120068567,0.5041136362008801
12,0.06622216970199367,0.5953989911029358,0.9088402635059595,0.9759892776055642,0.490422614203767,0.1839195913432503,0.7790186060871978,0.47987572547727697
21,0.12700307793638876,0.5291969541001478,0.9730879721355247,0.9051423585319199,0.432547718490868,0.08327789624968357,0.41070578028273796,0.6323821876918987
15,0.17495786126364474,0.6023882595812047,0.8680032909896817,0.863083551083974,0.40181566460661744,0.12840968411774806,0.8114600623270865,0.15157191454417862
27,0.8688594944067723,0.9616203127109139,0.7082251961308274,0.644445669463637,0.8734564031946765,0.8812945002307717,0.29310628462951616,0.5957510955718471
44,0.40514238440689493,0.12078804891761193,0.07308516601141973,0.08461248723353734,0.22724600130942058,0.5921623962617252,0.8772943716766038,0.8353197940765746
36,0.33826922253789415,0.10099035381988032,0.09229058180359481,0.10219431160534694,0.2808431041244702,0.6900332739276034,0.48842209109457413,0.858367859777953
11,0.20975092940165882,0.5335326897906605,0.9977860914738966,0.9308176562325078,0.5163632701649763,0.09319866331025298,0.4926850793334503,0.8444585813821366
37,0.3334064326339327,0.007197533490194167,0.14393590458298522,0.12659146540528865,0.22543841909596468,0.6899724959885611,0.712102056723435,0.510319327788257
5,0.6013061674122494,0.3626029822588045,0.34921466357842973,0.44574629814574307,0.7440332589391059,0.37234817068593895,0.16396711840623956,0.22138914223401573
42,0.3436635613101185,0.054685666362287576,0.09644199100595346,0.20471077863999823,0.287445092482054,0.6799218794495867,0.6170780418924025,0.10394207171561276
