ObjectID,mpg                ,cylinders          ,horsepower         ,weight             ,acceleration       ,year               ,origin            ,price
0,0.7391677337219158,0.7670363697431816,0.04691741138773623,0.9426363277314975,0.9981854684423181,0.004501237709994407,0.1889110573014497,0.6688694246251032
1,0.8710208933093031,0.7804508812402084,0.14446066266984228,0.9374690687626472,0.824225139846907,3.3115498477114365E-4,0.265869361285956,0.5236608088091067
2,0.929488639612156,0.925527950989762,0.1302763978314077,0.9621295234832129,0.99233372506425,0.007738271194786478,0.1398440958820189,0.6284442664091882
3,0.746914220578169,0.827262762145388,0.049662703279781575,0.9956243755209466,0.7236352462687319,0.012720285065133499,0.220404800344474,0.5652762614523718
4,0.9686339103083568,0.9186453047346709,0.0792725076242867,0.9566971858721478,0.8967530512146545,0.040784400410408365,0.039936717581461965,0.6873515749946347
5,0.9688091039625976,0.8373698355938665,0.12266443549821583,0.9901223391606827,0.9240260676551586,0.05108538519145646,0.2650233243782005,0.6709888412031426
6,0.7639289301683291,0.767033803563952,0.13795688453173985,0.937375384825293,0.8694147008509303,0.03516574219690982,0.05487637896998526,0.4993594604138239
7,0.9559958142529215,0.9965976197086266,0.11478835523136983,0.9781369299088687,0.922507483258366,0.009513978734510795,0.11634772447868864,0.5684902896133398
8,0.7491230977662661,0.8883865891890965,0.05705248599055571,0.9646348515716027,0.899110699860044,0.04091006901097554,0.041977313455632305,0.7209278497181998
9,0.9337689589839897,0.9063910965254589,0.15139182048133326,0.9863772751440237,0.9632772661048496,0.05141737081368883,0.1807441187571643,0.7714851347255117
10,0.39415618167889205,0.46354204490749656,0.8922356730487271,0.04691232569167832,0.03402870770844998,0.9994699546768427,0.654869846326613,0.9826592437455618
11,0.521066727390437,0.3544654935337998,0.9608201746597241,0.04381053260223537,0.011505428246355354,0.9893687736643076,0.8725594433749073,0.9853754282338459
12,0.5233311190441804,0.6097204070282798,0.8834409688005513,0.013065151502906448,0.12474889661127857,0.9806037282464627,0.8728539000305165,0.9282252302021763
13,0.5304650120134268,0.4646091576033019,0.8947530268862063,0.06329712196236875,0.22905461204554617,0.976918335599387,0.6157181528068356,0.9712169934335674
14,0.42456965920967926,0.6999047024318195,0.9003460105332355,0.02185599299293067,0.04947841141317081,0.9786039007405318,0.8748895123745861,0.9778668134091495
15,0.6290292608625452,0.7024706930792692,0.9532956232027214,0.10991897969427983,0.23600183479133496,0.9755703329716556,0.6274559801673593,0.927463768772281
16,0.5344784844229749,0.5137221048285561,0.9889434683181936,0.06946396302481321,0.07907886840183388,0.9894647697624696,0.6962216463670774,0.9414665668428718
17,0.5679229355441305,0.33842668233902196,0.9252954647666592,0.07145383375273301,0.07572549175623416,0.962930777125816,0.7943430463702276,0.9526520530036348
18,0.35681878371662534,0.7213341233862363,0.9401270705373644,0.0034401652817965343,0.08470624755210322,0.9775904576624641,0.8446535295382136,0.9887961788025482
19,0.5886889341767486,0.3868098893074412,0.9883406249975664,0.014777736234365086,0.1358521420128719,0.9840173330106812,0.6352697219222816,0.9456408041529129
20,0.07736337914087987,0.08018986946186024,0.6353719698064755,0.56988583611825,0.26455636192196763,0.4552948505715946,0.267768646438845,0.3496431938360296
21,0.07637301934026486,0.13928010307119426,0.6617660150325575,0.5797298579788321,0.40535488791428453,0.45443999013208086,0.2351683912422444,0.3870538919910444
22,0.07781053612712224,0.11407846299033961,0.618089810073725,0.5947207867834726,0.36980825140787377,0.5323907891803237,0.2688330154559127,0.11244956288399113
23,0.1207009802645578,0.15507065250188434,0.6315910008165984,0.48767328090591106,0.4021924046100096,0.5049154871016073,0.2797742229563466,0.3100996720220519
24,0.2286895033725403,0.24034854918461526,0.5544187688834572,0.5663876469296241,0.25802644810022285,0.46362516494015255,0.23537700299905984,0.1980293368715297
25,0.08515264503642458,0.07919247837376411,0.5774587771124127,0.528543050655557,0.422495476110632,0.5075580515899919,0.2812710985809058,0.1640727660527064
26,0.06895037008733564,0.21417622870352174,0.622382251963492,0.5807745875095992,0.39316021197364726,0.47854562646489945,0.24084228104024652,0.19316742487712424
27,0.16138002290512693,0.06073452028836066,0.6156612072960939,0.5396053103612019,0.29037215813206285,0.46932981812259167,0.264266527747505,0.2620108315144931
28,0.21332065353832563,0.07763788223380466,0.5892548411875237,0.5680359292085352,0.4527871442679329,0.5148238012730801,0.26588674224331593,0.2039757991492126
29,0.07722832754380099,0.15116460564495177,0.620546820170919,0.4936641490744657,0.29315556462763726,0.4708045170676485,0.2866926527468699,0.25106882493935634
