ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8
31,0.5196013977255266,0.04713495025334698,0.9777130515977219,0.7965683241832102,0.889785329335474,0.8885980018436821,0.5069145768782922,0.17472210316333203
32,0.7534169918386858,0.8237610636118844,0.10563478510967075,0.20391720379717213,0.19308067885462687,0.5290412022193332,0.8274102850896714,0.4880960899239246
6,0.09436789666224897,0.43182373142238667,0.5627613381811709,0.6259738578630992,0.4553214363729077,0.47739284713962027,0.08407048409171619,0.22754272590562175
48,0.31225594065095064,0.9612322513245755,0.9176801644242315,0.9665538715740629,0.4445891666378431,0.15137622754208457,0.1419593520222875,0.5253625921380106
29,0.47884666864202313,0.27967642881040794,0.8043410785206834,0.9214303415077136,0.8374742599812207,0.912485505329406,0.5824671831721773,0.29953656348159163
1,0.22896460428812193,0.6273491312648571,0.4199033012593505,0.6679905719247835,0.5395621984844624,0.31905876893778906,0.10772272975838663,0.8248692554300435
2,0.22887903213360916,0.4538732162670608,0.5657731397284452,0.5819309968859543,0.4516859417923205,0.42636809417165245,0.20463085963858435,0.2618570904600507
10,0.17616778298318542,0.40949353748664563,0.6327240766033819,0.5455431427944836,0.5281567981290591,0.26818495276131016,0.07865227723923171,0.4690599823211913
5,0.019420451515759045,0.4300015564231891,0.569946764760537,0.7049435429494997,0.5827826959885104,0.4628470371858532,0.04549960273881998,0.7087131828714718
26,0.6407472108997925,0.2002730644865777,0.8448309254527357,0.8199867364889767,0.9456310170257578,0.80909713741278,0.47377552288165636,0.6055623549269515
46,0.8544442795826556,0.8977163045024421,0.16619738978210072,0.25995699707446507,0.2299187318233466,0.5354785050550426,0.8678185646399849,0.3999188146076369
43,0.8805725493824885,0.8174568499920857,0.12284363594010415,0.25586194551054486,0.13453593925569007,0.5040826365762288,0.9429912947230122,0.8072066056231186
44,0.8811736855417583,0.8038371066704489,0.1420794627026023,0.2430475720226974,0.22033854252081037,0.38728899992780874,0.9247459436692445,0.7455940323019692
0,0.04457712213381233,0.5856211995221614,0.6235582349898776,0.5200669565887159,0.5037170429596968,0.3081775802143564,0.07420805505366658,0.8098601400383143
14,0.12370398012682873,0.6174796239518814,0.5458790368131115,0.6434055549319235,0.5266887080030237,0.36527699497840616,0.15577498143732155,0.9903457049698027
19,0.5552624124454543,0.15324522850368275,0.8018384385480979,0.910638992761193,0.9646463275654557,0.8583645328114653,0.4719082651442391,0.5703499497810579
16,0.037270408477837344,0.4509985402359838,0.5200340398367463,0.5823285088597238,0.6563535448432416,0.2902810010824019,0.20118180064345337,0.6375491329787113
30,0.5026614780245092,0.05587178258060766,0.8182291528825748,0.973555449332152,0.9529449935557182,0.9591059263360064,0.44134822218379105,0.16972929312890928
8,0.0763682719369333,0.4600418392497599,0.5209499305432452,0.6994564001320863,0.6514145418268679,0.28193238841349993,0.16242141935436127,0.5971344437853772
3,0.155781904231208,0.4013455909444668,0.41721558381319523,0.6655589216921534,0.4839960372340562,0.3685370754212085,0.0687983828318552,0.2534417989890069
22,0.5894547598714399,0.07289263576365362,0.8884768598224217,0.9693036427780939,0.8075794929389604,0.8632433622610348,0.5741677165433735,0.629540139249526
28,0.5986571742135022,0.2434458838270859,0.9793568386183416,0.8726634030684628,0.9079184914742643,0.8626271992447665,0.4735344751849228,0.4762586560640456
38,0.871271147834184,0.8578007051594749,0.1865965016111835,0.157205433374958,0.22114972965357066,0.41433509156281934,0.8994888007610721,0.16769337627912595
21,0.5997523708848039,0.10371756330447757,0.7877176014400891,0.8778480926867221,0.9647106386565044,0.8273226411253379,0.49924967022918754,0.9636842029917716
24,0.49495228507958156,0.12589322019567734,0.8381771660375635,0.7770882497837357,0.9117171492961662,0.9786743497032939,0.6131414635572003,0.3370929960125437
39,0.7559410943266481,0.7593661154253971,0.059634040016596,0.14582916927979683,0.2358290051020382,0.5280900804847563,0.8440676057882128,0.7803234043789272
9,0.2526392704129127,0.4902108597249275,0.5326382161373443,0.5999700898934133,0.5623661306984005,0.4012406910325026,0.04688565966473252,0.36039057546364195
23,0.5483750040709359,0.15767651612845898,0.9043424115323055,0.8586900430857242,0.8453550364183554,0.819885975399113,0.6195085307120156,0.7425271018906684
41,0.7537834405439586,0.9587080283245946,0.06898788039252256,0.21028340595495837,0.11824690650685357,0.5152541691600537,0.9503095428671019,0.30272586343333063
35,0.775439812027312,0.8150587068708928,0.16040656933305456,0.15374643041788483,0.19143570001531632,0.5117413946334198,0.8283674060161108,0.05684799333041468
40,0.7878491339145304,0.7582524128030972,0.15765037083101374,0.0900481079310157,0.07841445561332991,0.5732573312105451,0.8876832950374528,0.7578795148782083
11,0.1114753075672993,0.5709201986034664,0.41743040523802916,0.7006143283950337,0.6335691379320905,0.3695549908400838,0.19893853885663862,0.9488117439166757
47,0.8212457530544612,0.8916225711096721,0.18616425959586977,0.16774187961101927,0.19383159993001292,0.4476097875939593,0.7960414265639395,0.3675545248288241
33,0.7531267579821362,0.8951473011111225,0.05845758050493277,0.21475263988143867,0.23705141842993843,0.4396028951857036,0.9683935089378847,0.6069633880248672
18,0.48380426016961126,0.18813126673489713,0.8086113361697124,0.9498744510707904,0.9253650187160445,0.8168881934019403,0.6022591098095815,0.05592659211785189
4,0.07147677042605116,0.41165814447861554,0.5814137895579895,0.7302938322885248,0.6495409585724079,0.24370323707722874,0.12431480748368026,0.8489614865684574
25,0.5098820966936637,0.07758602016667135,0.7858937038678727,0.9440617918620251,0.8617546276657144,0.8154489867908674,0.4660309248692062,0.7926484772418629
12,0.031536592377409314,0.6102995281817313,0.5598203689351869,0.6258496865690676,0.5681459783312703,0.35535714787309824,0.0922048753387979,0.7531032408929035
