"state","mean.altitude","mean.temperature","mean.precipitation","population.density","african.americans","median.age","urban.population","births","rural.population","manufacturing.employment","automobiles","telephones","income","federal.revenue","lawyers","doctors","white.infant.mortality","school.years","education.expense","sound.plumbing","gop.1960.president","gop.1964.president","gop.1962.1964.governor"
NA,0.268292682926829,0.777777777777778,1,0.107142857142857,0.675675675675676,0.333333333333333,0.4,0.459459459459459,0.344827586206897,0.571428571428571,0.625,0.285714285714286,0.176470588235294,0.846153846153846,0.0970873786407767,0.0365853658536585,0.833333333333333,0.806122448979592,0.037037037037037,0.25,0.586206896551724,0.690909090909091,0.0816326530612245
NA,0.359756097560976,0.444444444444444,0.512820512820513,0,0.459459459459459,0.666666666666667,0.4,0.135135135135135,0.517241379310345,0.5,0.25,0.178571428571429,0.117647058823529,1,0.0679611650485437,0.182926829268293,0.5,0.785714285714286,0.185185185185185,0.0833333333333333,0.620689655172414,0.2,0.877551020408163
NA,0,0,0.41025641025641,0.685714285714286,0.243243243243243,0.666666666666667,0.6,0.756756756756757,0.0689655172413793,0.785714285714286,0.6875,1,1,0.307692307692308,0.41747572815534,0.719512195121951,0,1,1,0.972222222222222,0.827586206896552,0.127272727272727,1
NA,0.024390243902439,1,0.692307692307692,0.203571428571429,0.351351351351351,0.888888888888889,0,0.972972972972973,0,0,1,0.714285714285714,0.470588235294118,0,0.757281553398058,0.804878048780488,0.5,0.979591836734694,0.518518518518518,0.916666666666667,0.931034482758621,0.309090909090909,0.897959183673469
NA,0.329268292682927,0.444444444444444,0.461538461538462,0.121428571428571,0.648648648648649,0.333333333333333,0.8,0.459459459459459,0.241379310344828,0.607142857142857,0.5,0.392857142857143,0.352941176470588,0.615384615384615,0.514563106796116,0.317073170731707,0.5,0.795918367346939,0.222222222222222,0.361111111111111,0.413793103448276,0.4,0
NA,0.420731707317073,0.111111111111111,0.307692307692308,0.15,0.0540540540540541,0.555555555555556,0.4,0.189189189189189,0.517241379310345,0.428571428571429,0.5625,0.25,0.235294117647059,0.769230769230769,0.349514563106796,0.231707317073171,1,0.76530612244898,0.185185185185185,0.222222222222222,1,0.0727272727272727,1
NA,0.024390243902439,0.888888888888889,0.871794871794872,0.135714285714286,0.72972972972973,0.222222222222222,1,0.675675675675676,0.172413793103448,0.0714285714285714,0.1875,0.392857142857143,0.294117647058824,0.769230769230769,0.543689320388349,0.463414634146341,0.166666666666667,0.775510204081633,0.555555555555556,0.444444444444444,0.137931034482759,0.454545454545455,0.795918367346939
NA,0.176829268292683,0.222222222222222,0.384615384615385,1,0.324324324324324,0.666666666666667,0,0.945945945945946,1,0.357142857142857,0.5,0.821428571428571,0.823529411764706,0,1,1,0.333333333333333,0,0.851851851851852,1,0.724137931034483,0.0545454545454545,0.897959183673469
NA,0.146341463414634,0.611111111111111,0.512820512820513,0.0428571428571429,1,0.111111111111111,0.8,0,0.724137931034483,0.571428571428571,0,0,0,0.769230769230769,0.281553398058252,0,0.5,0.775510204081633,0,0,0,1,0.775510204081633
NA,0.451219512195122,0.111111111111111,0.153846153846154,0.103571428571429,0.108108108108108,1,0.2,0.783783783783784,0.344827586206897,0.464285714285714,0.5,0.785714285714286,0.588235294117647,0.461538461538462,0,0.890243902439024,0.166666666666667,0.846938775510204,0.666666666666667,0.583333333333333,0.862068965517241,0.0727272727272727,0.775510204081633
NA,0.390243902439024,0.333333333333333,0.384615384615385,0.210714285714286,0.540540540540541,0.333333333333333,0.4,0.0540540540540541,0.482758620689655,0.964285714285714,0.375,0.214285714285714,0.235294117647059,0.307692307692308,0.0485436893203883,0.292682926829268,0.333333333333333,0.76530612244898,0.185185185185185,0.333333333333333,0.793103448275862,0.218181818181818,0.877551020408163
NA,0.176829268292683,0.555555555555556,0.461538461538462,0.160714285714286,0.810810810810811,0,0.4,0.0810810810810811,0.413793103448276,1,0.375,0.107142857142857,0.117647058823529,0.384615384615385,0,0.0487804878048781,0.333333333333333,0.755102040816326,0.037037037037037,0.25,0.827586206896552,0.490909090909091,0
NA,0.51219512195122,0.388888888888889,0.461538461538462,0.182142857142857,0.324324324324324,0.555555555555556,0.4,0.378378378378378,0.448275862068966,0.714285714285714,0.375,0.357142857142857,0.235294117647059,0.846153846153846,0.427184466019417,0.451219512195122,0.666666666666667,0.775510204081633,0.111111111111111,0.333333333333333,0.96551724137931,0.236363636363636,1
NA,1,0.722222222222222,0,0.0107142857142857,0.189189189189189,0.444444444444444,0.4,1,0.172413793103448,0.178571428571429,0.8125,0.571428571428571,0.411764705882353,0.307692307692308,0.699029126213592,0.426829268292683,1,0.928571428571429,0.481481481481481,0.666666666666667,0.827586206896552,0.0909090909090909,0.530612244897959
NA,0.542682926829268,0.277777777777778,0.384615384615385,0.235714285714286,0.432432432432432,0.444444444444444,0.2,0.486486486486487,0.241379310344828,0.428571428571429,0.3125,0.464285714285714,0.470588235294118,0.384615384615385,0.407766990291262,0.390243902439024,0.666666666666667,0.836734693877551,0.407407407407407,0.583333333333333,0.931034482758621,0.254545454545455,0.73469387755102
NA,0.878048780487805,0.111111111111111,0.384615384615385,0.153571428571429,0,0.666666666666667,0,0,0.172413793103448,0.428571428571429,0.125,0.321428571428571,0.235294117647059,0.538461538461538,0.242718446601942,0.329268292682927,1,0.785714285714286,0.222222222222222,0.333333333333333,0.758620689655172,0,0.918367346938776
