"code","species","s.1","s.2","s.3","s.4","s.5","s.6","s.7","s.8","s.9","s.10","s.11","s.12","s.13","s.14","s.15","s.16","s.17","s.18","s.19","s.20"
NA,NA,0,0.0153846153846154,0.196969696969697,0.25,0.238805970149254,0.194029850746269,0.17910447761194,0.176470588235294,0.257575757575758,0.242424242424242,0.272727272727273,0.276923076923077,0.283582089552239,0.289855072463768,0.430555555555556,0.507692307692308,0.590163934426229,0.875,0.848484848484849,0.956521739130435
NA,NA,0.0151515151515152,0,0.181818181818182,0.235294117647059,0.223880597014925,0.17910447761194,0.164179104477612,0.191176470588235,0.242424242424242,0.227272727272727,0.257575757575758,0.261538461538462,0.26865671641791,0.304347826086957,0.444444444444444,0.492307692307692,0.409836065573771,0.861111111111111,0.863636363636364,0.942028985507246
NA,NA,0.196969696969697,0.184615384615385,0,0.147058823529412,0.119402985074627,0.0597014925373134,0.0895522388059701,0.102941176470588,0.181818181818182,0.181818181818182,0.212121212121212,0.215384615384615,0.194029850746269,0.434782608695652,0.402777777777778,0.369230769230769,0.459016393442623,0.888888888888889,0.924242424242424,0.956521739130435
NA,NA,0.257575757575758,0.246153846153846,0.151515151515152,0,0.0149253731343284,0.0746268656716418,0.164179104477612,0.161764705882353,0.242424242424242,0.242424242424242,0.242424242424242,0.261538461538462,0.238805970149254,0.463768115942029,0.375,0.369230769230769,0.540983606557377,0.888888888888889,0.909090909090909,0.985507246376812
NA,NA,0.242424242424242,0.230769230769231,0.121212121212121,0.0147058823529412,0,0.0597014925373134,0.149253731343284,0.176470588235294,0.227272727272727,0.227272727272727,0.227272727272727,0.246153846153846,0.223880597014925,0.449275362318841,0.361111111111111,0.384615384615385,0.524590163934426,0.888888888888889,0.893939393939394,0.971014492753623
NA,NA,0.196969696969697,0.184615384615385,0.0606060606060606,0.0735294117647059,0.0597014925373134,0,0.0895522388059701,0.102941176470588,0.196969696969697,0.196969696969697,0.196969696969697,0.215384615384615,0.194029850746269,0.434782608695652,0.347222222222222,0.4,0.508196721311475,0.888888888888889,0.893939393939394,0.971014492753623
NA,NA,0.181818181818182,0.169230769230769,0.0909090909090909,0.161764705882353,0.149253731343284,0.0895522388059701,0,0.102941176470588,0.151515151515152,0.121212121212121,0.166666666666667,0.169230769230769,0.164179104477612,0.36231884057971,0.361111111111111,0.353846153846154,0.475409836065574,0.861111111111111,0.893939393939394,0.971014492753623
NA,NA,0.181818181818182,0.2,0.106060606060606,0.161764705882353,0.17910447761194,0.104477611940299,0.104477611940299,0,0.212121212121212,0.212121212121212,0.227272727272727,0.2,0.208955223880597,0.434782608695652,0.375,0.4,0.508196721311475,0.916666666666667,0.878787878787879,0.985507246376812
NA,NA,0.257575757575758,0.246153846153846,0.181818181818182,0.235294117647059,0.223880597014925,0.194029850746269,0.149253731343284,0.205882352941176,0,0.0454545454545455,0.0454545454545455,0.0461538461538462,0.104477611940299,0.347826086956522,0.375,0.4,0.491803278688525,0.819444444444444,0.939393939393939,0.956521739130435
NA,NA,0.242424242424242,0.230769230769231,0.181818181818182,0.235294117647059,0.223880597014925,0.194029850746269,0.119402985074627,0.205882352941176,0.0454545454545455,0,0.0606060606060606,0.0615384615384615,0.119402985074627,0.347826086956522,0.375,0.4,0.491803278688525,0.819444444444444,0.939393939393939,0.956521739130435
