"class","dimension 1","dimension 2","dimension 3","dimension 4","dimension 5"
1,0.75485603325069,0.513410434126854,0.222827655263245,0.80683129071258,0.375229431083426
1,0.892848039278761,0.767513266764581,0.0308296277653426,0.892351395916194,0.421377870487049
1,0.236868836684152,0.704937992151827,0.625072535825893,0.81012523220852,0.372646529227495
1,0.722084754612297,0.495050482684746,0.172025707084686,0.309230823069811,0.480628195451573
1,0.387267561396584,0.113905798178166,0.266252527944744,0.635757102631032,0.0445870833937079
1,0.381613007513806,0.515334947267547,0.860813612118363,0.732283083489165,0.134525969624519
1,0.188885435229167,0.124910652870312,0.570171827217564,0.151425887830555,0.455401398707181
1,0.679703810717911,0.991358196130022,0.333707026205957,0.132980527123436,0.269923989893869
1,0.149611859349534,0.18431216548197,0.588741093408316,0.0698731853626668,0.199081629747525
1,0.449126859894022,0.274151440476999,0.976453504757956,0.490454929647967,0.408485802123323
1,0.611717137042433,0.982227002736181,0.91702178795822,0.00127990008331835,0.54865940939635
1,0.717268510255963,0.287116148276255,0.576699145836756,0.684760470176116,0.570317334029824
1,0.765040491474792,0.261608253698796,0.154022236121818,0.301884632790461,0.600297932745889
1,0.574283997761086,0.60199335636571,0.330891898134723,0.0792854123283178,0.613969396799803
1,0.134827341418713,0.396781585877761,0.834442056249827,0.753796553239226,0.353901744121686
1,0.523608131799847,0.977222908986732,0.685138235334307,0.727451417595148,0.803954829927534
1,0.634119824739173,0.381294082151726,0.618026446551085,0.748069865396246,0.5673778927885
1,0.550638720393181,0.173592374427244,0.00522258202545345,0.151399774244055,0.755854830611497
1,0.330287833698094,0.57707814918831,0.15497812628746,0.503716494422406,0.483233614359051
1,0.525619884254411,0.371631070738658,0.841197355417535,0.7406027673278,0.284053660463542
1,0.13790279510431,0.988377763424069,0.543916774913669,0.0584680691827089,0.30463473754935
1,0.616635426646098,0.477920464705676,0.92882767226547,0.29313636594452,0.70674181682989
1,0.510909949429333,0.688545502955094,0.703753996640444,0.826730496715754,0.243172392714769
1,0.501416113227606,0.929556339746341,0.823713698424399,0.389214327093214,0.527202221332118
1,0.562256434001029,0.566985529148951,0.666502407286316,0.788473648019135,0.918114393483847
1,0.291164212627336,0.568835526471958,0.953895585145801,0.144416389986873,0.965710424818099
1,0.223951851017773,0.497503886464983,0.418741807807237,0.535737774334848,0.361049929400906
1,0.476966164540499,0.908852443797514,0.655891850125045,0.271332699805498,0.434158585965633
1,0.445400487631559,0.0839620812330395,0.569785852450877,0.682254639221355,0.818417368456721
1,0.212283833650872,0.809257602784783,0.730248088948429,0.504771463572979,0.0920193097554147
1,0.729966114507988,0.577442548470572,0.113112649181858,0.215534077258781,0.785926748067141
1,0.430832271697,0.420614756643772,0.418377733090892,0.0349234885070473,0.819880565628409
1,0.615987425670028,0.983640214661136,0.824399232165888,0.618792260531336,0.935684084193781
1,0.201165754115209,0.603125509573147,0.671540894079953,0.732611141633242,0.0951238328125328
1,0.952904891921207,0.117045216728002,0.098177807405591,0.37045149016194,0.167442235164344
1,0.232369980541989,0.419970543589443,0.80147105245851,0.973650281084701,0.29181059775874
1,0.867243197746575,0.58588563115336,0.523390530142933,0.695777351502329,0.887978933751583
1,0.755280314013362,0.492828542832285,0.622478656470776,0.165387514047325,0.838903825730085
1,0.376350074075162,0.668942506192252,0.05183220282197,0.808325220132247,0.545206415001303
1,0.192239264259115,0.144846169743687,0.686329681659117,0.347154830349609,0.74783880636096
1,0.812232995638624,0.209717949153855,0.465620867908001,0.961579764727503,0.0223079491406679
1,0.225400737021118,0.488719168584794,0.362336452119052,0.691696911817417,0.510851494269446
1,0.515461801318452,0.468004250666127,0.430700328666717,0.770636107772589,0.0287846319843084
1,0.645868341904134,0.40286006545648,0.137639760971069,0.0519067912828177,0.401544576045126
1,0.23764656833373,0.966783784329891,0.872370091965422,0.424483135575429,0.487801515031606
1,0.557752347784117,0.67018819693476,0.914624802302569,0.471068707061931,0.89746097009629
1,0.29925732454285,0.826998044969514,0.432102087885141,0.269532644422725,0.527486668433994
1,0.639400515705347,0.00413136300630867,0.169146960135549,0.594226322136819,0.177144978428259
1,0.475748451892287,0.319388251751661,0.375198177760467,0.643254081951454,0.140648159664124
1,0.537376763997599,0.133933072676882,0.40585698815994,0.429307120386511,0.646596010774374
1,0.709967308910564,0.561166073428467,0.485997247509658,0.295312293805182,0.97604167717509
1,0.404336637817323,0.126260118093342,0.973177914274856,0.362974349875003,0.235362421954051
1,0.166417583124712,0.398270890815184,0.709370570722967,0.69298017793335,0.224473322043195
1,0.866167819360271,0.484002971556038,0.337770844111219,0.0870686341077089,0.449771096697077
1,0.585571410832927,0.335169964935631,0.827247851062566,0.736651962855831,0.765335131669417
1,0.383790127933025,0.368526805425063,0.898702011443675,0.474796408554539,0.128540819510818
