"class","dimension 1","dimension 2","dimension 3","dimension 4","dimension 5","dimension 6","dimension 7","dimension 8"
1,0.897536072181538,0.839446955360472,0.234758384525776,0.541147604817525,0.693219514330849,0.627095109783113,0.269429667387158,0.687180002452806
1,0.635908978525549,0.989213884109631,0.897147950017825,0.405987035017461,0.660393858328462,0.583449351368472,0.74598203250207,0.905317291850224
1,0.542145184706897,0.128003101795912,0.448066394310445,0.36584304086864,0.17789079551585,0.742778002750129,0.964370577363297,0.438427735120058
1,0.585271249059588,0.0722366340924054,0.464487121673301,0.0765779693610966,0.251958907814696,0.808689148165286,0.144645236432552,0.122762071434408
1,0.289592828135937,0.345901552122086,0.010924753267318,0.146289880620316,0.67411296768114,0.623768284451216,0.231274273479357,0.650943953776732
1,0.6242382125929,0.60264720977284,0.708439104259014,0.447582443710417,0.0739549635909498,0.201572346035391,0.0615344869438559,0.563541396521032
1,0.679664443479851,0.673318491550162,0.308950376231223,0.493928988464177,0.500796378124505,0.713543388061225,0.428177050314844,0.705934438388795
1,0.52166423946619,0.967304280493408,0.212002854328603,0.205069617833942,0.282543518580496,0.579069209750742,0.490484394133091,0.916825060034171
1,0.186092301737517,0.053288982482627,0.370742175495252,0.905867505120113,0.0740747356321663,0.974160899640992,0.1235593741294,0.620756075019017
1,0.184607656206936,0.902502193581313,0.211570861050859,0.940713601419702,0.550545484758914,0.731054119067267,0.861369492486119,0.631786135956645
1,0.0506476408336312,0.360933355987072,0.863035158254206,0.558908763574436,0.288172623841092,0.493140653707087,0.244028675137088,0.763019485166296
1,0.939403388416395,0.877387468703091,0.0337282484397292,0.173109885770828,0.474654363002628,0.977472941856831,0.959606116870418,0.792252092156559
1,0.225607557455078,0.238208832684904,0.994932688772678,0.2931309111882,0.0120270627085119,0.360184696735814,0.226148318033665,0.0315690110437572
1,0.574280254309997,0.300117104779929,0.548440478509292,0.0734096535015851,0.70231496100314,0.492085813777521,0.0549902932252735,0.0624487628228962
1,0.184196400921792,0.337313083698973,0.866293457569554,0.333474926184863,0.0150043570902199,0.000153177417814732,0.361906331731007,0.0119813929777592
1,0.591157654765993,0.356063030892983,0.229594279779121,0.277668889146298,0.218890695599839,0.285929641453549,0.418075991794467,0.850023288046941
1,0.160910807084292,0.835817135171965,0.621553559089079,0.212479511741549,0.932481576222926,0.477105619153008,0.0161992628127337,0.368482755962759
1,0.269781201845035,0.4680661985185,0.742053689900786,0.799595536896959,0.922846261877567,0.782185746124014,0.333231128752232,0.698411300778389
1,0.303065409883857,0.514954725047573,0.815684997243807,0.747195292729884,0.882762378081679,0.664613639004529,0.827050973894075,0.563293760176748
1,0.49131046445109,0.0669028023257852,0.854905231622979,0.377469956642017,0.996373379137367,0.367871404625475,0.374617479741573,0.770729946903884
1,0.407065891893581,0.563251075800508,0.0233624081593007,0.256254388950765,0.165101814083755,0.57945757987909,0.753262632759288,0.198530472349375
1,0.671370819211006,0.803795834770426,0.899342449614778,0.793326935730875,0.953314629849046,0.139346202835441,0.986903128447011,0.498043175321072
1,0.796287892153487,0.576467283070087,0.646690591005608,0.563550658756867,0.242811153642833,0.607452985830605,0.535448753740638,0.49791619554162
1,0.0699862660840154,0.845210979459807,0.273871728684753,0.751708777388558,0.760545185999945,0.937865453772247,0.0514067513868213,0.234993270598352
1,0.129217845620587,0.0550371531862766,0.238462629029527,0.100681916344911,0.279389649862424,0.941489507211372,0.0919358092360198,0.371596776414663
1,0.493104133522138,0.815138756297529,0.367331305285916,0.0369978826493025,0.04043273255229,0.223697622306645,0.391740386607125,0.234833512688056
1,0.72069676220417,0.399700204143301,0.140542894136161,0.774359865579754,0.472774314461276,0.435289167566225,0.0233486513607204,0.931032675784081
1,0.198560105171055,0.498134891036898,0.448930012527853,0.131043783156201,0.300305471289903,0.661121322307736,0.805412865942344,0.751201992854476
1,0.989556765882298,0.380218622973189,0.802712231175974,0.892626573564485,0.117218785919249,0.0354705438949168,0.387510839384049,0.634939528536052
1,0.986290702363476,0.177562944591045,0.838959960499778,0.790452870773152,0.461222004611045,0.303252859273925,0.549722170224413,0.829513594741002
1,0.941790458047763,0.390457607107237,0.11152703082189,0.1663399618119,0.645917166722938,0.992881912039593,0.758821634342894,0.98974225227721
1,0.0899294742848724,0.796140953432769,0.125358905177563,0.473564309068024,0.443133716937155,0.653481014771387,0.523186024278402,0.368179576005787
1,0.0631629081908613,0.927503921557218,0.11457984498702,0.0548230467829853,0.583572872215882,0.617600812576711,0.841083782725036,0.928149353479967
1,0.474488962907344,0.629550919635221,0.580599077278748,0.0905128207523376,0.25464377598837,0.613239224534482,0.83907232619822,0.207872384227812
1,0.480076223611832,0.175373826641589,0.659217788605019,0.928626312408596,0.155033192364499,0.612513059750199,0.452155801933259,0.55998747353442
1,0.784174139611423,0.572023384273052,0.256798150716349,0.639070571865886,0.325209231348708,0.765752201201394,0.614318340783939,0.101439809892327
1,0.319454308599234,0.63617000891827,0.279872476356104,0.221051920903847,0.192271262872964,0.948249618988484,0.946404382120818,0.344237332465127
1,0.660273864166811,0.0493346517905593,0.788182865362614,0.399778104620054,0.127996803028509,0.924800926120952,0.459923050133511,0.689947731560096
1,0.233327350346372,0.293437384534627,0.193042559549212,0.970864858711138,0.321127789327875,0.0259797999169677,0.437346164602786,0.711063333787024
1,0.623053482035175,0.398581988178194,0.908347331453115,0.217430871212855,0.0425165123306215,0.839351693866774,0.233855690807104,0.0439463288057595
1,0.377215862972662,0.427057106746361,0.395442609675229,0.22141907713376,0.414586785016581,0.62828961503692,0.218262593261898,0.995203656842932
1,0.660242275102064,0.986836941214278,0.213876028778031,0.548054673708975,0.0865254630334675,0.788357795681804,0.355116966180503,0.458528908668086
1,0.136750544887036,0.867694525280967,0.376556516624987,0.673854996450245,0.0228309598751366,0.65065052639693,0.526852705515921,0.788723898818716
1,0.965810991125181,0.6397662863601,0.951801090035588,0.712363939033821,0.345359607832506,0.902053340571001,0.0226416480727494,0.464820272289217
1,0.153640588279814,0.913323135348037,0.948735860642046,0.127964903367683,0.333783239359036,0.0832753891590983,0.808195324847475,0.436745287850499
1,0.285397531697527,0.363681623712182,0.670274669537321,0.245667519746348,0.164863585494459,0.751367061864585,0.834564503282309,0.734305975958705
1,0.313381964806467,0.237818714929745,0.877759609138593,0.775236766552553,0.940065717091784,0.96300338441506,0.941338582430035,0.192947155795991
1,0.121326891472563,0.319074266590178,0.580669871298596,0.602217597654089,0.0896017672494054,0.0417154962196946,0.504345271270722,0.70294675254263
1,0.198811380891129,0.288025601068512,0.723691741237417,0.530025070533156,0.414560402743518,0.0847692547831684,0.4117222125642,0.241627631476149
1,0.670561366248876,0.60375224170275,0.274960237322375,0.378662516595796,0.842315980698913,0.920603675302118,0.541721064597368,0.875616217963398
1,0.419472380774096,0.333321490557864,0.0481749458704144,0.668754256796092,0.98052151221782,0.971718887332827,0.11929191229865,0.905500068794936
1,0.991395443677902,0.379740650765598,0.663475234527141,0.217878605937585,0.564299147343263,0.655917864060029,0.271489499835297,0.345666398759931
1,0.25421614991501,0.960024416912347,0.678853029385209,0.662926616379991,0.610637679696083,0.685180425643921,0.785385025432333,0.363475789548829
1,0.933529117144644,0.0621004374697804,0.64450978836976,0.985039862571284,0.771500052185729,0.0554116177372634,0.851233158726245,0.92767356778495
1,0.0840977355837822,0.308713298523799,0.939565110486001,0.136551428120583,0.144975322997198,0.18561223661527,0.856173073174432,0.86985128861852
1,0.218763219192624,0.859871653607115,0.886286326684058,0.1789212198928,0.222855754196644,0.577651068102568,0.0481294537894428,0.795276813209057
1,0.605663114227355,0.94242384377867,0.753775777295232,0.125422841170803,0.369792416924611,0.199140804354101,0.21879174746573,0.547753201564774
1,0.0575473776552826,0.944072244223207,0.510515305446461,0.716101141180843,0.924086752347648,0.550129275768995,0.962111916160211,0.413692785426974
1,0.518240140751004,0.384413230000064,0.226357841398567,0.351213621906936,0.567996764089912,0.731049461523071,0.154724666848779,0.991046356037259
1,0.495829498860985,0.403083041775972,0.543650648090988,0.626751746051013,0.876311538973823,0.262746428372338,0.556212736992165,0.728880307404324
1,0.675644070375711,0.434544391231611,0.130594258662313,0.0673188706859946,0.720631057862192,0.506182902026922,0.357704805443063,0.319020058959723
1,0.505231573712081,0.0185189060866833,0.452943441225216,0.226520783035085,0.482639339752495,0.541505486005917,0.0916876227129251,0.286211879458278
1,0.58612739155069,0.556409968994558,0.326168903848156,0.274630845990032,0.189999655820429,0.56823182082735,0.700872358633205,0.347496198490262
1,0.6780804481823,0.829468112438917,0.758410983951762,0.644548597047105,0.304076072061434,0.861932734958827,0.877330858726054,0.807468647835776
1,0.967284153448418,0.856593404430896,0.612504166318104,0.767443831311539,0.441441474482417,0.904079371830449,0.913316098973155,0.762031243182719
1,0.642865739064291,0.455242313910276,0.155281118350103,0.218293817248195,0.581060496391729,0.147364447591826,0.66945346747525,0.875780185451731
1,0.650685345288366,0.586106110364199,0.248670323286206,0.970796942245215,0.227099277079105,0.34365771105513,0.983734509674832,0.141228653490543
1,0.104585560038686,0.486330571584404,0.399619121104479,0.418781343614683,0.759909326443449,0.865802128566429,0.832236581016332,0.801306805340573
1,0.51107481867075,0.450624050572515,0.929296266287565,0.0611364999786019,0.670009454945102,0.61562396469526,0.201716276584193,0.681956705171615
1,0.0974959630984813,0.309948463691399,0.342180417152122,0.499223516788334,0.47855191025883,0.84783628443256,0.968505823519081,0.967588664032519
1,0.75519512151368,0.806972045218572,0.751744723878801,0.824571848381311,0.978844045195729,0.919955425895751,0.628855077549815,0.434538624947891
1,0.0993493488058448,0.899350798455998,0.686536697670817,0.709756895666942,0.938162467908114,0.318046802422032,0.497979969251901,0.178639356978238
1,0.387154284631833,0.275567211676389,0.0657797658350319,0.455633486853912,0.158538501244038,0.669193272246048,0.701961856568232,0.441078619798645
1,0.332921966677532,0.581866920227185,0.725712196901441,0.908793671987951,0.171127071138471,0.544125879183412,0.734160370426252,0.343022024724633
1,0.780662892619148,0.526974310632795,0.866371104959399,0.712902467465028,0.581193904625252,0.575971441576257,0.142173747066408,0.781351008685306
1,0.344264529179782,0.708773577352986,0.978249196195975,0.0908932676538825,0.0351780427154154,0.145642300369218,0.621998592978343,0.768205259460956
1,0.695741374278441,0.517144632758573,0.672359714051709,0.0256527180317789,0.0106349154375494,0.28286761441268,0.631005826406181,0.909207871649414
1,0.359548505861312,0.461810065899044,0.0575803476385772,0.166176497470587,0.852471269899979,0.964403925929219,0.0593413081951439,0.254992718808353
1,0.732691101497039,0.546326156938449,0.501373296137899,0.231474608182907,0.565174476010725,0.697768645826727,0.371893173316494,0.0598194911144674
1,0.242744657443836,0.99302367400378,0.258595956256613,0.797628224594519,0.741353546734899,0.206726897973567,0.397850307635963,0.933920941548422
1,0.365457664476708,0.280076559865847,0.648733754409477,0.646037105936557,0.948823983548209,0.499453134601936,0.0482537052594125,0.947881364030764
1,0.55197252240032,0.502314670942724,0.268463137792423,0.063220628304407,0.251607251353562,0.751903665484861,0.442159535363317,0.300386187853292
1,0.0456514053512365,0.12238269392401,0.461153972661123,0.28416077257134,0.985938013764098,0.397902845172212,0.366704962681979,0.168773678364232
1,0.98820744920522,0.565652427729219,0.968377409502864,0.347393618896604,0.407191774109378,0.0102185334544629,0.959673558594659,0.277727706823498
1,0.91930317110382,0.0884430026635528,0.249221866251901,0.882941087475047,0.471983531722799,0.968442800920457,0.689497051294893,0.399154697544873
1,0.583617029711604,0.300146760884672,0.680923767155036,0.112492471700534,0.633276028325781,0.828643962508067,0.745307434350252,0.254920367384329
1,0.770473648561165,0.357218022225425,0.626400804379955,0.0739753197412938,0.085560800973326,0.0620807015802711,0.841677824035287,0.480871891370043
1,0.971746384166181,0.266594767337665,0.356567941140383,0.27188476966694,0.227598189609125,0.738060745177791,0.619440523907542,0.35286582633853
1,0.998665638966486,0.575393272563815,0.459762375801802,0.487274903571233,0.985649030888453,0.342937590088695,0.0787950095254928,0.998498474480584
1,0.592129128053784,0.517428107559681,0.891738855745643,0.0015762010589242,0.501493202056736,0.325976448366418,0.140073987422511,0.543489958625287
1,0.479445526376367,0.423079087631777,0.913783906260505,0.512130468850955,0.911622321698815,0.614700505509973,0.684709589928389,0.796825254801661
1,0.77342219860293,0.959425548557192,0.539830890716985,0.57029968383722,0.409723044838756,0.611423794180155,0.661771510029212,0.30464266682975
1,0.0695361897815019,0.643064298899844,0.543361146003008,0.996348924702033,0.65819811518304,0.523158666444942,0.469554416602477,0.380209108814597
1,0.266791804227978,0.40026785293594,0.15459550358355,0.154751326423138,0.244528195355088,0.404116126475856,0.747169415233657,0.487746227998286
1,0.275678423466161,0.741499652387574,0.249851525994018,0.449359573656693,0.64740041596815,0.917931321775541,0.340744070475921,0.623266162117943
1,0.860834028106183,0.405683137010783,0.491528276121244,0.883182862773538,0.245728184469044,0.198352206032723,0.851108959177509,0.197086333297193
1,0.620860230410472,0.478219074662775,0.877184566343203,0.26071825879626,0.480530332075432,0.96619423571974,0.434477571863681,0.39457283494994
1,0.612735606264323,0.693006758345291,0.364275575382635,0.153699164045975,0.079296030336991,0.588976865168661,0.622254034038633,0.0530993500724435
1,0.604873662581667,0.185006365180016,0.730130446143448,0.305987831903622,0.0183296769391745,0.920709853759035,0.827724727801979,0.762638199608773
1,0.592824991093948,0.584100240375847,0.24492512899451,0.00528121483512223,0.547566569875926,0.356121160555631,0.448757794685662,0.708149646874517
1,0.00742907868698239,0.0645557665266097,0.0726840458810329,0.469783564563841,0.743401673622429,0.960218769963831,0.373075425159186,0.0594431485515088
1,0.571391444420442,0.283699691994116,0.0873404894955456,0.911771951010451,0.784245964838192,0.520552811678499,0.881581553490832,0.622536027338356
1,0.499659172957763,0.59744890476577,0.450549168745056,0.45847489265725,0.985978345619515,0.685700871516019,0.53938647150062,0.799025853862986
1,0.99049325636588,0.737260251771659,0.185156937222928,0.889873137930408,0.85292470944114,0.581784216919914,0.951853598235175,0.0487121497280896
1,0.585908056003973,0.111959566129372,0.283992397366092,0.977994184475392,0.773198334267363,0.0161167799960822,0.233614818193018,0.0902889529243112
1,0.972028343239799,0.405936881434172,0.820091205416247,0.179902005707845,0.9775634938851,0.832966458052397,0.499618134694174,0.625790640944615
1,0.357405823888257,0.819078672910109,0.944182599196211,0.505375716136768,0.774872595909983,0.21865547914058,0.427854925394058,0.272619239753112
1,0.00289476290345192,0.351687553105876,0.479809323092923,0.95799564011395,0.964774770662189,0.0876832823269069,0.743157041026279,0.859190312447026
1,0.195886705070734,0.993946295464411,0.156222201650962,0.943036699434742,0.013171243481338,0.598767237970605,0.642416880000383,0.238195931073278
1,0.637008168501779,0.513699014205486,0.585137572372332,0.874725771835074,0.500380866462365,0.174950580578297,0.867322949226946,0.884464129107073
1,0.880010176217183,0.722059868043289,0.954514029202983,0.960942380828783,0.568816499086097,0.777588428463787,0.940236457623541,0.589493740582839
1,0.904759384458885,0.278751984238625,0.363524259533733,0.412982856156304,0.908635309897363,0.860924168955535,0.286772304214537,0.568968470441177
1,0.772147603565827,0.744481589179486,0.62621419201605,0.324139240197837,0.0873522069305182,0.357638942776248,0.342948911711574,0.491509821498767
1,0.928110060747713,0.274025070946664,0.0432201814837754,0.444100452354178,0.441537912935019,0.429009126499295,0.972758575575426,0.816225075395778
1,0.486562271602452,0.72908729640767,0.418141819303855,0.294305404881015,0.755546022672206,0.437067746650428,0.251418952364475,0.342115434585139
1,0.650931576499715,0.0238963584415615,0.169584553921595,0.900680151768029,0.67316959425807,0.662351844832301,0.00976843689568341,0.59458074788563
1,0.194270876934752,0.30426288722083,0.619504051748663,0.580439396901056,0.435502808541059,0.798170257359743,0.560617465991527,0.242211363976821
1,0.949608711758628,0.593621007166803,0.984467172296718,0.907593642128631,0.478194524068385,0.0469220092054456,0.919367425842211,0.137229166924953
1,0.515611847164109,0.66760527389124,0.52072910964489,0.569537858478725,0.881311138859019,0.416754702106118,0.333542100852355,0.577310782391578
1,0.918118088506162,0.238639567280188,0.131735030794516,0.360181113705039,0.0924379420466721,0.615870440378785,0.866695216391236,0.741000454872847
1,0.410902632866055,0.328319672262296,0.302861891221255,0.977090102154762,0.205058522289619,0.0390685775782913,0.578654168639332,0.334033310413361
1,0.654635211452842,0.438943744637072,0.843368660891429,0.768633574945852,0.787668825360015,0.65920808003284,0.367743570590392,0.0856907144188881
1,0.756342487875372,0.394427876686677,0.799383961129934,0.609349528094754,0.19573637843132,0.850423198193312,0.635461097350344,0.527380634099245
1,0.180714050773531,0.509946656413376,0.30020936881192,0.866253863787279,0.071373381651938,0.00175597635097802,0.28401746111922,0.0364720025099814
1,0.532422417541966,0.553913418203592,0.679180108942091,0.201745960395783,0.103260396281257,0.311453766189516,0.0379626660142094,0.938295889645815
1,0.73167960671708,0.47054227325134,0.137484140694141,0.935430704150349,0.412917238194495,0.938231765292585,0.617626179009676,0.0795494732446969
1,0.896127721993253,0.152334718499333,0.620336942840368,0.840250788023695,0.0108409863896668,0.867425314383581,0.579974994529039,0.15955658024177
1,0.0118257405702025,0.413665106287226,0.623425185680389,0.649384308140725,0.928733880165964,0.599239941686392,0.331361988559365,0.698484896915033
1,0.935610515298322,0.548512101406232,0.801578295882791,0.221277377801016,0.435809605522081,0.591106865787879,0.557132063433528,0.590127860195935
1,0.996759886387736,0.59638021979481,0.198198907077312,0.217365136602893,0.950875395676121,0.467984669143334,0.971127015538514,0.409382737707347
