"class","dimension 1","dimension 2","dimension 3","dimension 4","dimension 5"
1,0.000170505372807384,0.0152584896422923,0.998816539999098,0.99862214224413,0.00663318182341754
1,0.00893917982466519,0.0388889277819544,0.997579789254814,0.98406713292934,0.0229694177396595
1,0.012138596503064,0.0397261718753725,0.996895751450211,0.965339610120282,0.0252152152825147
1,0.0135941933840513,0.0405734314117581,0.991446078522131,0.957028592238203,0.0473639196716249
1,0.0394618571735919,0.0633482534904033,0.97988040978089,0.953034229343757,0.0529257336165756
1,0.0441245210822672,0.0650361457373947,0.977287946501747,0.949184478027746,0.0696800157893449
1,0.046889703720808,0.0681386038195342,0.967814359581098,0.947331574046984,0.0707859636750072
1,0.0479257127735764,0.0707963653840125,0.967719996115193,0.944365494418889,0.0750091455411166
1,0.051009701564908,0.0955395647324622,0.953861484769732,0.939686803380027,0.0779762694146484
1,0.0646838133689016,0.126499559031799,0.94637249992229,0.90814387332648,0.0831891905982047
1,0.09163957554847,0.126886162906885,0.934275423875079,0.900738386204466,0.0842110658995807
1,0.100049652392045,0.13462950149551,0.926776211243123,0.890524243470281,0.0915650890674442
1,0.105019473237917,0.1358010196127,0.915066743968055,0.888253061333671,0.0935906034428626
1,0.10586035111919,0.150612860685214,0.914337126538157,0.877275289734825,0.100145995616913
1,0.1076883636415,0.154629825381562,0.900416777236387,0.870656753424555,0.108999571064487
1,0.130503798602149,0.156725936802104,0.896570112090558,0.86641908576712,0.120510586071759
1,0.150227960431948,0.166399495908991,0.86476635443978,0.856495541054755,0.120679394574836
1,0.164363838499412,0.169466049876064,0.858368605142459,0.853282224619761,0.128567502368242
1,0.176168033853173,0.169722879538313,0.851226124446839,0.852017622906715,0.141153101576492
1,0.196977026294917,0.177460627164692,0.826804068405181,0.848691492574289,0.142420703778043
1,0.205561140319332,0.18159655132331,0.804095847764984,0.844355623936281,0.149941711453721
1,0.20730940089561,0.186382232699543,0.802098294720054,0.842441960936412,0.153693244792521
1,0.221402473049238,0.19180326955393,0.798904031282291,0.822625442175195,0.167161486577243
1,0.223352032480761,0.199889871990308,0.784701645839959,0.816161655355245,0.169085460482165
1,0.230426232330501,0.202210575109348,0.757650582818314,0.815389480441809,0.187285430263728
1,0.236126019852236,0.210581300314516,0.751379379536957,0.811508994782344,0.187491431832314
1,0.276668562553823,0.22067858884111,0.748692098772153,0.79562269942835,0.188242733012885
1,0.285360623616725,0.229006713023409,0.731469025835395,0.788118684897199,0.189282163744792
1,0.316536917816848,0.23028897983022,0.705530134961009,0.779626052593812,0.200055783148855
1,0.324412296758965,0.238747750176117,0.698634620057419,0.765975687187165,0.235160059761256
1,0.338211446302012,0.245873834239319,0.698276001494378,0.763422215823084,0.242513506673276
1,0.351789461681619,0.246263845590875,0.698068725178018,0.758285372750834,0.276276847347617
1,0.359241616213694,0.255531735951081,0.669610613724217,0.750957631506026,0.296295667765662
1,0.377659413963556,0.268376020714641,0.652478819247335,0.742989307967946,0.302095421822742
1,0.394173379056156,0.292936809360981,0.638847031863406,0.742503521265462,0.308406994910911
1,0.395178894978017,0.300278389826417,0.628382069291547,0.740846593398601,0.340493740513921
1,0.397825025487691,0.310222350526601,0.587156129069626,0.736731915734708,0.349351554177701
1,0.422565325861797,0.32845010352321,0.581091347848997,0.724641491193324,0.354434249689803
1,0.42462526075542,0.334606259595603,0.580357240512967,0.70658019091934,0.364525929326192
1,0.425086192088202,0.339687458937988,0.576042138272896,0.703565933741629,0.373138349037617
