ObjectID,mpg                 ,cylinders           ,horsepower          ,weight              ,acceleration        ,year                ,origin              ,price
0       ,0.7602412362131281  ,0.573192193855993   ,0.6996475976959217  ,0.8929301465225867  ,0.3288024307580517  ,0.8062751657922229  ,0.3418208056062954  ,0.40929563881331765
1       ,0.5067096251829596  ,0.55629335798565    ,0.6216211865468254  ,0.9737141808729377  ,0.13547330931768678 ,0.7234942281845115  ,0.4516082516795148  ,0.3527354730670002
2       ,0.6991240354017108  ,0.775774913135369   ,0.5963619275639809  ,0.9675546578793204  ,0.12068460197010575 ,0.9584377592743549  ,0.505046145060595   ,0.45469267694020754
3       ,0.7754869519385552  ,0.7008085373475954  ,0.7472213861974286  ,0.6902299880035552  ,0.27005829454639674 ,0.8199392785288112  ,0.376300505365905   ,0.4510026003886312
4       ,0.725013885957051   ,0.697469519025804   ,0.6199254850564924  ,0.7440749328039208  ,0.2540158558330363  ,0.8182923403632842  ,0.43209845054167834 ,0.3743396405326158
5       ,0.6177306951016002  ,0.6785865491766037  ,0.508918061511304   ,0.8575388190284257  ,0.301000447264829   ,0.9474969159914917  ,0.4117205828833146  ,0.3013994651224956
6       ,0.5553314983157475  ,0.6736704128688822  ,0.6670556861005041  ,0.9216425964723963  ,0.14710613950674406 ,0.8010577729174579  ,0.433461868292825   ,0.5102981546718244
7       ,0.5393429133404152  ,0.6799349846973685  ,0.49419298264150024 ,0.8764025395412807  ,0.17076500611072803 ,0.8751129360325924  ,0.4292596475440395  ,0.3117182244267912
8       ,0.6136524997149458  ,0.5556756716795341  ,0.5692845768679399  ,0.9596714450543311  ,0.3161404339528119  ,0.7759268229287988  ,0.3516877031144052  ,0.2542884045114285
9       ,0.6470801579501021  ,0.7859513383271833  ,0.707481083820779   ,0.7367424227534483  ,0.1754939413502205  ,0.7659450880583123  ,0.47643751841670146 ,0.46588163510970043
10      ,0.7099092127821429  ,0.6003686862614085  ,0.6649727609148561  ,0.8601626482539175  ,0.2972645641169247  ,0.7074482897067036  ,0.4514041846419371  ,0.2545763383186964
11      ,0.7351779983133115  ,0.5678959435446528  ,0.7506379341365217  ,0.8491315251063714  ,0.20308656386846236 ,0.8002088336813631  ,0.5297948678913315  ,0.47809541962357976
12      ,0.6453798089738818  ,0.7571077282039381  ,0.7568810861977299  ,0.8067488232895743  ,0.2401596164376062  ,0.8929226723926409  ,0.45481376309928806 ,0.507856796593273
13      ,0.8311677365557468  ,0.6991639742109488  ,0.6474049400023735  ,0.6505334343361404  ,0.3386469646414624  ,0.929659002721558   ,0.47204811788769696 ,0.3652225072770987
