ObjectID,mpg                ,cylinders          ,horsepower         ,weight             ,acceleration       ,year               ,origin            ,price
0,0.22006650176023973,0.13752736791113773,0.06027555096134241,0.28737980984040756,0.15780869413351323,0.2594165391990147,0.31886967140411204,0.33681908121336435
1,0.15770862352175713,0.19695684452628132,0.17949206139166035,0.2968404124785768,0.032783076532410714,0.27898269266743014,0.35748745122337283,0.2731173127223338
2,0.21201114966079299,0.17273556088503497,0.05246881207975649,0.34951079404355034,0.03620133189277319,0.26840363228155334,0.2686420232609049,0.28697994898492535
3,0.08046905074316185,0.05533579494376363,0.13375459848787669,0.2863667524254358,0.13998554092651316,0.2675772588119602,0.28826585875775795,0.31095330136159366
4,0.21748033338042969,0.05812060505449974,0.14111922910442828,0.29741876670908574,0.20043426261178865,0.29599677725703044,0.3198340721693106,0.33847236027976324
5,0.10649892989474544,0.06730964541283187,0.2080828087312284,0.26106378671877345,0.08334079608587912,0.29887583403280726,0.3415624605460892,0.33451140608584
6,0.22284540350600968,0.0844505786956405,0.20548290081506884,0.27603571295310936,0.2062916218234449,0.3222042310928772,0.2545795263254912,0.33713070574191506
7,0.10829331812459742,0.18425998877133526,0.20377200170824636,0.2809912675090855,0.033065740586020784,0.3313494075362273,0.30261615199360464,0.34616882504368635
8,0.21129100073870602,0.13750377376746586,0.2097061378226366,0.3443596668169324,0.10795191508535514,0.30911137792150467,0.3282798013755804,0.3249472396980788
9,0.05353227569960363,0.15350106719885093,0.15527314898182007,0.29716035700849613,0.08604981798573035,0.31268535919751866,0.29038203872466317,0.3425807960038672
10,0.12459361995917034,0.136025329170558,0.09090589918733238,0.2950098964658657,0.07821335311566852,0.2715286621992433,0.266444299025293,0.3521648390555575
11,0.05914311323517504,0.0842761144422863,0.08575603160561868,0.3156767838729485,0.05662027112232726,0.2882075266006093,0.323813316989671,0.27212041138845083
12,0.10621507319255524,0.13745812851911368,0.17160852365755846,0.32466891748338006,0.15007171470320685,0.29054608944899746,0.3510242458647048,0.28792093187777906
13,0.10821122268468103,0.08654123650996212,0.08921272033822078,0.333534079616596,0.07221055209296676,0.3035785848937354,0.279700288278247,0.33844751908898396
14,0.11724771576867796,0.206963736215554,0.1594915965875602,0.28418544786519145,0.0662249277632905,0.28270648727592834,0.34051055106205846,0.29618829789621104
15,0.21753956758469167,0.2050160019248286,0.09574179759962466,0.30188532755208597,0.037813155232872965,0.31721586549328007,0.2611395951832698,0.3301899579441089
16,0.17454498772776927,0.18407504145210352,0.17859077540795984,0.2806749918307242,0.13632056354856198,0.35051416390884854,0.2445544410619543,0.3019863008734255
17,0.1460641205268649,0.1315329164000919,0.15260897108946547,0.32125259927772637,0.19829907106774491,0.32794650614293425,0.26460331827633854,0.25524844947584807
18,0.1570165675782717,0.11456825187128909,0.11851837409856954,0.2756844282848882,0.13729091675880767,0.35016271174019964,0.2844599047392812,0.29329301661657625
19,0.11817293229100823,0.13660032871276762,0.0649561709402453,0.2658834655153659,0.14817498253871264,0.28737577286924376,0.33324019946456834,0.2691183430985296
20,0.11590592422926886,0.0599242313718569,0.19068904897884786,0.3362293538125465,0.20749089042437693,0.340803175751474,0.3053858110815351,0.34266404730224376
21,0.1535153718766539,0.20789134026624023,0.08042471906929394,0.32639966179592667,0.10127207824742303,0.3037520529768392,0.3173850729857389,0.3195680354252761
22,0.22115143921187647,0.14225923787380879,0.15970804401477814,0.2666063030102392,0.12464666310778791,0.34255906891242527,0.3295610084019999,0.3534406488727629
23,0.2178035169541285,0.2076018500681104,0.12456740703895085,0.29858306783200034,0.19782408032663523,0.31698500970739135,0.3086476519047151,0.3132433873248221
24,0.1287723126391559,0.1419006161114323,0.07385749272527883,0.2970313627686834,0.17331579155875904,0.3317265556612604,0.3485214382472629,0.3294294710992395
25,0.1550515681578442,0.22521695360301727,0.07666039304931171,0.28524217852362915,0.134839464223029,0.3319336202706963,0.2991831668864751,0.2636750128917735
26,0.19590159482187344,0.17866867573411024,0.18951033140064094,0.2848097336577849,0.19490343884115074,0.34951950360863193,0.32273048487467376,0.279817400105144
27,0.13613799149656092,0.12179567037317332,0.06347193519454644,0.3366616533324575,0.11525783568734338,0.2567479914674043,0.2939713710927682,0.26853778364323266
28,0.2041296438757379,0.10692924485356772,0.1749341671314793,0.34029528271996523,0.14467499001135964,0.35401039533094625,0.3416729335666656,0.2887860643678961
29,0.18551991271799512,0.1822837109915877,0.13706028200772202,0.35619285061484707,0.0928426086624754,0.27637886765434816,0.35157998649671707,0.26700264418101055
30,0.09412194386968609,0.22176038815407742,0.08577025696201922,0.289911851121112,0.077075451457702,0.32075493783691494,0.3343536735157157,0.30298846640461624
31,0.0548298208419136,0.20545105361264726,0.10752940319129793,0.27747561883124566,0.19880241114364264,0.3406122911161207,0.28579517545943495,0.3146614439825547
32,0.06987830066398076,0.16731444366102968,0.17201211070682115,0.32490330226662434,0.13533271560997057,0.32447840573001707,0.30717074856358284,0.2758004576578126
33,0.09389359959848248,0.07222171508987682,0.15512014016495945,0.2835267126823263,0.11028837425682328,0.28396738815302136,0.29446789739056234,0.2538001856541575
34,0.12888222780233657,0.13277533953253484,0.09137957308049374,0.2525893814557557,0.11888011084628582,0.3184780210816518,0.3071535769399429,0.3500832212496975
35,0.15224873658760224,0.1687008694065136,0.0715533934754966,0.268353318590675,0.17643154398820493,0.26131064851231706,0.25495798689765603,0.2777986604822991
36,0.14383272349997878,0.17589179570127716,0.1843495660895964,0.282179992968591,0.21732736576380113,0.2633004964755669,0.35144780623191424,0.2631884869073669
37,0.08021224377428968,0.16759341919888412,0.0797223647448175,0.3256883026393907,0.10879705024728528,0.29279062312648557,0.30532963861392204,0.27245400111400797
38,0.14300920454615795,0.07154323250436673,0.09172135680936652,0.28458314238772886,0.14380523853646157,0.3236194939224666,0.27380124831619285,0.2794981838180233
39,0.1308939999777782,0.1352224479732117,0.11635741408503392,0.2870797221944865,0.05933463135621791,0.3263337942403521,0.32953430543836837,0.27923077407343466
40,0.5353404020876983,0.449667544515004,0.4558548334703036,0.8783655492035171,0.3925465545704174,0.5027197827020224,0.42583257665601293,0.4220398973287893
41,0.48818137923952853,0.3797677760471439,0.39703390591810916,0.9366284845925577,0.3062373920622673,0.5484654063653643,0.4850263433953846,0.4074537571112078
42,0.39781162552075494,0.445131504127753,0.36829765422918104,0.9322799783156213,0.27688455809803847,0.5469783056011631,0.49966946326226547,0.5226947579568603
43,0.49473837921181635,0.3998746367209005,0.3443335848518972,0.904529167097646,0.4287753842339689,0.4068314663963571,0.4981210085254853,0.5178594511652069
44,0.47905798018272794,0.38501013448909543,0.3330841517982999,0.7789186036428466,0.33733503349472005,0.5220959015742499,0.5642288178088748,0.46824085462779885
45,0.5429585504592127,0.47991264618010687,0.461645937122501,0.8063824856471491,0.3214638502671713,0.4285914486652396,0.4989906409053379,0.539199721323055
46,0.5271209924121784,0.3814445628245498,0.4543175700995362,0.887095393247592,0.2905158925384127,0.4916288735558405,0.5005942613793819,0.45298318573155305
47,0.4722966140966912,0.40595796113927857,0.5062048535043424,0.7674354755889234,0.43351518235953596,0.5090188405071511,0.559294632752184,0.5216501746880613
