"cluster","id","d1","d7","d4","d2","d5","d6","d3","d8"
1,1,0.432835820895519,0.308550185873606,0.252336448598131,0.437593984962406,0.351785714285715,0.0340909090909091,1,0
1,2,0.283582089552226,0.223048327137546,0.333333333333333,0.475187969924812,0.521428571428572,0.272727272727273,0.801781737193764,0
1,3,0.220807726075506,0.218401486988848,0.389408099688474,0.421052631578947,0.567857142857141,0.221590909090909,0.790645879732739,0
1,4,0.285776997366114,0.259293680297398,0.311526479750779,0.372932330827068,0.5,0.323863636363636,0.821826280623608,0
1,5,0.275241439859528,0.245353159851301,0.29595015576324,0.381954887218045,0.58392857142857,0.3125,0.806236080178174,0
1,6,0.211150131694467,0.245353159851301,0.414330218068536,0.309774436090225,0.564285714285715,0.363636363636364,0.804008908685969,0.509803921568627
1,7,0.275680421422294,0.254646840148699,0.264797507788162,0.386466165413534,0.585714285714287,0.329545454545454,0.801781737193764,0
1,8,0.281387181738367,0.261152416356877,0.236760124610592,0.36390977443609,0.612499999999999,0.323863636363636,0.804008908685969,0
1,9,0.352502194907814,0.266728624535316,0.336448598130841,0.497744360902256,0.405357142857142,0.318181818181818,0.797327394209354,0
1,10,0.280948200175587,0.276022304832714,0.333333333333333,0.341353383458647,0.567857142857141,0.323863636363636,0.801781737193764,0.215686274509804
1,11,0.200175592625101,0.247211895910781,0.395638629283489,0.299248120300752,0.605357142857143,0.380681818181818,0.770601336302895,0.470588235294118
1,12,0.284460052677787,0.29089219330855,0.305295950155763,0.311278195488722,0.571428571428573,0.340909090909091,0.815144766146993,0
1,13,0.208077260755047,0.243494423791822,0.345794392523364,0.323308270676692,0.619642857142857,0.392045454545455,0.763919821826281,0.470588235294118
1,14,0.277875329236167,0.274163568773234,0.305295950155763,0.320300751879699,0.607142857142856,0.306818181818182,0.792873051224944,0.333333333333333
1,15,0.284460052677787,0.285315985130111,0.317757009345794,0.282706766917293,0.621428571428572,0.329545454545454,0.799554565701559,0
1,16,0.283582089552226,0.275092936802974,0.292834890965732,0.312781954887218,0.612499999999999,0.329545454545454,0.788418708240535,0
1,17,0.293678665496046,0.303903345724907,0.271028037383178,0.293233082706767,0.589285714285714,0.346590909090909,0.817371937639198,0
1,18,0.474539069359082,0.345724907063197,0.186915887850467,0.545864661654135,0.276785714285714,0.0852272727272727,0.857461024498886,0
1,19,0.349429323968394,0.321561338289963,0.277258566978193,0.476691729323308,0.412500000000001,0.0340909090909091,0.830734966592428,0
1,20,0.272168568920108,0.279739776951673,0.43613707165109,0.344360902255639,0.521428571428572,0.306818181818182,0.788418708240535,0.137254901960784
1,21,0.278753292361728,0.287174721189591,0.373831775700935,0.314285714285714,0.525,0.306818181818182,0.790645879732739,0.372549019607843
1,22,0.373573309920985,0.3317843866171,0,0.607518796992481,0.394642857142856,0.0170454545454545,0.835189309576837,0
1,23,0.272607550482874,0.303903345724907,0.311526479750779,0.308270676691729,0.532142857142858,0.335227272727273,0.806236080178174,0
