"cluster","id","d3","d5","d2","d4","d1","d6","d7"
1,1,0.101325202298581,0.192926045016077,0.0823814468674282,0.210762331838565,0.781659388646288,0.428571428571429,0.7
1,2,0.775419256479418,0.508038585209003,0.114226375908619,0.282511210762332,0.877729257641921,0.214285714285714,0.0555555555555555
1,3,0.796294124545561,0.39871382636656,0.142956040152302,0.282511210762332,0.877729257641921,0.214285714285714,0.1
1,4,0.0816230796294125,0.196141479099678,0.106957424714434,0.385650224215247,0.90174672489083,0.976190476190476,0.4
1,5,0.110589890934678,0.295819935691318,0.16926272066459,0.412556053811659,0.849344978165939,1,0.155555555555556
1,6,0.56303506508737,0.643086816720257,0.286950501903773,0.641255605381166,0.914847161572052,0.166666666666667,0.555555555555556
1,7,0.571947930104374,0.704180064308682,0.299411561093804,0.36322869955157,0.914847161572052,0.142857142857143,0.3
1,8,0.703999061803683,0.186495176848875,0.494980962270682,0.461883408071749,0.897379912663755,0.845238095238095,0.2
1,9,0.802978773308315,0.35048231511254,0.439944617514711,0.295964125560538,0.88646288209607,0.571428571428571,0.555555555555556
1,10,0.810015245690161,0.662379421221865,0.296296296296296,0.300448430493274,0.919213973799127,0.297619047619048,0.4
1,11,0.810015245690161,0.501607717041801,0.296296296296296,0.300448430493274,0.919213973799127,0.428571428571429,0.755555555555556
1,12,0.826902779406591,0.54983922829582,0.245067497403946,0.995515695067265,0.925764192139738,0.273809523809524,0.4
1,13,0.770962823970916,0.47588424437299,0.236760124610592,0.0179372197309417,0.286026200873363,0.678571428571429,0.7
1,14,0.795825026386771,0.614147909967846,0.429560401523018,0.295964125560538,0.884279475982533,0.321428571428571,0.2
1,15,0.811187991087135,0.778135048231511,0.453097957770855,0.394618834080717,0.927947598253275,0.0714285714285715,0.455555555555556
1,16,0.827958250263868,0.665594855305466,0.480443059882312,0.605381165919282,0.936681222707424,0.345238095238095,0.555555555555556
1,17,0.0854931394394277,0.414790996784566,0.115610938040845,0.331838565022422,0.90174672489083,0.142857142857143,0.555555555555556
1,18,0.769672804034244,0.466237942122187,0.105226722049152,0.116591928251121,0.753275109170306,0.380952380952381,0.5
1,19,0.0737656854696845,0.440514469453376,0.0882658359293873,0.26457399103139,0.847161572052402,0.238095238095238,0.4
1,20,0.104608889410109,0.228295819935691,0.0865351332641052,0.210762331838565,0.783842794759825,0.345238095238095,0.455555555555556
1,21,0.802978773308315,0.517684887459807,0.439944617514711,0.295964125560538,0.88646288209607,0.297619047619048,0.255555555555556
1,22,0.840154802392401,0.543408360128617,0.263412945655936,0.394618834080717,0.903930131004367,0.273809523809524,0.255555555555556
1,24,0.620968687697901,0.556270096463023,0.375562478366217,0.260089686098655,0.868995633187773,0.333333333333333,0.6
1,25,0.687580626246042,0.691318327974277,0.474212530287297,0.89237668161435,0.941048034934498,0.202380952380952,0.6
1,26,0.696024393104257,0.453376205787781,0.484596746278989,0.457399103139013,0.895196506550218,0.535714285714286,0.555555555555556
1,27,0.774129236542747,0.540192926045016,0.399792315680166,0.52914798206278,0.91703056768559,0.226190476190476,0.6
1,28,0.795825026386771,0.553054662379421,0.429560401523018,0.295964125560538,0.884279475982533,0.392857142857143,0.1
1,29,0.836753840741175,0.90032154340836,0.494980962270682,0.345291479820628,0.938864628820961,0.107142857142857,0.255555555555556
1,30,0.84519760759939,0.662379421221865,0.508480443059882,0.345291479820628,0.941048034934498,0.285714285714286,0.355555555555556
1,31,0.802626949689222,0.745980707395498,0.28625822083766,0.695067264573991,0.958515283842795,0.107142857142857,0.355555555555556
1,32,0.82326726867597,0.289389067524116,0.30944963655244,0.300448430493274,0.834061135371179,0.75,0.8
1,33,0.81963175794535,0.591639871382637,0.232952578746971,0.242152466367713,0.834061135371179,0.261904761904762,0.155555555555556
1,34,0.833118330010555,0.498392282958199,0.2533748701973,0.331838565022422,0.90174672489083,0.285714285714286,0.355555555555556
1,35,0.840154802392401,0.610932475884244,0.263412945655936,0.394618834080717,0.903930131004367,0.202380952380952,0.255555555555556
1,36,0.847074000234549,0.514469453376206,0.271028037383178,0.26457399103139,0.87117903930131,0.55952380952381,0.455555555555556
1,37,0.775419256479418,0.627009646302251,0.114226375908619,0.282511210762332,0.877729257641921,0.107142857142857,0.455555555555556
1,38,0.791251319338572,0.292604501607717,0.135340948425061,0.37219730941704,0.864628820960699,0.535714285714286,0.555555555555556
1,39,0.796294124545561,0.501607717041801,0.142956040152302,0.282511210762332,0.877729257641921,0.142857142857143,0.4
1,40,0.0700129001993667,0.382636655948553,0.0806507442021461,0.152466367713004,0.823144104803493,0.333333333333333,0.255555555555556
1,41,0.420781048434385,0.678456591639871,0.201453790238837,0.0493273542600897,0.635371179039301,0.261904761904762,0.3
1,42,0.722762988155272,0.520900321543408,0.327102803738318,0.381165919282511,0.868995633187773,0.321428571428571,0.7
1,43,0.749618857745983,0.463022508038585,0.36656282450675,0.744394618834081,0.96943231441048,0.464285714285714,0.555555555555556
1,44,0.810015245690161,0.559485530546624,0.296296296296296,0.300448430493274,0.919213973799127,0.392857142857143,0.255555555555556
1,45,0.853524099917908,0.344051446945338,0.278643129110419,0.260089686098655,0.866812227074236,0.702380952380952,0.5
1,46,0.802626949689222,0.762057877813505,0.28625822083766,0.695067264573991,0.958515283842795,0.107142857142857,0.4
1,47,0.795825026386771,0.401929260450161,0.429560401523018,0.295964125560538,0.884279475982533,0.654761904761905,0.355555555555556
1,48,0.510144247683828,0.668810289389068,0.207338179300796,0.475336322869955,0.956331877729258,0.25,0.3
1,49,0.0666119385481412,0.308681672025724,0.0744202146071305,0.165919282511211,0.80349344978166,0.238095238095238,0.155555555555556
1,50,0.112466283569837,0.282958199356913,0.172377985462098,0.20627802690583,0.812227074235808,0.369047619047619,0.6
