Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5
Class_1,0,0.8600700306255138,0.8051059534797924,0.7944271695761992,0.1056591453873203,0.7871347663390517
Class_1,1,0.8173530031523892,0.8504715635349749,0.8293996680983433,0.08494054631529088,0.8073490707809436
Class_1,2,0.9267992773389802,0.8334713273094031,0.8606954781027076,0.039619573682441206,0.8527048127594985
Class_1,3,0.945814154667602,0.8182898821163854,0.9233626997290512,0.043912986335605204,0.8962873614873288
Class_1,4,0.9545435605144067,0.8031827636382234,0.8668116180537851,0.24364313159865114,0.7781577089728401
Class_1,5,0.8183791000305524,0.8813626748493664,0.8274733918588183,0.23969392281781082,0.9566805607506468
Class_1,6,0.8769019913724361,0.766643684872561,0.901257037932425,0.17376988231802215,0.8649082965320267
Class_1,7,0.8096707563970575,0.9041915678870551,0.8418775491376664,0.05921011059454046,0.7679324407852357
Class_1,8,0.9033853018826434,0.7624004089667549,0.9692680123137691,0.07217835905153468,0.8811215657031263
Class_1,9,0.8326208345897108,0.7640476527790593,0.9794650449840884,0.15989098341894922,0.9309321921811295
Class_1,10,0.948298072340064,0.8073764209627541,0.9794654243221544,0.019026728473964936,0.8021685295400902
Class_1,11,0.792368532824985,0.7588343822894807,0.871536358985928,0.0861024168139543,0.8451076618552165
Class_1,12,0.8953389377639476,0.7633315460459517,0.9357059149279073,0.1124785426100483,0.8710247975787391
Class_1,13,0.7903301820368381,0.8670662968543812,0.9572696907630175,0.20611586776769789,0.9419348313826024
Class_1,14,0.9504380602524735,0.7922629194201599,0.8196280990732084,0.035673181814779464,0.9281040495761365
Class_1,15,0.9524266079692352,0.8588131303822564,0.8391578070917688,0.24192171787851954,0.7554364607367545
Class_1,16,0.9623276058558016,0.8406819817818209,0.8966019910614051,0.07336973247428627,0.7951025594173824
Class_1,17,0.9216610364070115,0.7716328012854237,0.9028625468834013,0.1398298541803136,0.9506212504444368
Class_1,18,0.8168079441541788,0.8662828916531111,0.7658368591206305,0.04413127718056726,0.8490609066109478
Class_1,19,0.8976076793699395,0.865214703993436,0.7642379196196253,0.022051429186520293,0.9047372114546125
Class_1,20,0.8483597667961857,0.9937169238275811,0.7651737640531922,0.0010902848569696792,0.9357998337663048
Class_1,21,0.8442952732212518,0.9459342767684848,0.8423361552752096,0.09789504568159625,0.9413066282581422
Class_1,22,0.9224932063567953,0.764193318908033,0.9057935863480081,0.08020072499685942,0.9443467908277252
Class_1,23,0.9699069890256133,0.8768834830375333,0.9867383062042273,0.021197557561258448,0.9303459238596227
Class_1,24,0.8411831076906554,0.9893113954409575,0.9033331316193601,0.1777349198746318,0.9286371916503597
Class_1,25,0.8379854199563219,0.8426793733509998,0.9534749452719348,0.0483758936054578,0.8611719146017155
Class_1,26,0.9177275262661936,0.9679912763136452,0.8231550119212637,0.2077186278464871,0.9522783548425673
Class_1,27,0.9600708434253906,0.9029679490111565,0.9093573003072539,0.22873045778472553,0.8845517968486744
Class_1,28,0.7859506190827443,0.9535397042732895,0.9804347876420841,0.24775322325843785,0.8134698107250056
Class_1,29,0.9986943722607657,0.7878801606591762,0.795477926112177,0.06558187476910099,0.8175511364548806
Class_1,30,0.9211110876914381,0.8391366182698268,0.7985344077945524,0.24307436264772672,0.9975238123526398
Class_1,31,0.8223483744151434,0.8789658853748699,0.8985223565178646,0.09046027010132306,0.9733581081154715
Class_1,32,0.8531938268826995,0.9549936195664744,0.7509345518847423,0.09384581184649918,0.8207358901580496
Class_1,33,0.9661679134271307,0.9416320405248731,0.8063568980506249,0.05287264126835997,0.9853237707273614
Class_1,34,0.7613471058555484,0.8274194648657414,0.7543484479043664,0.11853760761419155,0.8532649728325635
Class_1,35,0.758303425880559,0.9270899653406741,0.7712072363664262,0.20432130055908754,0.892161375003188
Class_1,36,0.9772280053854996,0.9771728076713905,0.9906406373122744,0.05770931000608988,0.9394570602619596
Class_1,37,0.9590750753001058,0.7600103222465535,0.9384314663781237,0.1305953278575695,0.8521252737172685
Class_1,38,0.8158274750507137,0.8388514951268708,0.8042850459900514,0.021457610025852048,0.8128613123755564
Class_1,39,0.7850134889197521,0.8769142428479405,0.7902931673222959,0.13805652737182336,0.9757617784274066
Class_1,40,0.8795065588106168,0.8966516612401755,0.8403992708014478,0.15858478595703174,0.833255832113948
Class_1,41,0.9069046179619513,0.896564758187623,0.8745856117392536,0.08460353875879643,0.9132444935515365
Class_1,42,0.9762128490724274,0.856758991794324,0.7657575604367788,0.23100199530194523,0.8097296969912474
Class_1,43,0.7888014893491749,0.8107087979911342,0.8615803069962328,0.10778093865646331,0.7784449971872298
Class_1,44,0.8088560733593755,0.8021622080561406,0.7707346997225717,0.02785236628058208,0.9453294412611808
Class_1,45,0.9940593152477577,0.8365844317186503,0.9625263921447391,0.2454355715182609,0.7767247107362165
Class_1,46,0.775996258132158,0.8854142893297431,0.8344508075474867,0.24541852376485132,0.7752375536138907
Class_1,47,0.8416544867569272,0.8635964539817926,0.7804701827973826,0.04841212787035982,0.9844719023132947
Class_1,48,0.7951833703978711,0.9720505647747001,0.9666680507372261,0.11231304779284519,0.9332006500713839
Class_1,49,0.7600530201910703,0.8984404797712473,0.7584757235594395,0.2477682845427548,0.9795035364777295
Class_2,50,0.39992828442870754,0.6147487741049417,0.4808446748170606,0.9778395361729938,0.14985244872704268
Class_2,51,0.4320091826296204,0.4965456007926221,0.5970920549501756,0.9873092379082844,0.09972935797272443
Class_2,52,0.5959347829274741,0.5444623856702113,0.3868956925539245,0.9724808288496593,0.13515531757820926
Class_2,53,0.61302923368699,0.4116728803101332,0.40919645569561436,0.8603017450189987,0.07695631587047859
Class_2,54,0.5862468967842143,0.49486635512782984,0.6061711413720433,0.8711020107355921,0.006636791777622792
Class_2,55,0.46045706538568587,0.5872791512813368,0.4819356502080321,0.9234920197140498,0.08784188232548557
Class_2,56,0.5669168138194649,0.5556441729252776,0.587182139969468,0.9788204322422012,0.09839942463809352
Class_2,57,0.5049782616549829,0.47164432744786006,0.40298811089273306,0.9100093774580809,0.1148734749912233
Class_2,58,0.4965843259281819,0.5539663176319674,0.40063792920119407,0.9558111906614097,0.07621513981671708
Class_2,59,0.40359007131016533,0.4866550463782449,0.5199383629639167,0.8527148204122185,0.10015152152933252
Class_2,60,0.5000408919853878,0.547068424853943,0.558044680333565,0.8705862204248247,0.22408462891119602
Class_2,61,0.5825720368921113,0.45884378606202914,0.5524915507340755,0.8919272130233583,0.15824006922303246
Class_2,62,0.5905895818858243,0.47114414284902656,0.518837501305061,0.8056072980324982,0.11857336096114839
Class_2,63,0.39612573817162744,0.4698099415345578,0.3745791304320211,0.8099889517519301,0.11287856617309892
Class_2,64,0.4908126202712235,0.383848434282808,0.41282088409461437,0.991320842604358,0.1954786328930364
Class_2,65,0.3942444438107185,0.5499513336851976,0.5510372105067127,0.8814917364880231,0.06283014204115296
Class_2,66,0.5111186090051405,0.375461507161423,0.6109889043518726,0.9294626265216831,0.21191809295724584
Class_2,67,0.37966672811468816,0.475811921589395,0.5438498599072371,0.8830011908488802,0.037087374530901225
Class_2,68,0.5500667628442508,0.48107933211416065,0.522078023256934,0.7996362817191598,0.052717393861468315
Class_2,69,0.5364254331254841,0.39590152744618584,0.38366163903054323,0.9840168988922476,0.0034738229406371447
Class_2,70,0.4626965541807675,0.464562606953215,0.42502377282302883,0.9391727017028192,0.03261015108050612
Class_2,71,0.47882690731041044,0.4621576046443404,0.5118460750127065,0.9045533790725293,0.1997088772003321
Class_2,72,0.6129552505634137,0.518143897183682,0.5254067456213893,0.9159761813364565,0.02049609130673373
Class_2,73,0.5827578507119636,0.5584079605868364,0.44887322913511174,0.9781926152427259,0.1574311748432768
