Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8
Class_1,200,0.810643569793417,0.820662404559583,0.401626997627577,0.498502641416468,0.190537360876894,0.489605016684687,0.173578605699524,0.054109785116945
Class_1,201,0.542312723450564,0.776910255663556,0.841736703051462,0.721424367875409,0.812810481173018,0.207099302254611,0.023124565912821,0.39105120671478
Class_1,202,0.025467487692353,0.579651705448133,0.904469101687321,0.360070846395683,0.526072575432399,0.000556847035211,0.066006073410509,0.639826719564892
Class_1,203,0.777711894610325,0.319673684932021,0.798215022666427,0.638906793796592,0.914703236047436,0.814555511912126,0.221383195222997,0.541829181377108
Class_1,204,0.932219021731247,0.968100142272676,0.780689090251835,0.582322384731844,0.360210470134666,0.005865576499449,0.539397858276739,0.577512195180086
Class_1,205,0.475313389292675,0.624860609877013,0.813627968320124,0.335785351044079,0.410925632592491,0.820240083664674,0.820097860409544,0.703107794411165
Class_1,206,0.8794232806718,0.802950796068047,0.979901313345037,0.865148145294474,0.498929438795918,0.52121882246254,0.980966222869212,0.763647194029159
Class_1,207,0.797827742114394,0.871942644579025,0.50071723371456,0.35233063683167,0.580724547914061,0.14410630135713,0.942060074226455,0.039024418867214
Class_1,208,0.181400516608538,0.810887973205879,0.710047704925202,0.107518802497339,0.504240113624975,0.063175953472056,0.49805260712242,0.48902667739422
Class_1,209,0.440767776796396,0.759997010454944,0.751606161577289,0.652139303473198,0.596563066659037,0.58929532522273,0.638494341231916,0.20890563845287
Class_1,210,0.836692519543006,0.897230796107765,0.480582197949184,0.524441279143722,0.609103544053069,0.574669781162978,0.985288335024673,0.484484758817042
Class_1,211,0.916657825281282,0.841960838762397,0.111217465904041,0.10636502962371,0.638416514008478,0.919434518229854,0.698357541873498,0.628907904024501
Class_1,212,0.107551527081941,0.837778995254097,0.407042867408863,0.589529147501899,0.345869564811455,0.024981051440407,0.656016707918385,0.644081659867659
Class_1,213,0.914348548989314,0.244427621312402,0.843034190591403,0.457189921937719,0.758268277716041,0.749443614010269,0.43325196239382,0.138470207993922
Class_1,214,0.349821565254459,0.409448202309991,0.454452850672333,0.121598583309461,0.425481439577174,0.101141683033986,0.051621176866495,0.291796977772949
Class_1,215,0.79828368273087,0.481010148481711,0.567153974046953,0.828690589893046,0.755365359939766,0.938084636142559,0.300428589519642,0.579593338977131
Class_1,216,0.408541431209925,0.344357219940556,0.185788665094199,0.647228447037071,0.760577288475303,0.640972874934652,0.53140590713813,0.348942375984274
