@RELATION generatedArff

@ATTRIBUTE Dimension_1 NUMERIC
@ATTRIBUTE Dimension_2 NUMERIC
@ATTRIBUTE Dimension_3 NUMERIC
@ATTRIBUTE Dimension_4 NUMERIC
@ATTRIBUTE Dimension_5 NUMERIC
@ATTRIBUTE Dimension_6 NUMERIC
@ATTRIBUTE Dimension_7 NUMERIC
@ATTRIBUTE Dimension_8 NUMERIC
@ATTRIBUTE class {Class_2,Class_1,Class_4,Class_3,Class_5}

@data
0.963283675051284,0.9297290987125644,0.9624474227540537,0.8416496537043581,0.7038877843583268,0.2799551404555105,0.11811720675536651,0.10551102689727893,Class_1
0.9220160526053077,0.9119371536023332,0.8679849661806515,0.7525981511769124,0.664579385648353,0.2742321435742151,0.0979380302111204,0.09618356787701762,Class_1
0.9446109479438055,0.8709085561594323,0.8968048831439308,0.8273234162871665,0.6862545995234094,0.19336376204292513,0.08426192000617753,0.052498406767698604,Class_1
0.9074928683817666,0.905657631954087,0.890524944989075,0.8482222477138561,0.6437186188183239,0.26560846630061313,0.052408278580580565,0.10388067583149743,Class_1
0.9930756595995865,0.9723802708140104,0.8779492703241958,0.8144566809445464,0.6432141851849875,0.2542019810244605,0.06223860225506632,0.004743632259216617,Class_1
0.8933246936727889,0.8583717039958556,0.9317856510289753,0.7985753503187711,0.64972354018592,0.21608031225749413,0.037069012701042,0.0554396364280657,Class_1
0.9976451212550919,0.8810956031939804,0.9747213902277408,0.8116719317876093,0.6540986489453084,0.1365337546922435,0.11904046029216112,0.1168785096507955,Class_1
0.8651696547306834,0.9014286311151275,0.8814011652992302,0.8955380011430771,0.6612247306526764,0.27702664314692904,0.12725520695033066,0.03310234738946072,Class_1
0.9459292581273155,0.8694108226931081,0.873947090844067,0.772799464497009,0.5873459677491841,0.15317531759975117,0.10583663488618751,0.04893633956550809,Class_1
0.9940090311494267,0.9925352879969479,0.9781824008870922,0.8626486324446286,0.5829552380762334,0.2544208777915978,0.010039353948241877,0.14912056485373817,Class_1
0.8952243088625156,0.8948315162243234,0.9546349453166209,0.8469684702984235,0.7135482016852206,0.14256760216305706,0.08536279318366588,0.04694856087237879,Class_1
0.9218343115376548,0.895668214776362,0.9018259116146308,0.7910288335457388,0.6404982896622448,0.27803899786649977,0.05309961329640911,0.023814246028263677,Class_1
0.8870468408912604,0.8972140864109089,0.8641364457107157,0.7904590849914463,0.6396841875550077,0.14280186300083586,0.047416760027110066,0.07282776629328579,Class_1
0.9855976794478586,0.9881118396903471,0.8779811730129113,0.7550191969578549,0.6072074620527969,0.21884923190891037,0.09031750629820036,0.060021427544616784,Class_1
0.9165871945726303,0.8835538075854094,0.9196218479819477,0.8094560152778756,0.6503719557884656,0.1991430289332134,0.06525376796619145,0.09088022199561441,Class_1
0.9636538638869903,0.9252473560071683,0.8584948960477513,0.8219504208114955,0.6473416264614985,0.26160848276987825,0.06438532757217481,0.14275066136019843,Class_1
0.9157783733071794,0.987455515854194,0.9086139905656966,0.7669176169218354,0.6866775435592575,0.21015367652908273,0.14578847506836792,0.12338328418717343,Class_1
0.9611240397011261,0.8734658841095562,0.9064065323708511,0.7935018564817482,0.7044279272027214,0.21457453308759197,0.08652069458776791,0.02445292853285623,Class_1
