@RELATION generatedArff

@ATTRIBUTE Dimension_1 NUMERIC
@ATTRIBUTE Dimension_2 NUMERIC
@ATTRIBUTE Dimension_3 NUMERIC
@ATTRIBUTE Dimension_4 NUMERIC
@ATTRIBUTE Dimension_5 NUMERIC
@ATTRIBUTE Dimension_6 NUMERIC
@ATTRIBUTE Dimension_7 NUMERIC
@ATTRIBUTE Dimension_8 NUMERIC
@ATTRIBUTE class {Class_2,Class_1,Class_4,Class_3,Class_5}

@data
0.8731231195574316,0.9985115126547927,0.988935888825451,0.8098176099643088,0.6876942130937835,0.1833936541954734,0.08060392181145064,0.042780263183304613,Class_1
0.8715587042536714,0.9182454656413583,0.9615444364058019,0.8443185229672335,0.661055236962308,0.16010539900108808,0.0896247768001699,0.10064775620035708,Class_1
0.9613117482127667,0.9301754291944733,0.8763452603837428,0.8991250589662402,0.6134088511063207,0.1644065670284492,0.11425035444172835,0.03610396100806248,Class_1
0.9985998604311759,0.8618773384552336,0.910793190565529,0.8735199891086279,0.6758431184735656,0.13286749259114491,0.04791067856247357,0.11607107082759999,Class_1
0.8666304361861618,0.9785267361951596,0.9597723459308268,0.8036648365104789,0.6401575350888686,0.19179151015074336,0.1465921063805949,0.015243571073073997,Class_1
0.8588150054461627,0.9480777331244948,0.9648373711398208,0.7622874692126578,0.5929228972111127,0.16311468354670405,0.08753022095968802,0.04095891719245116,Class_1
0.9506852396016592,0.9475867695092741,0.9959546033723117,0.8643340410394111,0.6227463715955797,0.2802470886067834,0.1293045146539753,0.06112266702755894,Class_1
0.9203784343835462,0.8533147993705911,0.9109757037216507,0.7530395829739011,0.6539437171626981,0.17508352630552237,0.11144793803592264,0.11668650510956102,Class_1
0.8995336261500543,0.9537884994366773,0.9306972465307168,0.791824349194783,0.708768568312445,0.1731856992931002,0.12206240122706923,0.040681049654590594,Class_1
0.9040898923842342,0.9379426374523834,0.9012438736473837,0.7510705041028707,0.6100207651063578,0.20042495023021628,0.03618975159417957,0.026048835274181364,Class_1
0.8693054692414963,0.9081998488761602,0.930694515635271,0.8394680067589478,0.6617694572648822,0.24923559407886403,0.09079547311101215,0.03819155344471388,Class_1
0.9995390796463053,0.8747775940836513,0.8667994228448299,0.8153521826532099,0.702623411773644,0.1797484875030292,0.09289009451129329,0.09676163566014714,Class_1
