ObjectID,d6,d7,d4,d8,d3,d5,d2,d1,d9
1,0.1742724817016116,0.12200965098725089,0.20037728419161152,0.2330690747214666,0.1843137255342528,0.03883475891267262,0.5060544915761719,0.1563937975528365,0.15581222474543746
2,0.15087453007532015,0.1442282823825645,0.09724768945262152,0.10979079404776895,0.6209150318720318,0.01773299895205705,0.6200807276721274,0.08416759362254356,0.09930972200435498
3,0.2664960612610212,0.1630915229946176,0.23487136622839727,0.26655889106696806,0.2431372557170103,0.06775965945666405,0.6362260337239085,0.16643651738969223,0.19187117040022716
4,0.2317439394135152,0.18870319933839486,0.1130419113301325,0.11598611392249777,0.6601307180363999,0.030570170367914165,0.6604439971377897,0.10270671116054875,0.1330360552506102
5,0.15230812675543068,0.14346222591874147,0.1008483612070433,0.11463629378076326,0.5816993457076639,0.018462446446787482,0.5443995967013091,0.09634084757137559,0.10817488747946719
6,0.11861999491830433,0.09760652549216634,0.09482538487196931,0.11850695992072728,0.30718954255708797,0.013790093172527575,0.398082745610985,0.10636743704115684,0.10983071011111087
7,0.08827414706513693,0.06478053891366646,0.052680327627896935,0.07579880230069116,0.22352941169862078,0.006416596832803088,0.38092835449813506,0.06950505791620318,0.07406856739900369
8,0.10827601568075054,0.07319350977325068,0.0688643932816175,0.09314495463566402,0.47581699437455804,0.009665776705901572,0.4091826437022599,0.06402572984797925,0.07454518990249862
9,0.26310203018667105,0.17871568555640177,0.15802200951863848,0.17569764795491022,0.5464052279724916,0.04652790707872481,0.5802219992915963,0.1360771227289581,0.1725849607525559
10,0.20827729565043065,0.16604168152853782,0.1463158506032034,0.16460168511141793,0.614379085114176,0.034617730225600614,0.5988900107690338,0.11865035224323323,0.15633400965435634
11,0.24575082213304572,0.13910332398122496,0.22625878712876393,0.25942228539246626,0.6810457521553249,0.060501793752929224,0.8829465202840632,0.11383018168335188,0.13838982978607572
12,0.265771938845706,0.16093144264555115,0.19127134201492427,0.21941845228052378,0.2196078432694251,0.05589714226536468,0.6210898098423899,0.1472005932517612,0.1723006941249378
13,0.23858008404536324,0.1700951801810342,0.09700568350250946,0.10052743332963943,0.23790849718727902,0.02757334992026045,0.5782038349510713,0.1245013560252132,0.14448009155328362
14,0.24189137929164262,0.15797866453870615,0.14667445851527183,0.16677979625878442,0.5960784311963221,0.04010313437641009,0.773965692148614,0.09786517578791248,0.1250574195139272
15,0.18740662098202782,0.13287213854021682,0.22441792490264853,0.25813298469839346,0.37516339969877255,0.04624470964823849,0.6296670025080086,0.14188683926585094,0.15023265438285807
16,0.2420906377021228,0.14564705860658145,0.21655469000477431,0.24903259017398405,0.5058823535799991,0.05725249567563319,0.9999999999999999,0.10641453466814979,0.12720785830956113
17,0.14047533301515602,0.08588815856396079,0.05821400590352186,0.07711312296659958,0.19607843269425096,0.010854758711503569,0.564076690349009,0.06173375836114201,0.07364403134222436
18,0.18282753196110665,0.10133628387252656,0.07421050320995448,0.09290125006793082,0.43660130633777905,0.017023876002849013,0.5136226049623343,0.07304412309974045,0.09456606134070841
19,0.14337464001903058,0.06454552560297541,0.20077548115056196,0.2396839056198902,0.6614379081369354,0.03230837817226638,0.6135216964562274,0.08231368186874305,0.12185162649657988
20,0.1651923688230901,0.06726217660414648,0.16787163606250768,0.20375003698022684,1.0,0.03136762983788708,0.5615539849233527,0.0709954933629959,0.11564954712890607
21,0.1201327298446078,0.2069334293980149,0.11979465050824076,0.11857276670806273,0.48888888976268075,0.017112469865435707,0.5211907154576905,0.1472005932517612,0.15078580477632905
22,0.020595638795268413,0.014714171999165405,0.01063981640090695,0.03698869870507138,0.30065359579923223,4.6762407790232547E-4,0.12008072622672425,0.04004449388209121,0.033248669576676985
23,0.007842030094364016,0.0,0.008570138062136669,0.03741268332521856,0.2941176471689654,6.669712968139464E-5,0.022199796182549865,0.03480041312569521,0.027338240792112715
24,0.1111138335281363,0.07984295406496424,0.04144045244573021,0.05669586676717336,0.277124183351647,0.00668285524514993,0.5105953584515468,0.052651093807934736,0.060397402410660876
25,0.08593453202163744,0.08343977344050127,0.046829343938605196,0.06287989494514078,0.2941176471689654,0.005709141230173214,0.3168516655945292,0.0925682042269188,0.09299836223135491
26,0.024652237130924817,0.004724174530271897,0.04684556489210168,0.07810454617560844,0.2496732024748661,0.001797500856514639,0.07971745676106201,0.05201853010752688,0.05002958727231877
27,0.039325475226627535,0.022278362598076727,0.03697678538831416,0.06647473477361648,0.13725490251149344,0.002262834201800989,0.1685166501636802,0.05817024286243975,0.05142830253218266
28,0.060465138024504705,0.02290934610670582,0.035950360280554754,0.06591842587465604,0.09542483801846538,0.0033396877686785436,0.16094853677751775,0.05450500556173526,0.05532177703420064
29,0.022294504041734015,0.006322788137713271,0.021717897436682412,0.05087663835489071,0.3437908503927959,8.622477192309953E-4,0.07315842554516203,0.03596588802373007,0.03357469346949494
