Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8
Class_1,200,0.000178126457434,0.003509197859085,0.998808860116431,0.302930723911326,0.460955425143593,0.568172867116281,0.087522591347985,0.522479824506838
Class_1,201,0.001590981826006,0.004544003567873,0.996549911171608,0.496809271356703,0.354894325231184,0.756337552120878,0.306588289049773,0.542769613491046
Class_1,202,0.004379421149349,0.006278526376649,0.989772587531787,0.47450059219498,0.58151405170618,0.288556818145375,0.026960877368458,0.101406782203678
Class_1,203,0.006738763996055,0.007156287531311,0.983810694526952,0.812952246053535,0.562107667877122,0.02531198008512,0.164221606847538,0.42331562554925
Class_1,204,0.012309372922373,0.007864190723613,0.983746472992056,0.567489843188622,0.486534132869641,0.072863428335307,0.225271820965679,0.107264454093588
Class_1,205,0.014226315372335,0.008059409199409,0.983181682893052,0.154720124748316,0.119365157328604,0.943540538097769,0.994259502789715,0.369603693250479
Class_1,206,0.020684196044023,0.010125046398705,0.980867380286944,0.343341750209448,0.6345094074673,0.299750751015871,0.47977669146745,0.272432099503831
Class_1,207,0.02084197843887,0.013688851161722,0.978199510502621,0.392341123050571,0.303747311137685,0.060649181071857,0.111466082684266,0.555708175351766
Class_1,208,0.02196547610488,0.013811532838529,0.975977142104054,0.962435222659689,0.660217003544739,0.653165661975102,0.41448352448542,0.550698098848026
Class_1,209,0.022249896738285,0.020845633166,0.973985271543678,0.608449977120697,0.391716178754503,0.375708798401847,0.155313424072805,0.232153375113319
Class_1,210,0.024815289445186,0.02089464407432,0.970974341237928,0.449998456538846,0.456905015017456,0.78530151793666,0.906841246803063,0.26401004512921
Class_1,211,0.027714433882166,0.024027354910382,0.961387206526246,0.06809648216874,0.617204504990954,0.953626431425209,0.317380727231031,0.8046900711139
Class_1,212,0.033614323347843,0.024722936324706,0.960411451950642,0.376711652873825,0.895930893836517,0.56777765460139,0.518521437672823,0.016998088602457
Class_1,213,0.035788783297172,0.028357877778212,0.957413999349747,0.804566886306854,0.279279172800701,0.996074766069768,0.646428357134418,0.373263612000079
Class_1,214,0.037975909262856,0.045544374589335,0.956318328073285,0.898360004035897,0.255645127136578,0.280663467033725,0.023507112531769,0.114968956321581
