id,d1,d3,d4,d2
1,0.2222222222222221,0.06779661016949151,0.04166666666666667,0.625
2,0.16666666666666674,0.06779661016949151,0.04166666666666667,0.41666666666666674
3,0.11111111111111116,0.05084745762711865,0.04166666666666667,0.5
4,0.08333333333333326,0.0847457627118644,0.04166666666666667,0.45833333333333326
5,0.19444444444444442,0.06779661016949151,0.04166666666666667,0.6666666666666667
6,0.3055555555555556,0.11864406779661013,0.125,0.7916666666666665
7,0.08333333333333326,0.06779661016949151,0.08333333333333333,0.5833333333333333
8,0.19444444444444442,0.0847457627118644,0.04166666666666667,0.5833333333333333
9,0.0277777777777779,0.06779661016949151,0.04166666666666667,0.375
10,0.16666666666666674,0.0847457627118644,0.0,0.45833333333333326
11,0.3055555555555556,0.0847457627118644,0.04166666666666667,0.7083333333333333
12,0.13888888888888884,0.1016949152542373,0.04166666666666667,0.5833333333333333
13,0.13888888888888884,0.06779661016949151,0.0,0.41666666666666674
14,0.0,0.01694915254237289,0.0,0.41666666666666674
15,0.4166666666666665,0.033898305084745756,0.04166666666666667,0.8333333333333333
16,0.38888888888888884,0.0847457627118644,0.125,1.0
17,0.3055555555555556,0.05084745762711865,0.125,0.7916666666666665
18,0.2222222222222221,0.06779661016949151,0.08333333333333333,0.625
19,0.38888888888888884,0.11864406779661013,0.08333333333333333,0.7499999999999998
20,0.2222222222222221,0.0847457627118644,0.08333333333333333,0.7499999999999998
21,0.3055555555555556,0.11864406779661013,0.04166666666666667,0.5833333333333333
22,0.2222222222222221,0.0847457627118644,0.125,0.7083333333333333
23,0.08333333333333326,0.0,0.04166666666666667,0.6666666666666667
24,0.2222222222222221,0.11864406779661013,0.16666666666666669,0.5416666666666665
25,0.13888888888888884,0.15254237288135591,0.04166666666666667,0.5833333333333333
26,0.19444444444444442,0.1016949152542373,0.04166666666666667,0.41666666666666674
27,0.19444444444444442,0.1016949152542373,0.125,0.5833333333333333
28,0.25,0.0847457627118644,0.04166666666666667,0.625
29,0.25,0.06779661016949151,0.04166666666666667,0.5833333333333333
30,0.11111111111111116,0.1016949152542373,0.04166666666666667,0.5
31,0.13888888888888884,0.1016949152542373,0.04166666666666667,0.45833333333333326
32,0.3055555555555556,0.0847457627118644,0.125,0.5833333333333333
33,0.25,0.0847457627118644,0.0,0.8749999999999998
34,0.33333333333333326,0.06779661016949151,0.04166666666666667,0.9166666666666667
35,0.16666666666666674,0.0847457627118644,0.0,0.45833333333333326
36,0.19444444444444442,0.033898305084745756,0.04166666666666667,0.5
37,0.33333333333333326,0.05084745762711865,0.04166666666666667,0.625
38,0.16666666666666674,0.0847457627118644,0.0,0.45833333333333326
39,0.0277777777777779,0.05084745762711865,0.04166666666666667,0.41666666666666674
40,0.2222222222222221,0.0847457627118644,0.04166666666666667,0.5833333333333333
41,0.19444444444444442,0.05084745762711865,0.08333333333333333,0.625
42,0.05555555555555558,0.05084745762711865,0.08333333333333333,0.12499999999999989
43,0.0277777777777779,0.05084745762711865,0.04166666666666667,0.5
44,0.19444444444444442,0.1016949152542373,0.20833333333333331,0.625
45,0.2222222222222221,0.15254237288135591,0.125,0.7499999999999998
46,0.13888888888888884,0.06779661016949151,0.08333333333333333,0.41666666666666674
47,0.2222222222222221,0.1016949152542373,0.04166666666666667,0.7499999999999998
48,0.08333333333333326,0.06779661016949151,0.04166666666666667,0.5
49,0.2777777777777777,0.0847457627118644,0.04166666666666667,0.7083333333333333
