id,d6,d7,d4,d8,d3,d5,d2,d1,d9
1,0.28144145212107546,0.12200965098725089,0.28815770826866866,0.31138205260003304,0.1843137255342528,0.16925527912216792,0.506054491576172,0.15639379755283653,0.15581222474543746
2,0.24365491566928377,0.1442282823825645,0.13984954152933732,0.14668133405531145,0.6209150318720318,0.0772865281345703,0.6200807276721275,0.08416759362254357,0.09930972200435498
3,0.43037797897587005,0.1630915229946176,0.33776281030731453,0.356124701393412,0.2431372557170103,0.2953199761159903,0.6362260337239086,0.16643651738969226,0.19187117040022716
4,0.37425501830215285,0.18870319933839486,0.1625628286091158,0.15495832842452265,0.6601307180363999,0.13323535058035593,0.6604439971377898,0.10270671116054877,0.1330360552506102
5,0.2459701035145862,0.14346222591874147,0.1450275801736266,0.15315495847131688,0.5816993457076639,0.08046571200959307,0.5443995967013092,0.09634084757137562,0.10817488747946719
6,0.19156543416626765,0.09760652549216634,0.13636608411296686,0.15832619780897592,0.30718954255708797,0.06010198426325771,0.3980827456109851,0.10636743704115686,0.10983071011111087
7,0.142558388405229,0.06478053891366646,0.07575830035495065,0.10126777511439379,0.22352941169862078,0.027965743018842484,0.38092835449813517,0.06950505791620319,0.07406856739900369
8,0.17486041849826348,0.07319350977325068,0.09903221230589936,0.12444236627468222,0.47581699437455804,0.042126790022534756,0.40918264370226,0.06402572984797926,0.07454518990249862
9,0.4248967863929545,0.17871568555640177,0.2272476159291457,0.23473339104546165,0.5464052279724916,0.20278467332032407,0.5802219992915965,0.13607712272895814,0.1725849607525559
10,0.3363575474415573,0.16604168152853782,0.21041327295803844,0.21990910047877285,0.614379085114176,0.15087601303475445,0.5988900107690339,0.11865035224323325,0.15633400965435634
11,0.39687544221408144,0.13910332398122496,0.32537726937314476,0.346590142052242,0.6810457521553249,0.26368769308111395,0.8829465202840634,0.1138301816833519,0.13838982978607572
12,0.4292085570333474,0.16093144264555115,0.2750626738696993,0.29314471742371867,0.2196078432694251,0.24361903308143204,0.62108980984239,0.14720059325176124,0.1723006941249378
