Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8
Class_1,0,0.002790483233740537,0.05135276937249056,0.9513139224986916,0.9738046734923828,0.5434558174142625,0.7906297513577984,0.8821564305507635,0.3362200363532645
Class_1,1,0.08480325779672593,0.036212127277649,0.08623442262090797,0.7113313116097282,0.9065205316048645,0.532275294308518,0.6303875996049507,0.9806760305745079
Class_1,2,0.4476627840771622,0.9029887559407177,0.9781440404998836,0.21884335581416448,0.4486793886733862,0.9089868722713927,0.856071933759055,0.7410721967423073
Class_1,3,0.5986439518457367,0.8076574685337915,0.9819760490032543,0.14854706916842308,0.005398840860489029,0.08470327070008898,0.5344217978078287,0.8252861978521678
Class_1,4,0.9182431716906305,0.8984743965864033,0.802705425940535,0.9698988936016061,0.5407322416307723,0.31493997014837083,0.32321185203871117,0.9350893853417062
Class_1,5,0.8855798161758077,0.30532578575100755,0.8821973157033073,0.3942177151823242,0.6793710503368484,0.358866477386916,0.5953634697897233,0.5600847969903366
Class_1,6,0.1944201080415353,0.023326073719791895,0.5251687671989808,0.44072351713463254,0.24660030601691751,0.1929650168438588,0.3984547046138147,0.30638390674132765
Class_1,7,0.1392242825142055,0.5384028194482952,0.279188389337661,0.4498134035375019,0.8082940377820235,0.7704863360700539,0.7033308474549098,0.7154682442039124
Class_1,8,0.2922555743732508,0.22453646413483996,0.36966636913328854,0.605591433446029,0.24816296756927936,0.39212791477334097,0.2913610534688479,0.8962519869892768
Class_1,9,0.9264809927434053,0.47973590248960996,0.10054238793347448,0.03229999434534325,0.14368984782580063,0.7460771915603102,0.8138098343096222,0.4597255354123396
Class_1,10,0.6448408463992867,0.6181583641952323,0.2191697051103545,0.5141765950198238,0.09904860597258913,0.484435864828323,0.3092065404868375,0.45151379215546095
Class_1,11,0.22824283206145302,0.2511931564383939,0.5541041115972783,0.7999401282143502,0.9218618419731208,0.32154761467377546,0.98943944277324,0.43463307765601766
Class_1,12,0.9224800485566043,0.8058833768629353,0.03474010113149828,0.049213522457009384,0.9819975058398471,0.6761160991218366,0.9088028766772707,0.9942659642922045
Class_1,13,0.7581672970781046,0.8743831126878278,0.6715722258450149,0.31309728944726756,0.5231805284092899,0.7601242101951565,0.3061132764685578,0.5895852008732327
Class_1,14,0.1451381618562272,0.7203127034933046,0.7800390363930545,0.9360869544698839,0.8521013779632186,0.9317087564575257,0.7435778418590068,0.3319331703465247
Class_1,15,0.13455481813937553,0.5793627119618708,0.7121779231261818,0.6045747859387403,0.5864462647539103,0.7894159901448067,0.4672763447514625,0.5058046702224882
Class_1,16,0.03344356339487553,0.8534353349987185,0.5433071987445846,0.1320889513332245,0.20354119673741544,0.3271917445592466,0.14594889914336018,0.9749417681060866
Class_1,17,0.26885894496172935,0.45464603245906354,0.6647101068561218,0.28189268400209855,0.33974822784583303,0.17717786342841835,0.3199720467965932,0.12787189886082084
Class_1,18,0.9016710538278867,0.8950126139618674,0.3464806080245245,0.2983261488321528,0.1428832057262075,0.7542089940172315,0.36683494930475624,0.4025490004444431
Class_1,19,0.10119072603804213,0.09216026274061206,0.3134557167951889,0.11157272394598095,0.002535474763594392,0.46633242963936816,0.4878032866144506,0.9228122303416258
Class_1,20,0.009431994911143438,0.24934533790329727,0.8822448705031575,0.7924787687931885,0.08596884568016139,0.26710927631601256,0.48549367209660343,0.11406817074153541
Class_1,21,0.25854227650600614,0.2145703750596203,0.10297628499244704,0.3916006224054406,0.6596091375372566,0.7691445050376041,0.26487020495373026,0.21357682480493978
Class_1,22,0.17877015965467857,0.4081186747683577,0.7427999382278296,0.6222487156344578,0.4689249210081313,0.7903034623009851,0.4156619855955611,0.28328869448138305
Class_1,23,0.9886647327962035,0.34402215729274355,0.7552726971121437,0.7795201522218024,0.858976223630968,0.27830416258662394,0.5019087651381422,0.6208603841352904
Class_1,24,0.7486407507465741,0.04716107512449608,0.8577067058966441,0.6269601049182033,0.3934257975672001,0.6059201011585068,0.22075551850707575,0.4742748293272664
Class_1,25,0.6880391437275698,0.7958752160951293,0.9336542582657997,0.864971416126313,0.5851360835009686,0.24238494304024105,0.9778822635630692,0.17235518026697172
Class_1,26,0.006089811456307048,0.06511635946885119,0.9918268929546135,0.07108413938921809,0.14428763105240217,0.11951783796485282,0.7548105897195522,0.9185392835286982
Class_1,27,0.8057466165901314,0.4640761603919161,0.39899830374125844,0.7399204151507371,0.09119272343059603,0.43114678441664755,0.21939774082856223,0.06991052907609574
Class_1,28,0.10773868409859966,0.6869382883162518,0.5580886050606223,0.05427475293958772,0.32161685500843495,0.2814535459370845,0.8507209229366549,0.4540556438263713
Class_1,29,0.8789706547485375,0.4527471182629542,0.020167526909021904,0.28847470158455835,0.11161147830324603,0.8920215979483794,0.7043834267002537,0.35143924285297945
Class_1,30,0.01941830965444935,0.5751288758095742,0.35427538759817834,0.08676444159763363,0.7335472603124297,0.7282916841099834,0.15754362144562073,0.8085483098019242
Class_1,31,0.9061700270245104,0.9382501571088242,0.6508685772301778,0.38029563776079567,0.13750662809626057,0.0855454563764636,0.1789471863474359,0.6452010226282616
Class_1,32,0.06712433956656993,0.5027289174476433,0.4595358129748821,0.7187531380038092,0.7781847526533237,0.035381044700205755,0.699264235038935,0.41145435339744796
Class_1,33,0.359592021462635,0.19497237746826335,0.5055395609272627,0.6745865864398901,0.023722744546655572,0.2503068992233989,0.5063426500545233,0.9293375745099349
Class_1,34,0.5481358861229314,0.1858357117288122,0.6367577246928311,0.8229221475311284,0.3994611496728795,0.34955128492476084,0.09408306052085413,0.04499425311774474
Class_1,35,0.5018205660488813,0.35452448290182637,0.007922497826753805,0.22096380014269335,0.15794424913874083,0.2561126560793101,0.1492242097047085,0.1098974644079912
Class_1,36,0.3145374715943723,0.007093331857257357,0.533884496024165,0.5387395146614313,0.6915322599794554,0.33905296537746443,0.5823040878369451,0.11464024616495083
Class_1,37,0.6266707368445672,0.7007464346289652,0.6644104541508341,0.4528384787053712,0.593549311007185,0.8795964963144883,0.42122701467547363,0.38736206711502263
