@RELATION generatedArff

@ATTRIBUTE Dimension_1 NUMERIC
@ATTRIBUTE Dimension_2 NUMERIC
@ATTRIBUTE Dimension_3 NUMERIC
@ATTRIBUTE Dimension_4 NUMERIC
@ATTRIBUTE Dimension_5 NUMERIC
@ATTRIBUTE class {Class_1}

@data
0.7351505397717987,0.09785488032198209,0.8643537121789684,0.3573499880769946,0.3768832571400961,Class_1
0.6569755860477321,0.42685830534811287,0.49640158195430073,0.6746677710886554,0.9441384484083278,Class_1
0.7773175439314155,0.6256702202117735,0.09269859680330805,0.742871638331207,0.7893232201289706,Class_1
0.882084718772444,0.04625553161833096,0.6667232472420045,0.8450189936650386,0.6607233688107129,Class_1
0.3576483699350098,0.21146407016621394,0.4796148043666234,0.3300954744643604,0.10041829995979157,Class_1
0.07139542800770238,0.9174607917106553,0.964553302105086,0.6617989450869611,0.33863786619102043,Class_1
0.707729394804992,0.6052334063806287,0.2667321348356414,0.9171905885379517,0.36150649634992527,Class_1
0.5205502048428533,0.992685278171426,0.03197721767750028,0.40136190130930827,0.4156864143910902,Class_1
0.7883527048678673,0.7073506953544377,0.5454889779285199,0.31687038083453056,0.28120182851815767,Class_1
0.8864919243041275,0.0825946161428539,0.884638107458986,0.7604339284830093,0.973231350173089,Class_1
0.5743030558248038,0.4544241036635719,0.6611064382969865,0.3226282888439497,0.1320700437399286,Class_1
0.3771518967624802,0.8045367165245364,0.4226699855470569,0.582816119593555,0.3528895183674672,Class_1
0.9770204627650548,0.5870195109955552,0.44127109174671963,0.8158805589037375,0.49539458245538925,Class_1
0.0987632817842996,0.2865900407683686,0.008947738324563859,0.9481163704728776,0.0028285698360834832,Class_1
0.8080006613039796,0.02188592221311969,0.7929598082336601,0.27375023813223676,0.35749430792358505,Class_1
0.6875864606725853,0.9663087661213597,0.8647390324487159,0.3121239807581364,0.428164250918995,Class_1
0.16887656007997986,0.43578929863353477,0.1442393416713449,0.9976843366677468,0.6040017662098158,Class_1
0.2658769926916442,0.9203054283284824,0.5417126974259622,0.5120399266692052,0.4251549841533926,Class_1
0.916320266037799,0.8748516824638628,0.3442143865579399,0.7771133837946425,0.302799094384837,Class_1
0.5131660481994829,0.2586240906528864,0.07827532731649944,0.503125415290409,0.30606987436515176,Class_1
0.9039094813331991,0.8740107864657615,0.7675259395850048,0.8762245517634476,0.10025617884678018,Class_1
0.5663672874536685,0.5843827009029942,0.5016342679571878,0.03677953223128261,0.7944034943661638,Class_1
0.01473622355027171,0.8630899329043933,0.7469880850939611,0.5225423297934237,0.5604716245789075,Class_1
0.9670031865717892,0.3631924475033572,0.5371974774686779,0.9995814139396383,0.24028385835337474,Class_1
0.23674472127264024,0.9718476000094296,0.02928962955156933,0.9609329023610743,0.7879463866390524,Class_1
0.7002188492474646,0.1678060742944899,0.0044347382233859145,0.4500375743256997,0.9033508814278767,Class_1
0.3196388176605892,0.6647402297677142,0.6174987120373763,0.4840334633208494,0.3282232515417578,Class_1
0.8356012345497855,0.20134888355100677,0.7617645649895409,0.17188115839723173,0.23308044328471533,Class_1
0.7128937420973327,0.6410782401927182,0.2368391675205922,0.16874597934589464,0.22931909318454047,Class_1
0.5296590190058635,0.6880045950679833,0.889162536215196,0.7326365639805362,0.38062474534452795,Class_1
0.2972616158916417,0.8475150262304814,0.29642611540470587,0.7377389606380648,0.5632083126905271,Class_1
0.40777079904457925,0.7244590187289698,0.3208868127379072,0.03225900379647173,0.9659931582326619,Class_1
0.8686206369371597,0.2527293509867168,0.8820513897137197,0.5649107744514225,0.3982551174345138,Class_1
0.1612391264585208,0.9706545687743533,0.4449961760024287,0.35309149965474385,0.34218994507284883,Class_1
0.84765546161403,0.7297223332031324,0.21951724284101826,0.28514762191328813,0.6305333709036253,Class_1
0.7026752141141959,0.22702279466614328,0.432326160656056,0.1988742032301073,0.014265186980639943,Class_1
0.40936416359958516,0.24595115958328906,0.6133733648469498,0.32274747548611815,0.6277388025208703,Class_1
0.37829265281984215,0.9905014865663874,0.7345499832095483,0.22244716391676056,0.33475551941379666,Class_1
0.24358806087396012,0.8577903309675508,0.9642901612237748,0.38149255047133224,0.9203303158648375,Class_1
0.5749405746491519,0.637096879870257,0.3662615277550175,0.2900824225136741,0.28444881171392566,Class_1
0.7655984497912024,0.29139843563499845,0.17489331038238465,0.1450751173525432,0.2502108155804723,Class_1
0.9471167483801017,0.9689346492054345,0.15519087968782053,0.9816661037569082,0.8136864932663803,Class_1
0.5413189118826713,0.23045119164865602,0.597012905282763,0.11258073791584311,0.9203626746682498,Class_1
0.3671490686932116,0.6536953689602379,0.08132661402495978,0.3624554309719723,0.4475237706015811,Class_1
0.4252106679345602,0.6514812098399538,0.8844100192992589,0.2737962225868382,0.2952150102444321,Class_1
0.3407302447196362,0.12971255934874903,0.43163446204784517,0.7317057693393819,0.3091377982286273,Class_1
0.8335190522069472,0.4944681559189348,0.3787033498926985,0.7376526942847866,0.4000791362636954,Class_1
0.8786671685848666,0.04711710559415816,0.6521104717780183,0.8195809355669736,0.37916132236596367,Class_1
0.29791903468364467,0.7402013791766973,0.36012613217648315,0.1291741410954942,0.23081972956737418,Class_1
0.8508201421935075,0.35115087611329,0.19109583892130544,0.8955239040948935,0.25150968734236123,Class_1
0.02417601087013388,0.21276669307585905,0.97971717048977,0.6215453801609476,0.6872241573650294,Class_1
0.42464266665510475,0.9156872678794649,0.08324440160420343,0.8134018678915982,0.26426930680984495,Class_1
0.3799507397828723,0.5268930142791445,0.4995359248273057,0.56662712258274,0.013614818386812444,Class_1
0.891495953039845,0.8212484774227562,0.6365288351876612,0.7616037099696742,0.15095789986339092,Class_1
0.7711440805663105,0.9630564974340292,0.099560447966351,0.4163446980585719,0.4995602484635603,Class_1
0.6701377085654837,0.20118969340904602,0.04758103725571916,0.5358308095128009,0.07471087274753463,Class_1
0.15614355785785972,0.3510351820507953,0.1642731855070575,0.7164013988692597,0.6466556191644708,Class_1
0.5377287588676555,0.20164173042138211,0.6039946484071094,0.40019090459608897,0.45557352919448313,Class_1
0.8640708637856488,0.4635084753190275,0.7918843302229623,0.5208786769559691,0.43195258137683057,Class_1
