@RELATION generatedArff

@ATTRIBUTE Dimension_1 NUMERIC
@ATTRIBUTE Dimension_2 NUMERIC
@ATTRIBUTE Dimension_3 NUMERIC
@ATTRIBUTE Dimension_4 NUMERIC
@ATTRIBUTE Dimension_5 NUMERIC
@ATTRIBUTE Dimension_6 NUMERIC
@ATTRIBUTE Dimension_7 NUMERIC
@ATTRIBUTE Dimension_8 NUMERIC
@ATTRIBUTE class {Class_1}

@data
0.7564006462932802,0.5068879090448994,0.09656384403393303,0.9237749008180137,0.2056545538529263,0.30279492579669476,0.5706832656749646,0.8597532957219196,Class_1
0.3034748489703182,0.5803456784977246,0.9462062961740096,0.8698682447022904,0.6208649945914281,0.5341801432524951,0.6489501274832348,0.31927359293329605,Class_1
0.8528752571830567,0.6069413769252016,0.21965265618966534,0.5433131558601413,0.016904933259680788,0.5845050503606252,0.7015640975805619,0.011410079640816195,Class_1
0.28428490781199156,0.7374014517555555,0.9794870151369665,0.4272652425178428,0.7328015830845311,0.6313162060967175,0.23913482260195007,0.2155478276785232,Class_1
0.7392709555160085,0.7219405538769035,0.6588816256417205,0.06342523178741133,0.7303288104443049,0.28036546208149116,0.38346096673241437,0.2870873442571955,Class_1
0.06438203275162035,0.1699398800470594,0.9876196389537577,0.7578302856107089,0.752127836568294,0.44367214632594965,0.7450115735246514,0.7486720811540506,Class_1
0.48030895306273413,0.5413435243795779,0.6396630608267948,0.46260852222092597,0.6255688397697565,0.48437167412689863,0.8064732811638539,0.653545458247778,Class_1
0.5515603879798922,0.07272650862959307,0.8124160961039454,0.2532988018401888,0.3135955793576882,0.2584906910609114,0.44125617284190344,0.8502757471981623,Class_1
0.11547962407960999,0.4584618371522977,0.9083233433578224,0.3872017697072344,0.8773761069918137,0.936337811405297,0.22037161143140505,0.047385777420117736,Class_1
0.7829751311369482,0.39319426040581074,0.7877798802604438,0.5504437533285929,0.42977620920170145,0.622260134865549,0.3482475370058272,0.23046737152377927,Class_1
0.16702499850009522,0.15689399518517055,0.4764034396035811,0.447332382096569,0.2007855517511854,0.2374273361657937,0.42612232035314346,0.7230283715347937,Class_1
0.016846630424513065,0.6903459419844603,0.8067565678496615,0.7987097290270242,0.5382010664005296,0.07990234703979626,0.8541122263291624,0.2052087754393479,Class_1
0.45944067319893345,0.020847555792980144,0.4257013659512767,0.13961238273534538,0.18161765384282114,0.4954195873829853,0.9678516727690992,0.21823561483017995,Class_1
0.6171138185996359,0.3758824946991066,0.858906105395865,0.8071895566777283,0.9108700351314272,0.25328602843040937,0.8520189977398389,0.25230951357437414,Class_1
0.49206687861347853,0.6466741595864354,0.46399769593946083,0.5612182107411273,0.03661536933400489,0.11507854883113577,0.05976342211633612,0.8119769538980878,Class_1
0.014440168142766052,0.9059144319202102,0.2324794397365405,0.3230664425147257,0.5113820326402174,0.21105909106138232,0.8717654571220752,0.12524583516696175,Class_1
0.13545599417862197,0.6263622356157302,0.02877087023974567,0.32346221192900404,0.5050040738773933,0.2981152888440588,0.39571675928960437,0.8028791702217164,Class_1
0.1253382069087583,0.45903875133080996,0.7026872066862275,0.5493309252763161,0.06266445265082932,0.9996756550527339,0.34540880434767895,0.7962569436872803,Class_1
0.5568512903592499,0.9648222992843474,0.6698059197097725,0.4766542716257405,0.704872449417709,0.9701328314829077,0.7796727140218849,0.5308861754929917,Class_1
0.44641711327812084,0.89042939227001,0.06485785374029196,0.844333345377574,0.8312479787980628,0.6756806414452221,0.8309000996610397,0.5213397404515202,Class_1
0.1931404018056646,0.041128104810109756,0.4055326422896276,0.8698110485181121,0.8015243863601088,0.903336692807135,0.9293136505274321,0.4768194103519895,Class_1
0.2622898408279807,0.04677311099054904,0.250161660955027,0.883961960666913,0.2830692785638519,0.14810004100662244,0.585739630703296,0.4794193151873567,Class_1
0.9695333076975167,0.6921390996963035,0.9619220078338071,0.7520748907778141,0.016977808579232256,0.6140410453866657,0.6797476329766408,0.25916852355485365,Class_1
0.8035367712006943,0.4463972609278539,0.5531162798197021,0.0739858379020022,0.3648335562187026,0.44407867640753185,0.7105557391683358,0.9988132532725551,Class_1
0.26306134504364653,0.5009468394499883,0.752175749093957,0.906656156118743,0.9743442712630893,0.559071424321115,0.12686575385244847,0.9876586683375592,Class_1
0.9459796025989158,0.5339105311477512,0.6661995339480021,0.7310314238585104,0.21109882902494415,0.6282520196502521,0.31182216817976827,0.5619527992783884,Class_1
0.8015253016249224,0.6313045210747897,0.14123827697275548,0.5374378648926261,0.3102950749786989,0.37666631423546715,0.3687906873044847,0.3900688157887062,Class_1
0.9756588480083168,0.19837237091476223,0.8601182290163998,0.2020635404968667,0.7706540757979942,0.9048951868448641,0.9208968734196019,0.9931185879857035,Class_1
0.5060905112966538,0.9346850907160829,0.727946151627611,0.11343131198799095,0.4237141488899271,0.572634407689903,0.4377262400715426,0.8916733275728064,Class_1
0.7672455869580886,0.5658031032361043,0.761781259081492,0.2510279895955263,0.3397694593182369,0.42045244929295433,0.1760393227870244,0.3557634969954111,Class_1
0.48031138274527363,0.6440658402043281,0.8516329549260824,0.5430239522650882,0.7575882332682752,0.5641862633035908,0.6628070982692676,0.46292837475771575,Class_1
0.2896930248094861,0.6362531123365264,0.3995872843585405,0.4350245731785408,0.6409480447107652,0.8620265023915061,0.46351959900598305,0.6910249833111768,Class_1
0.9365661015467182,0.7862746069372542,0.33707911568744064,0.29001502879496643,0.06094668525098246,0.3005034220488999,0.1072920005308845,0.45613407578911325,Class_1
0.9049080896358193,0.606298287043646,0.03168159044504759,0.9391780146105315,0.7034724512269717,0.15483896210760217,0.5274752910180581,0.3455952476949635,Class_1
0.8649257600678637,0.724201340712761,0.1953131215416246,0.2640202076325662,0.15312287932257662,0.48483679074128794,0.31130725921296276,0.7994057534861613,Class_1
0.34688885509531875,0.5014785209436959,0.4123963587888505,0.19805225585152286,0.8990134037988468,0.8292241850352157,0.7155232300960898,0.9966641917102019,Class_1
0.9872164472102013,0.665948513678045,0.9270352957293511,0.691791819134418,0.1467702825862226,0.4474664603376658,0.4156205791141683,0.10813967241445532,Class_1
0.3345427830759483,0.4197287259746739,0.6408315920992935,0.25142066938562646,0.5276700032434559,0.026679772806705193,0.513649044034396,0.7687477595876213,Class_1
0.8139399933672886,0.9377605304486596,0.5750719243761176,0.3918262116061161,0.290065546022962,0.9475571195021328,0.8045201841908313,0.3901449337569597,Class_1
0.3963127132748967,0.46427566666019593,0.26974849090404074,0.9535051756231696,0.005988969151349055,0.6067786520426776,0.8405515235415777,0.9395592498126705,Class_1
0.012896753117388249,0.6521551343627813,0.35263115870126893,0.38641260174334935,0.30162346827756836,0.11578538204201794,0.7893315174582602,0.7687401178540078,Class_1
0.9744573060263827,0.6089217604096655,0.5195454499813874,0.05808948614985998,0.10083261571670388,0.504893660372053,0.4850135628036998,0.4904921705362504,Class_1
0.4005305384980168,0.6560258108745717,0.661195896150621,0.06274824088121134,0.6112185534706702,0.655197631772009,0.051587085322814974,0.8145139925595037,Class_1
0.17764798572270435,0.9043664705725685,0.9686115078603649,0.6584901421837324,0.6066284705287842,0.8678548490217964,0.36223383043792134,0.21570703529250612,Class_1
0.5405426194153644,0.31266154458227124,0.4972566171458884,0.8732511047776584,0.430962604063277,0.5773065774918738,0.7101623956524572,0.7753823179061091,Class_1
0.4993704365482424,0.7936099372420361,0.09596284540712963,0.18314319021536885,0.15685646937945208,0.6946464377004006,0.48423409387151206,0.7593206988510084,Class_1
0.5551750948981641,0.45683698437752773,0.5379844899256504,0.09572337693539412,0.2887603980612198,0.7118033932972636,0.9942188976543331,0.9184203906444705,Class_1
0.3939934795613277,0.878050122932652,0.2935585948748759,0.9870768930882485,0.4750596344029121,0.7564636903998424,0.7489341992082685,0.002980421698968394,Class_1
0.4643455455434017,0.41667906713838776,0.7652239545231265,0.47315573542535394,0.11041304404350305,0.05492638100405067,0.7585888794998773,0.8662195883939046,Class_1
0.17045742142821707,0.36225617169969293,0.09347195296750843,0.779953001372711,0.7407695907477403,0.6299335806655565,0.6813593656984755,0.8294876761195652,Class_1
0.323751752459846,0.1763644947634686,0.023320268931793953,0.6529419385208076,0.2685448486967613,0.5425877648227413,0.0259653246246494,0.823842013569579,Class_1
0.2341240378480851,0.03133521040847542,0.1592050963688395,0.5764624596125931,0.009215710661997334,0.30471703692468055,0.9534420913014703,0.7985612834399356,Class_1
0.05800689643605894,0.8694131304224076,0.863393870697788,0.543946699151337,0.18360232579179225,0.8945449638103125,0.5772075524190914,0.8765842733243714,Class_1
0.1798386025535459,0.9851905856078133,0.25154173277349157,0.319067463251833,0.8713558157551362,0.2183471567190175,0.9763525312897714,0.4978697751254073,Class_1
0.11729292860979257,0.8561128044109655,0.8744555246098231,0.8207130131884093,0.1006443090385023,0.8855622209598986,0.4241574305035548,0.598595293927594,Class_1
0.6537168461705037,0.30180327286551,0.7187213873654749,0.7214320693383781,0.066572881559398,0.8139279562217315,0.7272154990630288,0.7888108058481097,Class_1
0.6300287386439891,0.6162607322262638,0.1755758279810431,0.40621103866578523,0.9397709338865616,0.38461946187046614,0.01611881454181241,0.3809301458669574,Class_1
0.6882529112542181,0.23808833815450703,0.7903068358431958,0.5190401306754556,0.31139619110017724,0.03776500893118717,0.6320486817030034,0.31799302977966504,Class_1
0.29937116181093193,0.7488811629606836,0.09415669192498644,0.45264506000050897,0.5702062861367895,0.15539014028660902,0.8697492447437455,0.5759954137105138,Class_1
0.44633524085367016,0.7411439010591254,0.9264406667340296,0.13775256726781393,0.6340217797797683,0.21228185335730287,0.18601356656977552,0.18092904158371492,Class_1
0.8833514592424566,0.1359483566101618,0.29980180658043976,0.9742985217785729,0.25876450527368766,0.1376536135186468,0.23133653616343208,0.502809376871288,Class_1
0.9465717389268568,0.7522008287270086,0.9324119712818086,0.638319268720173,0.4095476417834947,0.6934883340809739,0.7234589481994961,0.6261450341585189,Class_1
0.208071587599997,0.12260336926649196,0.8335753468008359,0.24318911570870194,0.24132420478376382,0.40288355160689027,0.5296986214904339,0.8814455093310319,Class_1
0.48750168015263085,0.6858083917926274,0.37636957270794646,0.6426734638708345,0.6811466975032989,0.8012189856646974,0.5422324258027106,9.505304679413573E-4,Class_1
0.5572493271355563,0.6702241608962339,0.8664235926861763,0.4790239752384038,0.5377691884210304,0.3864373017362198,0.047290220631061475,0.51095657293021,Class_1
0.6349727920804189,0.2813856818300806,0.8200371554451873,0.16436286731765148,0.2874486322020001,0.9843938448060652,0.39344119001193656,0.5428109246758165,Class_1
0.24173183776486862,0.3324342339862677,0.45169046870844287,0.40681980018672326,0.0315069328381018,0.29766369295421924,0.10719107798588157,0.19662545066459303,Class_1
0.9189801155269042,0.8049876000932805,0.4034483226744848,0.8594995829006704,0.5588816920411289,0.7333313582078554,0.13898454464202292,0.09406876393249453,Class_1
0.727246934421649,0.5222880500286159,0.5840860280731246,0.3414325810334382,0.04715938714083201,0.767576680308901,0.46577425241545123,0.6213101223733761,Class_1
0.8280074446574214,0.955863101916525,0.7206885072182757,0.08555658786117792,0.6114627364745335,0.6979547367263539,0.3901100551064549,0.7972417656580857,Class_1
0.9511068396462049,0.519145498325795,0.13589372915743003,0.5266048816847868,0.8454638348640716,0.04685768922275935,0.7269247385777028,0.1718327719302205,Class_1
0.4554271332146077,0.2631269587466655,0.6306966021121061,0.34323867384217355,0.4744576131107219,0.026493157565471437,0.9219383354957625,0.4509769285251912,Class_1
0.21792130292657685,0.5969639129934887,0.5709791326859098,0.21108631094409125,0.6020851198991484,0.16583135980205,0.8062382586772551,0.632809245378968,Class_1
0.7994595253416475,0.7787596569193121,0.5022547312568895,0.6121757648559936,0.8105403672514793,0.45652471516236626,0.127960198460774,0.5637846383940252,Class_1
0.17534250773963322,0.33583916206178954,0.11426561869397878,0.10564153261782006,0.11430558883569597,0.9293051729950023,0.5158384059744836,0.18316195965010018,Class_1
0.44186036059658684,0.3484498347759747,0.37292019652524633,0.8456160813866597,0.8987500143684213,0.9121057350941357,0.26716179427351827,0.5278583279339811,Class_1
0.9438053743591701,0.8526885441295023,0.4203750968431066,0.4176814336384188,0.0819340507517079,0.9750023588042331,0.5961012516919205,0.6390622782043833,Class_1
0.21780708145968064,0.1138830931028274,0.9759915695017418,0.4245472680197807,0.8799999673887512,0.6710676174964904,0.5625279261396495,0.4956738254052373,Class_1
0.13511897140525586,0.3051815955657875,0.8973175308955686,0.1058134677719722,0.8098929842942774,0.17260045491713794,0.2640789431508761,0.3235902283577068,Class_1
0.7679317472662458,0.43946768691921934,0.5664422991657907,0.7902878790553838,0.24358261303408923,0.8397540262212044,0.6466895172320055,0.9278544626718652,Class_1
