Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8
Class_1,0,0.1635833784614773,0.2772435591118747,0.6060475039016388,0.34261349681511477,0.9367130093243975,0.8058502445675764,0.9592543025064382,0.6267388953426409
Class_1,1,0.5616757307381017,0.885395627412106,0.727036988191584,0.07035994714462179,0.9350746699178701,0.6044590427092416,0.5212712406558361,0.9627746655989897
Class_1,2,0.7100268782355373,0.6620355984499114,0.4319610089594115,0.9108161551259952,0.34560150326412997,0.9708054385052086,0.9135343250800494,0.8894712310934675
Class_1,3,0.8350155317344626,0.9667793532411647,0.6660912370618849,0.3245536244760654,0.5382459411514132,0.42210586490262214,0.16120761420693974,0.446368422423829
Class_1,4,0.8939688281161395,0.36903295823318794,0.32402321674406187,0.6808912885085654,0.9230728495091157,0.6056253378110207,0.9539675190884951,0.4611904400332436
Class_1,5,0.00822033682424439,0.7414318166917188,0.5897558960329938,0.7268390548427894,0.6759731500106368,0.2487580989467545,0.6116441082166404,0.6512974693765394
Class_1,6,0.03416302193088461,0.5015599145546817,0.3118227990582676,0.15117194041627635,0.3310527622427115,0.485524931910568,0.606341815227059,0.3216849361091697
Class_1,7,0.2831594800488719,0.11853476537219743,0.07937300196057284,0.23440643322364452,0.8553399035674217,0.05000423146490596,0.3815166002547582,0.4256165776464025
Class_1,8,0.8655641605265407,0.6448454940728893,0.38043366443540017,0.39560360697514774,0.062246006157164024,0.8105948675089035,0.5845272731159882,0.011508155337555004
Class_1,9,0.583392846364745,0.8578518808763153,0.8039851541907692,0.9943220832621125,0.4005755374022041,0.4232513318644495,0.5726972164674569,0.23925922163682345
Class_1,10,0.22376937302186384,0.4537876168882662,0.9830379181923878,0.15892117122801597,0.03412107789885477,0.03186215507318646,0.8728039287744264,0.028783882099904012
Class_1,11,0.48725368065074637,0.06122101992471718,0.9554183356730176,0.07458383546379621,0.607623520488984,0.8680441577768687,0.3517394802930627,0.7540134772132868
Class_1,12,0.841513219919495,0.9389030762041609,0.5032201735126927,0.9372780146405073,0.9959622930612522,0.17938025318075224,0.10400180514402924,0.6332161874248416
Class_1,13,0.6273346326567083,0.4220441709412541,0.7765613279724796,0.26805956969267564,0.19237581774675439,0.5579399385630291,0.35537462820257393,0.4379388387112503
Class_1,14,0.7036028593537003,0.6597561645551658,0.055230878798897654,0.8868390812080437,0.7747742101020223,0.18031678887743774,0.7290820583522354,0.6791135526231658
Class_1,15,0.6766013140039995,0.500229408321768,0.49519808817791466,0.7647731143211585,0.24888129323942376,0.5504800484177417,0.37996633968373794,0.8458597695250695
Class_1,16,0.8578859849284024,0.09180476664838322,0.5515806916833946,0.9713665524175547,0.32053438687105873,0.5483834081719045,0.7787841035612768,0.6365017658589375
Class_1,17,0.5058999561350775,0.24747111274752343,0.9145501023796606,0.5825482396711423,0.939866942053027,0.2172312902939474,0.5207769755353346,8.688730441510639E-4
Class_1,18,0.5853110735881982,0.988330308514863,0.8714923440813835,0.7283048245169161,0.584002740895045,0.9029818505387572,0.7175527130429178,0.3966303148995812
Class_1,19,0.6657449081303104,0.02530597427953707,0.5070417843162109,0.6429742287744877,0.9192433138335507,0.961304868198759,0.3309867471974607,0.5274746134108269
Class_1,20,0.8694046824451908,0.333658665158612,0.587442199952543,0.9101043889671838,0.8508909348997254,0.4599769175793911,0.7819914954687882,0.30415754827294295
Class_1,21,0.6585688225083748,0.5073424682213361,0.036470911526700234,0.20186418661418293,0.42259394833567887,0.9146120146942985,0.837347127051518,0.7279871972074045
Class_1,22,0.04271996133936784,0.462581609749679,0.859845125091532,0.4429210290433766,0.4726812728564276,0.8645267903987321,0.5940422711462771,0.5124487767095005
Class_1,23,0.18332065080283844,0.09934452544071526,6.307947382170331E-4,0.4293192132793402,0.3977951083297334,0.3114223175673201,0.7941850227618562,0.09842704173398287
Class_1,24,0.8337925944619392,0.6047297520650411,0.3045656148726176,0.17843135621298456,0.26289539025146524,0.2140046807998668,0.8220649938618482,0.7607748396601941
Class_1,25,0.5752547978550755,0.9489945749408554,0.8744994667722198,0.48828694671976014,0.5278193291138068,0.049216693193528616,0.18586459819801948,0.05276674359942635
Class_1,26,0.19228732451858987,0.768230582540755,0.3401970936296086,0.7269784853109784,0.7824046311266252,0.5654610107416713,0.3257161340765392,0.9534217364901636
Class_1,27,0.468446067704377,0.7443316495098876,0.6545159506039742,0.7018399704541588,0.5185174530932956,0.6436628368087624,0.14605174041692004,0.08440345031013996
Class_1,28,0.7723733465106445,0.7865350770210155,0.40088521204229977,0.8228939564061898,0.5108308674520496,0.6226526163168992,0.9233472688175322,0.05210455259671376
Class_1,29,0.4810911569384734,0.44984629622505823,0.2964624211303908,0.8136490041221406,0.2859417037638232,0.32369798877722544,0.48712337061671507,0.726758591048321
Class_1,30,0.7355889122924169,0.06366451926129624,0.5779498828092311,0.647546319436689,0.5137152053295232,0.15338248885836925,0.5395459570997907,0.23653295205867342
Class_1,31,0.6837437309025783,0.9264275415769391,0.6204475345772988,0.9342641621057146,0.33388899780661574,0.4977243865601706,0.4023613976958893,0.4817905262573503
Class_1,32,0.1658381847662742,0.1297934795958401,0.5548795821291359,0.9249840776637698,0.7655660390777086,0.2653507350189138,0.667019236056823,0.6460423800113458
Class_1,33,0.2436300897157102,0.19084093599258345,0.2719471678977273,0.2944473201377745,0.5192539005409295,0.745967537973618,0.4853308857186128,0.13258416886718216
Class_1,34,0.33261778701424427,0.39014560251404895,0.9037514358893453,0.40213221008565947,0.20389584602902489,0.25014219047840747,0.4685039491997326,0.28104780572031407
Class_1,35,0.945080505477811,0.4478303377298969,0.6014370837289452,0.17814475130328855,0.8700537760264213,0.9909086603627768,0.5138553376562671,0.32627950748962997
Class_1,36,0.8966374005049241,0.2603637961720934,0.8982165732415804,0.16415972981537152,0.873797615804652,0.8382198303093885,0.37362683872987656,0.4504835184163031
Class_1,37,0.03349122832727547,0.16957269064638147,0.40860661374015783,0.429604729505484,0.16132197188517128,0.591791516194253,0.8696811174407116,0.0542650880919473
Class_1,38,0.917840820994169,0.3411750375030218,0.4034513444812181,0.6402714642572168,0.009509716559245485,0.4563319046894315,0.13111098215683203,0.024779916912759714
Class_1,39,0.8003279279912289,0.4899857903968279,0.5203545772852322,0.2851060731876801,0.5332769357257162,0.9655620412627989,0.5493080963400272,0.2312743194889666
Class_1,40,0.8332412845332906,0.02028254666582996,0.2646099823815694,0.7908322082623411,0.4998999115145125,0.2716768227294941,0.1625314438514398,0.3583313306749152
Class_1,41,0.567347706274157,0.252834968037437,0.09274738622357093,0.29887067789861776,0.7232118921803663,0.5108883014467236,0.39721786002968673,0.312879772430947
Class_1,42,0.9453718802748642,0.29158123666196134,0.023138194711801896,0.8890674986903826,0.1381271454852585,0.2892292592233706,0.9496910768016174,0.1364969756060862
Class_1,43,0.8029266950619782,0.820867753158139,0.381996555551401,0.1597151046865376,0.09948168738673702,0.30041972384227733,0.031144575160380827,0.1366123303078305
Class_1,44,0.06655509007321514,0.058237750169035984,0.03877108298127607,0.2158933593859803,0.17929327045764876,0.6501652947832531,0.5589687725428508,0.27623352871146944
Class_1,45,0.34123904152107487,0.4771176061850263,0.8825473229039948,0.840202445942251,0.9579861366695792,0.2960902339091993,0.39201893730574777,0.5358879857304576
Class_1,46,0.8552837020346784,0.40975093715968414,0.9312084253146071,0.4616204661694786,0.6691868324562193,0.18631107167811012,0.26366149907185565,0.9534020849790195
Class_1,47,0.42076364537768285,0.07847001908800877,0.12394366994888861,0.9094636945222397,0.7469809151168946,0.9605907918065322,0.5413141191414905,0.8840838837944811
Class_1,48,0.755061360988774,0.522292994464669,0.129533236353087,0.40089508826698994,0.48587675996673174,0.6095785755728275,0.33600231390820257,0.5711583112230324
Class_1,49,0.1225518807254583,0.8456181684868496,0.822756001958134,0.866069477086566,0.506337566714452,0.7032952501698401,0.23889572990374286,0.47006598879138817
Class_1,50,0.8899956333069053,0.8805240631624506,0.6327363310124696,0.5954451359195907,0.10569696597820544,0.8636714156904388,0.22641470822736776,0.1407917784405469
Class_1,51,0.8968475441421108,0.47331273251712747,0.3501594422815387,0.9155738931858625,0.7770874861919292,0.8697104176757097,0.5989169101700369,0.39346213604170277
Class_1,52,0.5128024478459913,0.4274018128231106,0.4476733985042377,0.24178325757605845,0.3959530825602835,0.8107944477164867,0.5765095986302873,0.8777120948884379
Class_1,53,0.11061151624123544,0.44162250490698907,0.7764897976753953,0.9014748042763602,0.19392322883149848,0.10934801045518816,0.2642168655945495,0.6708464806645348
Class_1,54,0.7578378000379024,0.2516249218597645,0.640985369296284,0.4673924329102822,0.7064889338058046,0.7571587933688545,0.38782427914029627,0.470405484619022
Class_1,55,0.8354951204548526,0.7146819954578796,0.8461639749598028,0.7868151415849561,0.5081073260348835,0.22782544723587905,0.7261172547908904,0.15123230766927553
Class_1,56,0.283104388364367,0.2712293208511454,0.28164948062309625,0.17912620349619757,0.7172064765843578,0.2918427485027967,0.5194406840950566,0.24913962745387996
Class_1,57,0.5986778988911917,0.28064796949619375,0.7027411186987456,0.6305897921893583,0.6949063642894276,0.725655018376929,0.7021285454349109,0.10495895632649932
Class_1,58,0.540306837734055,0.5831030958861052,0.47672117823763605,0.16225416796040626,0.7629949827348889,0.4937723910266064,0.8591340690697226,0.5446452681317463
Class_1,59,0.2262167235530549,0.9584844398097438,0.685750057702235,0.8782485345225843,0.3252896929856671,0.46986751329370213,0.565167075471252,0.44393571338394955
Class_1,60,0.680983328069846,0.25402447611685663,0.13341777317342307,0.33906790612636795,0.14367709718247446,0.9865774838492865,0.614939769500633,0.7062359948787201
Class_1,61,0.674242434061087,0.9575325306468663,0.04747860767644707,0.7242488403871112,0.4764097516008128,0.5472512200872631,0.2813586180209706,0.18861804622676137
Class_1,62,0.6701919966094136,0.12710999611777485,0.38805704492917903,0.634143440644818,0.5050285833535149,0.34183426481531665,0.3329660368699433,0.25575921848020977
