Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5
Class_1,0,1.45125457899908E-05,0.999048806776401,0.999147101556881,0.000833703658875,0.949696994631516
Class_1,1,0.000967116748648,0.997962209225692,0.997781290930636,0.001371450080129,0.890014379847784
Class_1,2,0.003331692263125,0.996908693726032,0.995777361754305,0.003661303938674,0.841512563423265
Class_1,3,0.003465849574976,0.993973353963894,0.99500423935939,0.005375987014964,0.47818663863547
Class_1,4,0.005216363335192,0.993184726673099,0.993176841821703,0.009365481094352,0.792022519172491
Class_1,5,0.005265764454764,0.992398588045876,0.99224612681417,0.011033465901707,0.245508063140107
Class_1,6,0.006678068290253,0.991907413765572,0.991794544583917,0.011047241341751,0.858638328739328
Class_1,7,0.009246886997682,0.991766764915263,0.991363221295086,0.011298901533011,0.241471570071363
Class_1,8,0.0125658856313,0.99038049679966,0.991326683163083,0.012674216467385,0.769388337478902
Class_1,9,0.012939739872519,0.987670382409471,0.991307789130205,0.013125573403453,0.01032705527661
Class_1,10,0.017872788019896,0.985964055709414,0.988504307480762,0.015024759538165,0.036425273961217
Class_1,11,0.021076092249491,0.984647178647527,0.988001051929344,0.017081013690479,0.930085163253035
Class_1,12,0.02132502305407,0.983245641563859,0.987885377597054,0.01708529717384,0.789543161548079
Class_1,13,0.022157107842734,0.980513981758226,0.985800948005053,0.018216650724499,0.345961121879934
Class_1,14,0.023094677292869,0.978869959218609,0.984292260180503,0.021029560586366,0.511643445234657
Class_1,15,0.023587789107827,0.978847050576138,0.984121549730937,0.023108127861675,0.86666256441906
Class_1,16,0.024309215182082,0.97803883115377,0.983818876308361,0.024667490422959,0.971938990452668
Class_1,17,0.024561664425748,0.977190362112166,0.981581292587258,0.024672672705536,0.601215360367003
Class_1,18,0.025992576052731,0.977021031284503,0.981353307539414,0.025058449289338,0.411371229520782
Class_1,19,0.026185803282669,0.974086787336819,0.981194841568382,0.026288753479865,0.012385955901054
Class_1,20,0.027145054757896,0.973150292100802,0.980522092507261,0.027735638014406,0.177495684719134
Class_1,21,0.030138731838844,0.97227209034803,0.979959080328825,0.029696560842576,0.572270202722981
Class_1,22,0.031063865383124,0.97225947889813,0.979142369858071,0.032059004028624,0.850348792894492
Class_1,23,0.03223616975306,0.969892704210906,0.978396694613273,0.032740245696297,0.351467026201112
Class_1,24,0.034162994803085,0.96856368434561,0.977561775032291,0.034276612061924,0.592050707923118
Class_1,25,0.034339988954122,0.967697357358506,0.976153376857168,0.034493727920015,0.833768213633108
Class_1,26,0.035549433672325,0.966497449980244,0.976047459062863,0.034711105179392,0.214759133258571
Class_1,27,0.035741211729904,0.962144523478877,0.974794072734028,0.034973563120362,0.604911317862782
Class_1,28,0.037254319170265,0.958986012075695,0.973575846357127,0.035311213062986,0.845824390302142
Class_1,29,0.043164924666648,0.958876937562155,0.972038903192268,0.036465109055984,0.551236443006641
Class_1,30,0.043306183224001,0.957692709718377,0.970682964822364,0.037364593039929,0.205489426805896
Class_1,31,0.047799030535833,0.956281664907594,0.970176297461244,0.038147090807719,0.959752249859967
Class_1,32,0.04894686940474,0.956246180994763,0.969808659964526,0.0393163750199,0.359238809756101
Class_1,33,0.05033742249668,0.956042247853974,0.968753373978197,0.04113388018024,0.525973741929742
Class_1,34,0.051256258676771,0.955535942280081,0.967937175114454,0.043201856748593,0.400058751466479
Class_1,35,0.052013632914291,0.954365000506168,0.967728085513319,0.046740500379522,0.043887458663546
Class_1,36,0.05285599959491,0.954149451960734,0.963853168925422,0.047049933465808,0.219686368785342
Class_1,37,0.055570620037811,0.953774900394309,0.962735582022184,0.048132955010534,0.220602125526291
Class_1,38,0.057015864417419,0.953106657939383,0.959858906623669,0.048403186318218,0.284780747348822
Class_1,39,0.057132629918247,0.94475199413337,0.95926596436219,0.048681285441329,0.076846320953307
Class_1,40,0.058963983305043,0.944387320346814,0.957606580800723,0.050461628774429,0.914351537240078
Class_1,41,0.059080472498061,0.943969840835888,0.956214018081146,0.053218956477388,0.166802379075526
Class_1,42,0.060040416725786,0.942722701715363,0.955466601423999,0.053397219287387,0.80736233710518
Class_1,43,0.061318697836122,0.941339741087765,0.955048842157264,0.053405510329058,0.983262130890875
Class_1,44,0.063918864112575,0.939977554454782,0.954357865509274,0.057781850251023,0.670947728955664
Class_1,45,0.065114667464304,0.939193133589026,0.953391275363482,0.059947181588158,0.466323570492608
Class_1,46,0.065511033154334,0.939105596888794,0.953388960134354,0.059990759449925,0.505023246793245
Class_1,47,0.066147896477373,0.936933277291418,0.953227205538013,0.060094359137606,0.26851783484692
Class_1,48,0.068296901233978,0.936248710432629,0.952734599155628,0.061825048648791,0.991238322426237
Class_1,49,0.068467527751751,0.935929293236106,0.95108773279824,0.06183248297553,0.062177246079474
Class_1,50,0.068623111091879,0.935498612292665,0.950425565516354,0.062134556441608,0.174352834446064
Class_1,51,0.069037774978621,0.933734505532035,0.950145329728138,0.063066351315127,0.624979805930848
Class_1,52,0.069532021597364,0.933001031853725,0.94779742202863,0.063322002713744,0.201469282647249
Class_1,53,0.071723907384873,0.93257868749054,0.945149922660428,0.065154155738331,0.078996732955775
Class_1,54,0.072262829608812,0.930734332284569,0.94466725790805,0.070641163919139,0.866504508598432
Class_1,55,0.074144055357842,0.927317326184604,0.939199824234017,0.072204350052436,0.562429169248716
Class_1,56,0.075204624202662,0.927309339924396,0.935106365507781,0.072709101852641,0.489348249345174
Class_1,57,0.075454386944056,0.925146565290058,0.9347258326609,0.072793917931444,0.809862862794882
Class_1,58,0.076186548479593,0.924642808745967,0.934690561525164,0.072793970448095,0.714960121864753
Class_1,59,0.077143605699555,0.924154705208677,0.932676115568042,0.074312178549666,0.837745605288576
Class_1,60,0.078209508546176,0.923546585540055,0.931058470606319,0.078670194354396,0.948963054544733
Class_1,61,0.078227944265883,0.923288413487916,0.929323316468536,0.080484889001551,0.861467019319048
Class_1,62,0.0799968317569,0.923259981867586,0.929077211639571,0.083189437868265,0.732979912035256
Class_1,63,0.080179512453886,0.91952007318426,0.928766910258838,0.083302609374305,0.096593990672702
Class_1,64,0.081349251998603,0.917104828572306,0.926700403502084,0.085184362725429,0.613039989288995
Class_1,65,0.0822736611697,0.916275890865837,0.926661414302393,0.085474540933596,0.560303766090307
Class_1,66,0.08349276174241,0.916063217032266,0.926537681283865,0.085797771874163,0.253986389641835
Class_1,67,0.083583556656046,0.914124270172742,0.926049248586212,0.08616351128892,0.933809235688399
