@RELATION generatedArff

@ATTRIBUTE Dimension_1 NUMERIC
@ATTRIBUTE Dimension_2 NUMERIC
@ATTRIBUTE Dimension_3 NUMERIC
@ATTRIBUTE Dimension_4 NUMERIC
@ATTRIBUTE Dimension_5 NUMERIC
@ATTRIBUTE class {Class_2,Class_1,Class_3}

@data
0.8822894622140931,0.87044975794958,0.8786408434060613,0.0680206899608309,0.9094461731770884,Class_1
0.8079429407717102,0.9015086493770001,0.8653891359100069,0.14415864872799689,0.9673200424699513,Class_1
0.9465979284975744,0.9375078849596814,0.8309369984633352,0.18034439138962677,0.8213976995734533,Class_1
0.9449408825505416,0.9335238634807888,0.8565038769653326,0.1634620763316536,0.9409670085139804,Class_1
0.9293858885801941,0.7562301081790052,0.891063259299217,0.1169763478006661,0.8328115004833497,Class_1
0.8669229752346401,0.9318467595096264,0.8469357536980238,0.13228485503477003,0.8447327176288544,Class_1
0.9858947811637344,0.7652444312635209,0.9041892226069256,0.021143212815763503,0.921778914694918,Class_1
0.7690660993441969,0.8557090235355792,0.9983910050617063,4.385855701287769E-4,0.8533884502080054,Class_1
0.8214413403402787,0.9564365936715342,0.9912704582393973,0.09893489128465292,0.940001315960809,Class_1
0.8392231342463239,0.9196532450798784,0.8056818402793112,0.19228972153146198,0.9076142099622043,Class_1
0.9053575257947787,0.8662082331917886,0.9887060339687643,0.12297359203050819,0.7556349407184337,Class_1
0.9486577804233429,0.801320770995958,0.882095403358078,0.15500165495243415,0.9303471724068293,Class_1
0.8459998646506275,0.9604137726444985,0.788604219981794,0.18146988519981164,0.8179054211105427,Class_1
0.9105339298409785,0.9432319575398666,0.8572003925813374,0.0741811291921481,0.8884888309215494,Class_1
0.8223968928636824,0.9303770899130179,0.8731201451343865,0.1336721951040222,0.7544283606325116,Class_1
0.8094656462431403,0.9452152076315821,0.982606786749451,0.07480447019345371,0.9577408870195354,Class_1
0.8978941585302729,0.9712249052163292,0.7510449239908796,0.07939124885802362,0.9679996671107998,Class_1
0.8935819280161501,0.8214770633915532,0.7871100687315591,0.24562107605502906,0.8751282088936047,Class_1
0.8183921409306947,0.9275987410951709,0.7712583409866343,0.12595059790073196,0.947672342076299,Class_1
0.8229328173791691,0.7906191836009662,0.9888440733757986,0.0018229483576677203,0.7665057269535046,Class_1
0.7950182906392748,0.8411999242995524,0.8727981499521325,0.14765244713779838,0.8556055254031859,Class_1
0.8745128857427718,0.9743547719059721,0.797804241517,0.03933989427640384,0.8335296741494936,Class_1
0.870100972436456,0.9818485687133156,0.986304647246806,0.17940494703860346,0.8027312593540882,Class_1
0.8523962883981471,0.9349273647429487,0.9619218639192577,0.24507978498401786,0.9778150430098652,Class_1
0.8552686745733871,0.7944617196163746,0.9184934798266143,0.15264541530006945,0.8487405638289955,Class_1
