Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_8,Dimension_7,Dimension_6,Dimension_5
Class_1,0,0.288256857305662,0.252364270112866,0.313745378218703,0.338266751164209,0.33220044176359,0.139422550389477,0.015625481230173,0.106336105693719
Class_1,1,0.223410244019666,0.205642665347499,0.131516468846888,0.105759781516697,0.057933978792462,0.049393452925072,0.103464323449275,0.266583207582115
Class_1,2,0.285974457356115,0.382769035810643,0.321439477780076,0.465004471414411,0.574717611064245,0.475962798928068,0.672575169022531,0.826567270077803
Class_1,3,0.027961095529219,0.173423554314204,0.209209146446075,0.240263755432502,0.406581872065332,0.458722576095283,0.30466591520038,0.148197106715512
Class_1,4,0.899372932293391,0.759463988257602,0.779522510484586,0.721452251232402,0.851279562997697,1.00693606321252,0.876485819614012,0.856749606017674
Class_1,5,0.7849893387171,0.831343210726974,0.907513827026089,0.736769009953941,0.655689004684439,0.750568028205082,0.890320477144618,1.0179124659343
Class_1,6,0.872693974983354,0.972742808095622,0.910737976743579,0.965282333200243,1.06860529800706,1.20391460410647,1.37677831642554,1.51836424677877
Class_1,7,0.254811625025305,0.205433083585366,0.158740780864189,0.179602726724709,0.165020502164592,0.131463431859335,0.310242268867207,0.173599952958172
Class_1,8,0.949643618078196,1.04033169843341,1.19822018070263,1.2902570805973,1.41695982341359,1.48093330097753,1.44865845617769,1.33619357271881
Class_1,9,0.324310507722911,0.220646252276279,0.123957351633683,-0.046123553273003,0.02695432556928,-0.024745002326053,0.11784633639773,-0.011622473028478
Class_1,10,0.787529677801052,0.821442976682787,0.985549898421242,1.15106430820395,1.33051425756304,1.33885416692229,1.41086926490677,1.3595691504904
Class_1,11,0.204792562189,0.022613755803824,-0.069203760827726,-0.184704870355311,-0.155559253086367,-0.180274899870085,-0.366157409111586,-0.309714666893056
Class_1,12,0.505344409320563,0.700564220208781,0.785258942033102,0.966383406968468,0.962562967825497,1.08881777489088,1.11527620187245,1.09031658311131
Class_1,13,0.937347913162,0.774266056591524,0.778905502082991,0.635605567536119,0.725569630123278,0.67267987338099,0.824900376615651,0.819880189822462
Class_1,14,0.31600877151483,0.11783873563202,0.125001772397627,0.032634580169772,-0.015727190826944,-0.077572655155173,-0.051941258386175,-0.108484217879538
Class_1,15,0.532767553938189,0.367865401578395,0.387635175016356,0.22979155729092,0.317630293807121,0.480126959234768,0.448474836003084,0.258007504991825
Class_1,16,0.350011538924784,0.422978851682311,0.482671856434557,0.498682572867361,0.488651840913848,0.586611279870902,0.422320317954559,0.490181364276966
Class_1,17,0.022726261019481,-0.147190295971814,-0.048557987810412,-0.231021001347508,-0.37767296969721,-0.272164938071206,-0.169097186276013,0.002788970907922
Class_1,18,0.594422569909331,0.650579437213649,0.780681711794289,0.590978038520904,0.783318934942376,0.809389950332921,0.704809741166924,0.862188210068056
Class_1,19,0.326382465183723,0.451202877641725,0.52343011699469,0.438083915623106,0.538492328943885,0.387928166487263,0.538267381148987,0.607896659034793
Class_1,20,0.012772779740928,-0.059571823823463,-0.126277441156208,-0.205934628493348,-0.075397262796424,-0.26260342250932,-0.351956846735384,-0.532855519413257
