@RELATION generatedArff

@ATTRIBUTE Dimension_1 NUMERIC
@ATTRIBUTE Dimension_2 NUMERIC
@ATTRIBUTE Dimension_3 NUMERIC
@ATTRIBUTE Dimension_4 NUMERIC
@ATTRIBUTE Dimension_5 NUMERIC
@ATTRIBUTE class {Class_1}

@data
0.8191188490434878,0.4256679595298992,0.6177716175379715,0.27735550570731293,0.9180928794484041,Class_1
0.19295653975274363,0.32018956563924783,0.9069421928017704,0.46791084627585433,0.5809993856698346,Class_1
0.5455972719620327,0.5352882508577926,0.8609816617815582,0.8204811272118644,0.41399809629409545,Class_1
0.06560009347268492,0.05455631125023064,0.5826884260050249,0.012412746720114165,0.9545560067131198,Class_1
0.5381067597211538,0.6041312749134904,0.6886540080797193,0.8387980301179491,0.9779430887624593,Class_1
0.9744930021736572,0.48261711862806533,0.33402237294000225,0.5185496687355935,0.9068561534440942,Class_1
0.31424377981827545,0.3093508426682552,0.6045093727116903,0.13433639770016537,0.2584277145413636,Class_1
0.3325179078640459,0.46302210119690135,0.2485345127921076,0.20308161940261116,0.28747567061228996,Class_1
0.9021166910764556,0.5920075845608842,0.6451079746808583,0.9107692423497362,0.7833152509786143,Class_1
0.7438425611693456,0.474556076598297,0.7381106151074888,0.4837797977123054,0.855664271724533,Class_1
0.6401773184858762,0.12907935919563052,0.26711450892076893,0.6817788783867985,0.692362881295544,Class_1
0.04530836755397849,0.49075352897298685,0.4184305482436407,0.22775390474952262,0.0034493379548879988,Class_1
0.9524943113354267,0.6961766776819972,0.6393823536129225,0.43637075178119544,0.3847125007709723,Class_1
0.24404175040962706,0.551941348763662,0.42555830556501095,0.4822734521808093,0.8164769678580089,Class_1
0.65102244004847,0.8938417052146465,0.12695913044280427,0.11931883631231399,0.9556103400941575,Class_1
0.7426035976378422,0.7564302472017757,0.29641079641851764,0.2507405303085499,0.8988634052884372,Class_1
0.12120432314194596,0.12371982151467409,0.355498543430272,0.40923289774340854,0.9389165838872133,Class_1
0.9893345080026987,0.13072341262392784,0.22614517566799375,0.1491959126863971,0.09656974285486819,Class_1
0.747886445455215,0.864607881728814,0.10772696951424521,0.5866012128606969,0.332921936694488,Class_1
0.40963553394163477,0.14005232804900092,0.8448851289180703,0.06641794284115066,0.7030811227651196,Class_1
0.6282012951474053,0.6391619708312826,0.10140714062319967,0.945406217312338,0.18711776021841175,Class_1
0.4459741918693929,0.7748546476303229,0.778127325248892,0.16443792479079988,0.574789067769087,Class_1
0.13055345786223727,0.5847710593696628,0.6191438981245715,0.8834783446544217,0.26550004867450494,Class_1
0.3082732929550398,0.2086729295448757,0.45967185231793806,0.9354042160912928,0.6778841488340384,Class_1
0.21856134693073803,0.07978150924700433,0.9584881384807653,0.13071695015164464,0.9044847992351338,Class_1
