Cluster,ObjectID,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8
Class_1,0,0.8676656987599638,0.9510545457221563,0.974715134650026,0.7788281957092433,0.6547357019796821,0.2597511102043494,0.030803257743734422,0.10659690313922912
Class_1,1,0.9785157259451831,0.8502087804768269,0.9881328878396647,0.7715752171366151,0.722026938255966,0.18632451335362543,0.030011294075054522,0.10212756433102115
Class_1,2,0.905895034805619,0.8596527680695631,0.9021008836381753,0.8503021188750638,0.7005597053399444,0.15045572964933943,0.14627195478352917,0.07264820928466205
Class_1,3,0.8738956031139793,0.8613102324152907,0.9620505841335101,0.7537843241835354,0.6515589492661437,0.20593932915854285,0.12604486607347004,0.0789868586461871
Class_1,4,0.9455333843683832,0.9389415653448897,0.9542913873639901,0.8894671326125332,0.6199189297854787,0.20246184721889413,0.1469327057516608,0.06395509279919356
Class_1,5,0.9356998460108265,0.9234714480199377,0.9919535690684288,0.76275588606666,0.678944230671466,0.24539907596946214,0.017100230412751282,0.04862950310668449
Class_1,6,0.9467354022793258,0.899923624623657,0.8862665597944913,0.8710947828937582,0.7127569488442098,0.27555115864699486,0.10396040705113416,0.09628232554567016
Class_1,7,0.909082711916751,0.9607095120979808,0.91954258452853,0.8304518766097949,0.5927537074224511,0.22464351128766702,0.12062533275291805,0.14698214470659707
Class_1,8,0.9975186559289415,0.986079155763049,0.8616891705548373,0.7764365220175644,0.6230361228952205,0.27650582334912616,0.009300723153751654,0.026198359640880742
Class_1,9,0.8808659040688989,0.9677290777129981,0.9288611499751712,0.7530756586849032,0.6142051878774076,0.13848064928815448,0.06902298175550554,0.0990768638511274
Class_1,10,0.8671290313906697,0.9513234936513157,0.9848331053772454,0.8702877663271509,0.655028345875479,0.26905545550335497,0.06712602606103223,0.05303739569848582
Class_1,11,0.928505628224755,0.9449531138558751,0.9241588151587071,0.8847387312126611,0.6399587724358934,0.16733847493360357,0.12730408469465077,0.029880922955935512
Class_1,12,0.8602653436966958,0.9416153191466007,0.9993560183164167,0.8599410955522239,0.5831982668749842,0.17051318038558044,0.017244720901837433,0.07492804714144564
Class_1,13,0.8851138398167583,0.9565996166250776,0.9091543210620077,0.8921786956371445,0.6359461995796941,0.19205744443169945,0.12113881233076186,0.07712554406537414
Class_1,14,0.8752611837329888,0.9349016188520901,0.8779102282103297,0.8367666979979211,0.6396255958093836,0.1896577270482663,0.06635508500321206,0.035182388085867315
Class_1,15,0.9542394930508695,0.9094280496518459,0.9316832638695787,0.7966728344806829,0.5915129501206021,0.20818629197953914,0.027610793611032376,0.07241459043284694
Class_1,16,0.9869693990434847,0.8822351531129072,0.8978719178783593,0.8598895537843685,0.6075357141685604,0.1750576619015571,0.11631497143142283,0.09807498151665167
Class_1,17,0.8789152664808242,0.9235709804185478,0.9365465623129694,0.8361887893465498,0.5784604261932665,0.20062197004929766,0.08811412171099904,0.031173961021511005
Class_1,18,0.9760546245664474,0.8985386576893808,0.9466542035385908,0.7671455711672358,0.6542356874689831,0.22689699927842671,0.08504708275185233,0.06887107256556743
Class_1,19,0.8915833137169794,0.8870968375634448,0.89197100772145,0.8448857342088347,0.6362359270827741,0.24736482094205992,0.0085376023741613,0.014330268351320435
Class_1,20,0.9511360700314186,0.8507522479759727,0.8825173798669016,0.8549829573539889,0.6439009643556644,0.15769186069705377,0.05880390910593669,0.0257995470431638
Class_1,21,0.9936201789156046,0.9136342844461188,0.9821612308415537,0.8021233214785702,0.5938039462653599,0.259069017156737,0.05974644249873679,0.042511379827801996
Class_1,22,0.8854690416976516,0.9603274765861616,0.9416615228604136,0.8742773882363101,0.71612750949115,0.18751809266447797,0.04036732841301728,0.06306110770114304
Class_1,23,0.9865347507192772,0.8984542776731751,0.8570668823320013,0.8876419010585558,0.6482722475166265,0.14812082839621926,0.02088514088918456,0.053338135961278926
Class_1,24,0.9733866723363477,0.9362210487031717,0.8865876884285521,0.8166739007478376,0.6452970559979141,0.15907297889862693,0.01975173785299972,0.006935795830486597
Class_1,25,0.9990497928740081,0.8967903678162332,0.9053878019337193,0.8288890970392373,0.5793185195364596,0.22637265163597708,0.04324416485237285,0.09884938530339638
Class_1,26,0.9622224057220989,0.926476355188251,0.909126885078578,0.8800732270839405,0.5872490044527688,0.1974743840174154,0.012923576440510056,0.056864014036365367
Class_1,27,0.9671038695207124,0.945134495310151,0.878018527592157,0.7868934140869179,0.6032734761580865,0.1396573382729814,0.00710724753319242,0.003414403844099029
Class_1,28,0.9034590002590563,0.8580538548068546,0.9784134282464474,0.7569323642024953,0.6755386543398659,0.20201582049899924,0.06300569430952618,0.05664455969129723
Class_1,29,0.8949619815969347,0.9164748158115349,0.8618932304856151,0.784294648441112,0.606983536548279,0.2501496175571084,0.08453116071975547,0.0012714678856863284
Class_1,30,0.9380804057097833,0.8938917519111024,0.9463896638517189,0.7522807265226827,0.6672529953112594,0.2550889726875242,0.0028910585406564247,0.0801044588940587
Class_1,31,0.8946330017783762,0.9759419213652797,0.8944418891677424,0.8586885050161885,0.7250050934245255,0.19835501269909372,0.09667414355362167,0.10536369794045986
Class_1,32,0.9155711062184078,0.9727472913088111,0.8523900334682649,0.8407362508046472,0.7117873331304749,0.1448534506136164,0.09254548781995742,0.04515495053754993
Class_1,33,0.9259535457325934,0.8512351612901191,0.8862262270790795,0.7536147915637932,0.6339645290499568,0.2595823202490385,0.028121065651465448,0.02776339681350034
Class_1,34,0.9680297532158371,0.9223929477934674,0.9897776649206591,0.8111124208521389,0.700454044039591,0.21507888843205453,0.003931034966181475,0.09614029267525295
Class_1,35,0.8959402518703053,0.8887562559523566,0.9960353559914885,0.8723841303352879,0.6850391890131017,0.1632311849057586,0.00691731810686654,0.06925745893180048
Class_1,36,0.9820710369477419,0.8987416846456746,0.9638942569036171,0.7651893800995175,0.5862552606044411,0.15253384820524418,0.0504409644126422,0.10635240769868666
Class_1,37,0.9931930500268681,0.9186438042941022,0.9766927634958003,0.8683261629855943,0.577838081021684,0.18823796697699563,0.015300249418814473,0.09065237941320554
Class_1,38,0.9167643485804322,0.9149428207450678,0.9113415526510278,0.8079366394117166,0.6728884995573657,0.20719616206785374,0.007686836593539414,0.044322726497957446
Class_1,39,0.8538407571319966,0.989499832347546,0.9857036149815854,0.8091674607077755,0.6120429776723433,0.2517335986897553,0.11574348364837495,0.11429616121911092
Class_1,40,0.8941516224445273,0.9756486291176942,0.8930416257809749,0.846634346614229,0.6575878678924055,0.25151693262054897,0.12646592954922029,0.12177292893181405
Class_1,41,0.9388787959536551,0.9551524065695279,0.9543196630938587,0.7843939926296994,0.697112394558894,0.23565483335930093,0.13300474816397595,0.08489682198337783
Class_1,42,0.9106874485047167,0.9881943751652762,0.8600147849783759,0.8698752246180581,0.7195433889450392,0.24035080926429858,0.025845721948075707,0.03941981251327843
Class_1,43,0.8686246857962782,0.8638145141909946,0.9429492321249417,0.7953228573587928,0.6854080403638569,0.2123296841273338,0.054665110038087085,0.05459131870553022
Class_1,44,0.9206241392817647,0.9288315235955502,0.8679726683253564,0.8498807026279002,0.7153518908496406,0.2199205274117017,0.07851584135712412,0.12418929025024011
Class_1,45,0.8846703403842591,0.9999281012399921,0.8561779624404174,0.8491499968749922,0.7236480863560224,0.2572416035437634,0.14955084646577899,0.09891745216720209
