ObjectId,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8
0,0.7689173772501028,0.8526881164899784,0.6398966013906763,0.6583687642663506,0.705918923880461,0.6204653644683481,0.8389046496426663,0.6665167502274013
1,0.6959289466077727,0.7893692490099138,0.8051511882016799,0.7204178423262184,0.7084875954483295,0.5768024165915844,0.7741707019969323,0.6016279295744443
2,0.16357390712295672,0.06624463357794881,0.31062533089403543,0.12471589212550394,0.11862129584642826,0.2634113299451308,0.030985403904231015,0.08684331675658666
3,0.8619110495642075,0.7508351345783092,0.7179875798004598,0.8311790555152552,0.8916683973272121,0.7539164871105395,0.859226928226407,0.9782224060563539
4,0.5566530082217029,0.5154020499154812,0.5876276570601447,0.4558065894070681,0.6927997555493537,0.415713234811578,0.5366302735330456,0.49397205535466404
5,0.077163483793663,0.19519727466645526,0.0009527375287042084,0.15403123839766492,0.1276439953742667,0.033066539472761454,0.1789070150092739,0.08153950436525416
6,0.4777296670746076,0.4505771568635064,0.5910920655529851,0.4507606114181677,0.38367585505073293,0.4719980975183277,0.40912748428187296,0.5405506823256208
7,0.6387535722056141,0.739651144098193,0.7615457398749221,0.7304946781673302,0.6861899970483969,0.6987922316277924,0.6052836835094506,0.5090778750076593
8,0.6615296431745168,0.5855677505957384,0.8088727383244978,0.7891972840253278,0.7443131922331333,0.5623986460979663,0.6682397958330044,0.7370121042822884
9,0.04739550221217037,0.06899346039540721,0.11328194941728839,0.03554304955030065,0.14456643579720962,0.15230084515354042,0.11003928270998266,0.08023427013025793
10,0.07986479497196508,0.0735167912757163,0.2225293833709223,0.22719137268469655,0.13643843950714007,0.16000380978101542,0.06273878495796843,0.05041538110494179
11,0.8426887589759458,0.8698423195583299,0.9379569668353742,0.8842539307154188,0.9247332761843361,0.9772458086065924,0.7871180517688735,0.7488925869857984
12,0.687986351305582,0.6176905577574534,0.7493831986074817,0.837137123827347,0.7493392355972501,0.7730527033467652,0.6160754702312463,0.6211869137556288
